"RANK","PLAYER","TEAM","GP","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS","EFF","AST_TOV","STL_TOV"
"1","Joey Hassett","GOS","68","787","144","382","0.377","71","214","0.332","31","37","0.838","13","40","53","104","30","3","36","94","390","300","2.89","0.83"
"2","Don Buse","IND","82","2529","312","685","0.455","73","189","0.386","100","123","0.813","46","177","223","407","164","27","95","176","797","1127","4.28","1.73"
"3","Mike Bratz","SAN","81","1616","230","565","0.407","46","138","0.333","119","152","0.783","40","126","166","438","65","11","139","183","625","798","3.15","0.47"
"4","Micheal Ray Richardson","NYK","82","3044","619","1343","0.461","19","101","0.188","212","303","0.7","177","388","565","572","213","41","291","317","1469","1754","1.97","0.73"
"5","Kyle Macy","PHX","82","2845","486","945","0.514","39","100","0.39","152","169","0.899","78","183","261","384","143","9","125","185","1163","1359","3.07","1.14"
"5","Reggie Theus","CHI","82","2838","560","1194","0.469","25","100","0.25","363","449","0.808","115","197","312","476","87","16","277","243","1508","1402","1.72","0.31"
"8","Brian Winters","MIL","61","1829","404","806","0.501","36","93","0.387","123","156","0.788","51","119","170","253","57","9","118","187","967","903","2.14","0.48"
"9","Mike Dunleavy","HOU","70","1315","206","450","0.458","33","86","0.384","75","106","0.708","24","80","104","227","45","3","80","161","520","544","2.84","0.56"
"10","Kevin Grevey","WAS","71","2164","376","857","0.439","28","82","0.341","165","193","0.855","57","138","195","149","44","23","96","151","945","751","1.55","0.46"
"11","Frank Johnson","WAS","79","2027","336","812","0.414","17","79","0.215","153","204","0.75","34","113","147","380","76","7","160","196","842","765","2.38","0.48"
"12","Fred Brown","SEA","82","1785","393","863","0.455","25","77","0.325","111","129","0.86","42","98","140","238","69","4","96","111","922","789","2.48","0.72"
"13","Ricky Sobers","CHI","80","1938","363","801","0.453","19","76","0.25","195","254","0.768","37","105","142","301","73","18","217","238","940","760","1.39","0.34"
"14","Mark Aguirre","DAL","51","1468","381","820","0.465","25","71","0.352","168","247","0.68","89","160","249","164","37","22","135","152","955","774","1.22","0.27"
"15","Brian Taylor","SDC","41","1274","165","328","0.503","23","63","0.365","90","110","0.818","26","70","96","229","47","9","82","113","443","559","2.79","0.57"
"15","Chris Ford","BOS","76","1591","188","450","0.418","20","63","0.317","39","56","0.696","52","56","108","142","42","10","52","143","435","406","2.73","0.81"
"17","Andrew Toney","PHL","77","1909","511","979","0.522","25","59","0.424","227","306","0.742","43","91","134","283","64","17","214","269","1274","1011","1.32","0.3"
"17","Isiah Thomas","DET","72","2433","453","1068","0.424","17","59","0.288","302","429","0.704","57","152","209","565","150","17","299","253","1225","1125","1.89","0.5"
"17","John Douglas","SDC","64","1031","181","389","0.465","18","59","0.305","67","102","0.657","27","63","90","146","48","9","92","147","447","405","1.59","0.52"
"17","Ron Lee","DET","81","1467","88","246","0.358","18","59","0.305","84","119","0.706","35","120","155","312","116","20","123","221","278","565","2.54","0.94"
"21","Campy Russell","NYK","77","2358","410","858","0.478","25","57","0.439","228","294","0.776","86","150","236","284","77","12","195","221","1073","973","1.46","0.4"
"22","World Free","GOS","78","2796","650","1452","0.448","10","56","0.179","479","647","0.74","118","130","248","419","71","8","208","222","1789","1357","2.01","0.34"
"23","Ray Williams","NJN","82","2732","639","1383","0.462","9","54","0.167","387","465","0.832","117","208","325","488","199","43","290","302","1674","1617","1.68","0.69"
"24","Darrell Griffith","UTH","80","2597","689","1429","0.482","15","52","0.288","189","271","0.697","128","177","305","187","95","34","193","213","1582","1188","0.97","0.49"
"24","John Roche","DEN","39","501","68","150","0.453","23","52","0.442","28","38","0.737","4","19","23","89","15","2","29","40","187","195","3.07","0.52"
"24","Larry Bird","BOS","77","2923","711","1414","0.503","11","52","0.212","328","380","0.863","200","637","837","447","143","66","254","244","1761","2245","1.76","0.56"
"27","Brad Davis","DAL","82","2614","397","771","0.515","14","49","0.286","185","230","0.804","35","191","226","509","73","6","159","218","993","1229","3.2","0.46"
"28","Dennis Johnson","PHX","80","2937","577","1228","0.47","8","42","0.19","399","495","0.806","142","268","410","369","105","55","233","253","1561","1520","1.58","0.45"
"29","Billyray Bates","POR","75","1229","327","692","0.473","12","41","0.293","166","211","0.787","53","55","108","111","41","5","93","100","832","594","1.19","0.44"
"30","Gus Williams","SEA","80","2876","773","1592","0.486","9","40","0.225","320","436","0.734","92","152","244","549","172","36","197","163","1875","1744","2.79","0.87"
"31","Kelvin Ransey","POR","78","2418","504","1094","0.461","3","38","0.079","242","318","0.761","39","147","186","555","97","4","229","169","1253","1200","2.42","0.42"
"32","George Gervin","SAN","79","2817","993","1987","0.5","10","36","0.278","555","642","0.864","138","254","392","187","77","45","210","215","2551","1961","0.89","0.37"
"33","Jim Paxson","POR","82","2756","662","1259","0.526","8","35","0.229","220","287","0.767","75","146","221","276","129","12","144","159","1552","1382","1.92","0.9"
"34","Billy Knight","IND","81","1803","378","764","0.495","9","32","0.281","233","282","0.826","97","160","257","118","63","14","137","132","998","878","0.86","0.46"
"34","Jim Brogan","SDC","63","1027","165","364","0.453","9","32","0.281","61","84","0.726","61","59","120","156","49","13","83","123","400","433","1.88","0.59"
"34","Phil Ford","KCK","72","1952","285","649","0.439","7","32","0.219","136","166","0.819","24","81","105","451","63","1","194","160","713","745","2.33","0.33"
"37","Allen Leavell","HOU","79","2150","370","793","0.467","9","31","0.29","115","135","0.852","49","119","168","457","150","15","153","182","864","1058","2.99","0.98"
"37","Darwin Cook","NJN","82","2090","387","803","0.482","7","31","0.226","118","162","0.728","52","103","155","319","146","24","175","196","899","908","1.82","0.83"
"37","Ron Brewer","CLE","72","2319","569","1194","0.477","8","31","0.258","211","260","0.812","55","106","161","188","82","30","125","151","1357","1019","1.5","0.66"
"41","Eddie Johnson","ATL","68","2314","455","1011","0.45","7","30","0.233","294","385","0.764","63","128","191","358","102","16","186","188","1211","1045","1.93","0.55"
"41","Joe Bryant","SDC","75","1988","341","701","0.486","8","30","0.267","194","247","0.785","79","195","274","189","78","29","183","250","884","858","1.03","0.43"
"43","Magic Johnson","LAL","78","2991","556","1036","0.537","6","29","0.207","329","433","0.76","252","499","751","743","208","34","286","223","1447","2313","2.6","0.73"
"45","Purvis Short","GOS","76","1782","456","935","0.488","6","28","0.214","177","221","0.801","123","143","266","209","65","10","122","220","1095","1000","1.71","0.53"
"46","Johnny Davis","IND","82","2664","538","1153","0.467","5","27","0.185","315","394","0.799","72","106","178","346","76","11","186","176","1396","1127","1.86","0.41"
"46","Larry Drew","KCK","81","1973","358","757","0.473","8","27","0.296","150","189","0.794","30","119","149","419","110","1","174","150","874","941","2.41","0.63"
"49","Butch Carter","IND","75","1035","188","402","0.468","8","25","0.32","58","70","0.829","30","49","79","60","34","11","54","110","442","346","1.11","0.63"
"51","Jim Spanarkel","DAL","82","1755","270","564","0.479","8","24","0.333","279","327","0.853","99","111","210","206","86","9","111","140","827","885","1.86","0.78"
"53","Mike Newlin","NYK","76","1507","286","615","0.465","7","23","0.304","126","147","0.857","36","55","91","170","33","3","104","194","705","548","1.64","0.32"
"53","Mike O'Koren","NJN","80","2018","383","778","0.492","8","23","0.348","135","189","0.714","111","194","305","192","83","13","147","175","909","906","1.31","0.57"
"53","Scott Wedman","CLE","54","1638","260","589","0.441","5","23","0.217","66","90","0.733","128","176","304","133","73","14","73","189","591","689","1.82","1"
"56","Greg Ballard","WAS","79","2946","621","1307","0.475","9","22","0.409","235","283","0.83","136","497","633","250","137","22","119","204","1486","1675","2.1","1.15"
