"RANK","PLAYER","TEAM","GP","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS","EFF","AST_TOV","STL_TOV"
"1","Brian Taylor","SDC","78","2754","418","895","0.467","90","239","0.377","130","162","0.802","76","112","188","335","147","25","141","246","1056","1101","2.38","1.04"
"2","Rick Barry","HOU","72","1816","325","771","0.422","73","221","0.33","143","153","0.935","53","183","236","268","80","28","152","182","866","870","1.76","0.53"
"3","Joey Hassett","IND","74","1135","215","509","0.422","69","198","0.348","24","29","0.828","35","59","94","104","46","8","45","85","523","431","2.31","1.02"
"4","Chris Ford","BOS","73","2115","330","709","0.465","70","164","0.427","86","114","0.754","77","104","181","215","111","27","105","178","816","838","2.05","1.06"
"5","Mike Newlin","NJN","78","2510","611","1329","0.46","45","152","0.296","367","415","0.884","101","163","264","314","115","4","231","195","1634","1334","1.36","0.5"
"6","Larry Bird","BOS","82","2955","693","1463","0.474","58","143","0.406","301","360","0.836","216","636","852","370","143","53","263","279","1745","2071","1.41","0.54"
"7","John Roche","DEN","82","2286","354","741","0.478","49","129","0.38","175","202","0.866","24","91","115","405","82","12","159","139","932","973","2.55","0.52"
"8","Freeman Williams","SDC","82","2118","645","1343","0.48","42","128","0.328","194","238","0.815","103","89","192","166","72","9","171","145","1526","1052","0.97","0.42"
"9","Micheal Ray Richardson","NYK","82","3060","502","1063","0.472","27","110","0.245","223","338","0.66","151","388","539","832","265","35","359","260","1254","1890","2.32","0.74"
"10","Reggie Theus","CHI","82","3029","566","1172","0.483","28","105","0.267","500","597","0.838","143","186","329","515","114","20","348","262","1660","1587","1.48","0.33"
"11","Brian Winters","MIL","80","2623","535","1116","0.479","38","102","0.373","184","214","0.86","48","175","223","362","101","28","186","208","1292","1209","1.95","0.54"
"11","George Gervin","SAN","78","2934","1024","1940","0.528","32","102","0.314","505","593","0.852","154","249","403","202","110","79","254","208","2585","2121","0.8","0.43"
"13","Paul Westphal","PHX","82","2665","692","1317","0.525","26","93","0.28","382","443","0.862","46","141","187","416","119","35","207","162","1792","1656","2.01","0.58"
"14","Kevin Grevey","WAS","65","1818","331","804","0.412","34","92","0.37","216","249","0.867","80","107","187","177","56","16","102","158","912","740","1.74","0.55"
"15","Fred Brown","SEA","80","1701","404","843","0.479","39","88","0.443","113","135","0.837","35","120","155","174","65","17","105","117","960","805","1.66","0.62"
"16","Mike Bratz","PHX","82","1589","269","687","0.392","21","86","0.244","141","162","0.87","50","117","167","223","93","9","135","165","700","618","1.65","0.69"
"19","Don Buse","PHX","81","2499","261","589","0.443","19","79","0.241","85","128","0.664","70","163","233","320","132","10","91","111","626","859","3.52","1.45"
"19","Rudy Tomjanovich","HOU","62","1834","370","778","0.476","22","79","0.278","118","147","0.803","132","226","358","109","32","10","98","161","880","854","1.11","0.33"
"21","Willie Smith","CLE","62","1051","121","315","0.384","17","71","0.239","40","52","0.769","56","65","121","259","75","1","95","110","299","454","2.73","0.79"
"22","Ricky Sobers","CHI","82","2673","470","1002","0.469","21","68","0.309","200","239","0.837","75","167","242","426","136","17","282","294","1161","1129","1.51","0.48"
"24","Dennis Johnson","SEA","81","2937","574","1361","0.422","12","58","0.207","380","487","0.78","173","241","414","332","144","82","227","267","1540","1391","1.46","0.63"
"25","Randy Smith","CLE","82","2677","599","1326","0.452","10","53","0.189","233","283","0.823","93","163","256","363","125","7","200","190","1441","1215","1.82","0.63"
"25","Terry Duerod","DET","67","1331","282","598","0.472","15","53","0.283","45","66","0.682","29","69","98","117","41","11","79","102","624","475","1.48","0.52"
"27","Henry Bibby","PHL","82","2035","251","626","0.401","11","52","0.212","226","286","0.79","65","143","208","307","62","6","147","161","739","740","2.09","0.42"
"29","Eddie Jordan","NJN","82","2657","437","1017","0.43","12","48","0.25","201","258","0.779","62","208","270","557","223","27","258","238","1087","1269","2.16","0.86"
"30","Greg Ballard","WAS","82","2438","545","1101","0.495","16","47","0.34","171","227","0.753","240","398","638","159","90","36","133","197","1277","1455","1.2","0.68"
"31","John Lucas","GOS","80","2763","388","830","0.467","12","42","0.286","222","289","0.768","61","159","220","602","138","3","184","196","1010","1280","3.27","0.75"
"31","Johnny Davis","IND","82","2912","496","1159","0.428","4","42","0.095","304","352","0.864","102","124","226","440","110","23","202","178","1300","1186","2.18","0.55"
"31","Mike Evans","SAN","79","1246","208","464","0.448","12","42","0.286","58","85","0.682","29","78","107","230","60","9","128","194","486","481","1.8","0.47"
"34","M.L. Carr","BOS","82","1994","362","763","0.474","12","41","0.293","178","241","0.739","106","224","330","156","120","36","143","214","914","949","1.09","0.84"
"35","Ray Williams","NYK","82","2582","687","1384","0.496","7","37","0.189","333","423","0.787","149","263","412","512","167","24","256","295","1714","1786","2","0.65"
"36","Gus Williams","SEA","82","2969","739","1533","0.482","7","36","0.194","331","420","0.788","127","148","275","397","200","37","181","160","1816","1661","2.19","1.11"
"36","Otis Birdsong","KCK","82","2885","781","1546","0.505","10","36","0.278","286","412","0.694","170","161","331","202","136","22","179","226","1858","1479","1.13","0.76"
"36","Stan Pietkiewicz","SDC","50","577","91","179","0.508","9","36","0.25","37","46","0.804","26","19","45","94","25","4","51","52","228","248","1.84","0.49"
"39","Sammy Smith","CHI","30","496","97","230","0.422","8","35","0.229","57","63","0.905","22","32","54","42","25","7","33","54","259","215","1.27","0.76"
"41","Bob Wilkerson","DEN","75","2381","430","1030","0.417","7","34","0.206","166","222","0.748","85","231","316","243","93","27","193","194","1033","863","1.26","0.48"
"41","Joe Bryant","SDC","81","2328","294","682","0.431","5","34","0.147","161","217","0.742","171","345","516","144","102","39","170","258","754","941","0.85","0.6"
"43","Mickey Johnson","IND","82","2647","588","1271","0.463","5","32","0.156","385","482","0.799","258","423","681","344","153","112","286","291","1566","1790","1.2","0.54"
"43","Ron Brewer","POR","82","2815","548","1182","0.464","6","32","0.188","184","219","0.84","54","160","214","216","98","48","167","154","1286","1026","1.29","0.59"
"45","Magic Johnson","LAL","77","2795","503","949","0.53","7","31","0.226","374","462","0.81","166","430","596","563","187","41","305","218","1387","1935","1.85","0.61"
"47","Kevin Restani","SAN","82","1966","369","727","0.508","5","29","0.172","131","161","0.814","142","244","386","189","54","12","129","186","874","998","1.47","0.42"
"48","Jeff Judkins","BOS","65","674","139","276","0.504","11","27","0.407","62","76","0.816","32","34","66","47","29","5","49","91","351","298","0.96","0.59"
"48","Junior Bridgeman","MIL","81","2316","594","1243","0.478","5","27","0.185","230","266","0.865","104","197","301","237","94","20","172","216","1423","1218","1.38","0.55"
"50","Del Beshore","CHI","68","869","88","250","0.352","10","26","0.385","58","87","0.667","16","47","63","139","58","5","104","105","244","214","1.34","0.56"
"50","Raymond Townsend","GOS","75","1159","171","421","0.406","4","26","0.154","60","84","0.714","33","56","89","116","60","4","65","113","406","336","1.79","0.92"
"53","Calvin Murphy","HOU","76","2676","624","1267","0.493","1","25","0.04","271","302","0.897","68","82","150","299","143","9","162","269","1520","1285","1.85","0.88"
"53","World Free","SDC","68","2585","737","1556","0.474","9","25","0.36","572","760","0.753","129","109","238","283","81","32","228","195","2055","1454","1.24","0.36"
"55","Bob McAdoo","DET","58","2097","492","1025","0.48","3","24","0.125","235","322","0.73","100","367","467","200","73","65","238","178","1222","1169","0.84","0.31"
"56","Phil Ford","KCK","82","2621","489","1058","0.462","4","23","0.174","346","423","0.818","29","143","172","610","136","4","282","208","1328","1322","2.16","0.48"
"57","Jim Paxson","POR","72","1270","189","460","0.411","1","22","0.045","64","90","0.711","25","84","109","144","48","5","93","97","443","359","1.55","0.52"
