"RANK","PLAYER","TEAM","GP","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS","EFF","AST_TOV","STL_TOV"
"1","Darrell Griffith","UTH","78","2776","728","1593","0.457","92","257","0.358","216","298","0.725","124","220","344","243","133","30","247","178","1764","1320","0.98","0.54"
"2","World Free","CLE","71","2249","609","1328","0.459","71","193","0.368","308","411","0.749","61","150","211","320","75","16","139","163","1597","1258","2.3","0.54"
"3","Gus Williams","WAS","79","2960","638","1483","0.43","51","176","0.29","251","346","0.725","72","123","195","608","178","32","213","159","1578","1438","2.85","0.84"
"4","Mike Evans","DEN","81","1437","323","661","0.489","57","157","0.363","113","131","0.863","26","93","119","231","65","12","130","174","816","757","1.78","0.5"
"5","Purvis Short","GOS","78","3081","819","1780","0.46","47","150","0.313","501","613","0.817","157","241","398","234","116","27","241","255","2186","1647","0.97","0.48"
"6","Sleepy Floyd","GOS","82","2873","610","1372","0.445","42","143","0.294","336","415","0.81","62","140","202","406","134","41","251","226","1598","1289","1.62","0.53"
"7","Craig Hodges","MIL","82","2496","359","733","0.49","47","135","0.348","106","130","0.815","74","112","186","349","96","1","135","262","871","970","2.59","0.71"
"8","Larry Bird","BOS","80","3161","918","1760","0.522","56","131","0.427","403","457","0.882","164","678","842","531","129","98","248","208","2295","2751","2.14","0.52"
"9","Rod Foster","PHX","79","1318","286","636","0.45","41","126","0.325","83","110","0.755","27","53","80","186","61","0","117","171","696","529","1.59","0.52"
"10","Michael Cooper","LAL","82","2189","276","593","0.465","35","123","0.285","115","133","0.865","56","199","255","429","93","49","156","208","702","1037","2.75","0.6"
"11","Brad Davis","DAL","82","2539","310","614","0.505","47","115","0.409","158","178","0.888","39","154","193","581","91","10","123","219","825","1253","4.72","0.74"
"11","Micheal Ray Richardson","NJN","82","3127","690","1470","0.469","29","115","0.252","240","313","0.767","156","301","457","669","243","22","249","277","1649","1938","2.69","0.98"
"13","Isiah Thomas","DET","81","3089","646","1410","0.458","29","113","0.257","399","493","0.809","114","247","361","1123","187","25","302","288","1720","2256","3.72","0.62"
"14","Dale Ellis","DAL","72","1314","274","603","0.454","42","109","0.385","77","104","0.74","100","138","238","56","46","7","58","131","667","600","0.97","0.79"
"15","Andrew Toney","PHL","70","2237","450","914","0.492","39","105","0.371","306","355","0.862","35","142","177","363","65","24","224","211","1245","1137","1.62","0.29"
"16","Norm Nixon","LAC","81","2894","596","1281","0.465","33","99","0.333","170","218","0.78","55","163","218","711","95","4","273","175","1395","1417","2.6","0.35"
"17","Johnny Moore","SAN","82","2689","416","910","0.457","25","89","0.281","189","248","0.762","94","284","378","816","229","18","236","247","1046","1698","3.46","0.97"
"18","Don Buse","KCK","65","939","82","203","0.404","31","87","0.356","23","30","0.767","21","40","61","203","38","1","45","75","218","348","4.51","0.84"
"19","Kyle Macy","PHX","65","2018","282","582","0.485","23","85","0.271","127","140","0.907","33","146","179","380","85","3","111","128","714","937","3.42","0.77"
"19","Mark Aguirre","DAL","80","2699","794","1569","0.506","27","85","0.318","440","580","0.759","188","289","477","249","60","24","253","250","2055","1697","0.98","0.24"
"21","Dominique Wilkins","ATL","81","3023","853","1891","0.451","25","81","0.309","486","603","0.806","226","331","557","200","135","54","225","170","2217","1783","0.89","0.6"
"22","Steve Colter","POR","78","1462","216","477","0.453","26","74","0.351","98","130","0.754","40","110","150","243","75","9","112","142","556","628","2.17","0.67"
"23","Eddie Johnson","ATL","73","2367","453","946","0.479","22","72","0.306","265","332","0.798","38","154","192","566","43","7","244","184","1193","1197","2.32","0.18"
"23","Jeff Malone","WAS","76","2613","605","1213","0.499","15","72","0.208","211","250","0.844","60","146","206","184","52","9","107","176","1436","1133","1.72","0.49"
"23","Trent Tucker","NYK","77","1819","293","606","0.483","29","72","0.403","38","48","0.792","74","114","188","199","75","15","64","195","653","743","3.11","1.17"
"26","John Lucas","HOU","47","1158","206","446","0.462","21","66","0.318","103","129","0.798","21","64","85","318","62","2","102","78","536","635","3.12","0.61"
"27","Dudley Bradley","WAS","73","1232","142","299","0.475","20","65","0.308","54","79","0.684","34","100","134","173","96","21","84","152","358","516","2.06","1.14"
"28","Derek Harper","DAL","82","2218","329","633","0.52","21","61","0.344","111","154","0.721","47","152","199","360","144","37","123","194","790","1060","2.93","1.17"
"28","Mike McGee","LAL","76","1170","329","612","0.538","22","61","0.361","94","160","0.588","97","68","165","71","39","7","81","147","774","626","0.88","0.48"
"30","Byron Scott","LAL","81","2305","541","1003","0.539","26","60","0.433","187","228","0.82","57","153","210","244","100","17","138","197","1295","1225","1.77","0.73"
"31","Danny Ainge","BOS","75","2564","419","792","0.529","15","56","0.268","118","136","0.868","76","192","268","399","122","6","149","228","971","1226","2.68","0.82"
"32","Eddie Johnson","KCK","82","3029","769","1565","0.491","13","54","0.241","325","373","0.871","151","256","407","273","83","22","225","237","1876","1592","1.21","0.37"
"33","Michael Jordan","CHI","82","3144","837","1625","0.515","9","52","0.173","630","746","0.845","167","367","534","481","196","69","291","285","2313","2398","1.65","0.67"
"34","Mike Dunleavy","MIL","19","433","64","135","0.474","16","47","0.34","25","29","0.862","6","25","31","85","15","3","40","55","169","188","2.13","0.38"
"35","Greg Ballard","WAS","82","2664","469","978","0.48","14","46","0.304","120","151","0.795","150","381","531","208","100","33","106","221","1072","1298","1.96","0.94"
"35","Johnny Davis","CLE","76","1920","337","791","0.426","12","46","0.261","255","300","0.85","35","84","119","426","43","4","152","136","941","882","2.8","0.28"
"37","Michael Holton","PHX","74","1761","257","576","0.446","14","45","0.311","96","118","0.814","30","102","132","198","59","6","123","141","624","555","1.61","0.48"
"38","Butch Carter","NYK","69","1279","214","476","0.45","11","43","0.256","109","134","0.813","36","59","95","167","57","5","109","151","548","476","1.53","0.52"
"39","Jim Thomas","IND","80","2059","347","726","0.478","8","42","0.19","183","234","0.782","74","187","261","234","76","5","131","195","885","900","1.79","0.58"
"40","Jim Paxson","POR","68","2253","508","988","0.514","6","39","0.154","196","248","0.79","69","153","222","264","101","5","108","115","1218","1170","2.44","0.94"
"40","Junior Bridgeman","LAC","80","2042","460","990","0.465","14","39","0.359","181","206","0.879","55","175","230","171","47","18","116","128","1115","910","1.47","0.41"
"42","Gerald Henderson","SEA","79","2648","427","891","0.479","9","38","0.237","199","255","0.78","71","119","190","559","140","9","231","196","1062","1209","2.42","0.61"
"42","Jon Sundvold","SEA","73","1150","170","400","0.425","12","38","0.316","48","59","0.814","17","53","70","206","36","1","85","87","400","387","2.42","0.42"
"42","Reggie Theus","KCK","82","2543","501","1029","0.487","5","38","0.132","334","387","0.863","106","164","270","656","95","18","307","250","1341","1492","2.14","0.31"
"45","Allen Leavell","HOU","42","536","88","209","0.421","8","37","0.216","44","57","0.772","8","29","37","102","23","4","51","61","228","209","2","0.45"
"45","Clyde Drexler","POR","80","2555","573","1161","0.494","8","37","0.216","223","294","0.759","217","259","476","441","177","68","223","265","1377","1657","1.98","0.79"
"45","Jerry Sichting","IND","70","1808","325","624","0.521","9","37","0.243","112","128","0.875","24","90","114","264","47","4","102","116","771","783","2.59","0.46"
"45","Magic Johnson","LAL","77","2781","504","899","0.561","7","37","0.189","391","464","0.843","90","386","476","968","113","25","305","155","1406","2215","3.17","0.37"
"45","Rod Higgins","CHI","68","942","119","270","0.441","10","37","0.27","60","90","0.667","55","92","147","73","21","13","49","91","308","332","1.49","0.43"
"50","Doc Rivers","ATL","69","2126","334","701","0.476","15","36","0.417","291","378","0.77","66","148","214","410","163","53","176","250","974","1184","2.33","0.93"
