"RANK","PLAYER","TEAM","GP","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS","EFF","AST_TOV","STL_TOV"
"1","Michael Adams","DEN","79","2690","398","989","0.402","158","432","0.366","267","314","0.85","49","176","225","495","121","3","141","133","1221","1286","3.51","0.86"
"2","Mark Price","CLE","73","2706","489","1066","0.459","152","374","0.406","300","338","0.888","66","185","251","666","114","5","214","89","1430","1637","3.11","0.53"
"3","Reggie Miller","IND","82","3192","661","1287","0.514","150","362","0.414","544","627","0.868","95","200","295","311","110","18","222","175","2016","1819","1.4","0.5"
"4","Danny Ainge","SAC","75","2727","506","1154","0.438","108","289","0.374","222","267","0.831","69","257","326","453","113","18","185","238","1342","1374","2.45","0.61"
"5","Magic Johnson","LAL","79","2937","546","1138","0.48","106","276","0.384","567","637","0.89","128","394","522","907","132","34","289","167","1765","2409","3.14","0.46"
"6","Dale Ellis","SEA","55","2033","502","1011","0.497","96","256","0.375","193","236","0.818","90","148","238","110","59","7","119","124","1293","1036","0.92","0.5"
"7","Chuck Person","IND","77","2714","605","1242","0.487","94","253","0.372","211","270","0.781","126","319","445","230","53","20","170","217","1515","1397","1.35","0.31"
"8","Craig Ehlo","CLE","81","2894","436","940","0.464","104","248","0.419","126","185","0.681","147","292","439","371","126","23","161","226","1102","1337","2.3","0.78"
"9","Michael Jordan","CHI","82","3197","1034","1964","0.526","92","245","0.376","593","699","0.848","143","422","565","519","227","54","247","241","2753","2835","2.1","0.92"
"9","Trent Tucker","NYK","81","1725","253","606","0.417","95","245","0.388","66","86","0.767","57","117","174","173","74","8","73","159","667","650","2.37","1.01"
"11","Derek Harper","DAL","82","3007","567","1161","0.488","89","240","0.371","250","315","0.794","54","190","244","609","187","26","207","224","1473","1673","2.94","0.9"
"12","Dana Barros","SEA","81","1630","299","738","0.405","95","238","0.399","89","110","0.809","35","97","132","205","53","1","123","97","782","590","1.67","0.43"
"12","Terry Porter","POR","80","2781","448","969","0.462","89","238","0.374","421","472","0.892","59","213","272","726","151","4","245","150","1406","1742","2.96","0.62"
"14","Chris Mullin","GOS","78","2830","682","1272","0.536","87","234","0.372","505","568","0.889","130","333","463","319","123","45","239","142","1956","2014","1.34","0.52"
"14","Sleepy Floyd","HOU","82","2630","362","803","0.451","89","234","0.38","187","232","0.806","46","152","198","600","94","11","204","159","1000","1213","2.94","0.46"
"16","Byron Scott","LAL","77","2593","472","1005","0.47","93","220","0.423","160","209","0.766","51","191","242","274","77","31","122","180","1197","1117","2.25","0.63"
"17","Darrell Griffith","UTH","82","1444","301","649","0.464","80","215","0.372","51","78","0.654","43","123","166","63","68","19","75","149","733","599","0.84","0.91"
"18","Hersey Hawkins","PHL","82","2856","522","1136","0.46","84","200","0.42","387","436","0.888","85","219","304","261","130","28","185","217","1515","1390","1.41","0.7"
"19","Jack Sikma","MIL","71","2250","344","827","0.416","68","199","0.342","230","260","0.885","109","383","492","229","76","48","139","244","986","1179","1.65","0.55"
"20","Larry Bird","BOS","75","2944","718","1517","0.473","65","195","0.333","319","343","0.93","90","622","712","562","106","61","243","173","1820","2195","2.31","0.44"
"21","Chris Morris","NJN","80","2449","449","1065","0.422","61","193","0.316","228","316","0.722","194","228","422","143","130","79","185","219","1187","1072","0.77","0.7"
"21","Rod Higgins","GOS","82","1993","304","632","0.481","67","193","0.347","234","285","0.821","120","302","422","129","47","53","93","184","909","1088","1.39","0.51"
"23","Eddie Johnson","PHX","64","1811","411","907","0.453","70","184","0.38","188","205","0.917","69","177","246","107","32","10","108","174","1080","854","0.99","0.3"
"24","Dominique Wilkins","ATL","80","2888","810","1672","0.484","59","183","0.322","459","569","0.807","217","304","521","200","126","47","174","141","2138","1886","1.15","0.72"
"25","Craig Hodges","CHI","63","1055","145","331","0.438","87","181","0.481","30","33","0.909","11","42","53","110","30","2","30","87","407","383","3.67","1"
"26","Bill Laimbeer","DET","81","2675","380","785","0.484","57","158","0.361","164","192","0.854","166","614","780","171","57","84","98","278","981","1542","1.75","0.58"
"27","Michael Cooper","LAL","80","1851","191","493","0.387","50","157","0.318","83","94","0.883","59","168","227","215","67","36","91","206","515","656","2.36","0.74"
"28","Bob Hansen","UTH","81","2174","265","568","0.467","54","154","0.351","33","64","0.516","66","163","229","149","52","11","79","194","617","645","1.89","0.66"
"29","Harold Pressley","SAC","72","1603","240","566","0.424","46","148","0.311","110","141","0.78","94","215","309","149","58","36","88","148","636","743","1.69","0.66"
"30","Dell Curry","CHH","67","1860","461","990","0.466","52","147","0.354","96","104","0.923","31","137","168","159","98","26","100","148","1070","884","1.59","0.98"
"31","Steve Kerr","CLE","78","1664","192","432","0.444","73","144","0.507","63","73","0.863","12","86","98","248","45","7","74","59","520","594","3.35","0.61"
"32","Johnny Newman","NYK","80","2277","374","786","0.476","45","142","0.317","239","299","0.799","60","131","191","180","95","22","143","254","1032","905","1.26","0.66"
"32","Rex Chapman","CHH","54","1762","377","924","0.408","47","142","0.331","144","192","0.75","52","127","179","132","46","6","100","113","945","613","1.32","0.46"
"34","Brad Lohaus","MIL","80","1943","305","663","0.46","47","137","0.343","75","103","0.728","98","300","398","168","58","88","109","211","732","949","1.54","0.53"
"35","Isiah Thomas","DET","81","2993","579","1322","0.438","42","136","0.309","292","377","0.775","74","234","308","765","139","19","322","206","1492","1573","2.38","0.43"
"36","Ricky Pierce","MIL","59","1709","503","987","0.51","46","133","0.346","307","366","0.839","64","103","167","133","50","7","129","158","1359","1044","1.03","0.39"
"37","Scott Skiles","ORL","70","1460","190","464","0.409","52","132","0.394","104","119","0.874","23","136","159","334","36","4","90","126","536","690","3.71","0.4"
"38","Mark Jackson","NYK","82","2428","327","749","0.437","35","131","0.267","120","165","0.727","106","212","318","604","109","4","211","121","809","1166","2.86","0.52"
"39","Gerald Wilkins","NYK","82","2609","472","1032","0.457","39","125","0.312","208","259","0.803","133","238","371","330","95","21","194","188","1191","1203","1.7","0.49"
"40","John Stockton","UTH","78","2915","472","918","0.514","47","113","0.416","354","432","0.819","57","149","206","1134","207","18","272","233","1345","2114","4.17","0.76"
"41","Scottie Pippen","CHI","82","3148","562","1150","0.489","28","112","0.25","199","295","0.675","150","397","547","444","211","101","278","298","1351","1692","1.6","0.76"
"42","Clyde Drexler","POR","73","2683","670","1357","0.494","30","106","0.283","333","430","0.774","208","299","507","432","145","51","191","222","1703","1863","2.26","0.76"
"43","Reggie Theus","ORL","76","2350","517","1178","0.439","26","105","0.248","378","443","0.853","75","146","221","407","60","12","226","194","1438","1186","1.8","0.27"
"43","Vernon Maxwell","HOU","79","1987","275","627","0.439","28","105","0.267","136","211","0.645","50","178","228","296","84","10","143","148","714","762","2.07","0.59"
"45","Brad Davis","DAL","73","1292","179","365","0.49","35","104","0.337","77","100","0.77","12","81","93","242","47","9","86","151","470","566","2.81","0.55"
"45","Kelly Tripucka","CHH","79","2404","442","1029","0.43","38","104","0.365","310","351","0.883","82","240","322","224","75","16","176","220","1232","1065","1.27","0.43"
