"RANK","PLAYER","TEAM","GP","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS","EFF","AST_TOV","STL_TOV"
"1","Vernon Maxwell","HOU","80","2700","502","1216","0.413","162","473","0.342","206","267","0.772","37","206","243","326","104","28","178","200","1372","1120","1.83","0.58"
"2","Glen Rice","MIA","79","3007","672","1432","0.469","155","396","0.391","266","318","0.836","84","310","394","184","90","35","145","170","1765","1511","1.27","0.62"
"3","Michael Adams","WAS","78","2795","485","1233","0.393","125","386","0.324","313","360","0.869","58","252","310","594","145","9","212","162","1408","1459","2.8","0.68"
"4","Tim Hardaway","GOS","81","3332","734","1592","0.461","127","376","0.338","298","389","0.766","81","229","310","807","164","13","267","208","1893","1971","3.02","0.61"
"5","Chuck Person","IND","81","2923","616","1284","0.48","132","354","0.373","133","197","0.675","114","312","426","382","68","18","216","247","1497","1443","1.77","0.32"
"6","Reggie Miller","IND","82","3120","562","1121","0.501","129","341","0.378","442","515","0.858","82","236","318","314","105","26","157","210","1695","1669","2","0.67"
"7","Clyde Drexler","POR","76","2751","694","1476","0.47","114","338","0.337","401","505","0.794","166","334","500","512","138","70","240","229","1903","1997","2.13","0.58"
"8","Dale Ellis","MIL","81","2191","485","1034","0.469","138","329","0.419","164","212","0.774","92","161","253","104","57","18","119","151","1272","988","0.87","0.48"
"9","Terry Porter","POR","82","2784","521","1129","0.461","128","324","0.395","315","368","0.856","51","204","255","477","127","12","188","155","1485","1507","2.54","0.68"
"10","Drazen Petrovic","NJN","82","3027","668","1315","0.508","123","277","0.444","232","287","0.808","97","161","258","252","105","11","215","248","1691","1400","1.17","0.49"
"11","John Starks","NYK","82","2118","405","902","0.449","94","270","0.348","235","302","0.778","45","146","191","276","103","18","150","231","1139","1013","1.84","0.69"
"12","Mitch Richmond","SAC","80","3095","685","1465","0.468","103","268","0.384","330","406","0.813","62","257","319","411","92","34","247","231","1803","1556","1.66","0.37"
"13","Mark Price","CLE","72","2138","438","897","0.488","101","261","0.387","270","285","0.947","38","135","173","535","94","12","159","113","1247","1428","3.37","0.59"
"14","Scott Skiles","ORL","75","2377","359","868","0.414","91","250","0.364","248","277","0.895","36","166","202","544","74","5","233","188","1057","1111","2.34","0.32"
"15","Danny Ainge","POR","81","1595","299","676","0.442","78","230","0.339","108","131","0.824","40","108","148","202","73","13","70","148","784","750","2.89","1.04"
"16","Hersey Hawkins","PHL","81","3013","521","1127","0.462","91","229","0.397","403","461","0.874","53","218","271","248","157","43","189","174","1536","1402","1.31","0.83"
"17","Dan Majerle","PHX","82","2853","551","1153","0.478","87","228","0.382","229","303","0.756","148","335","483","274","131","43","102","158","1418","1571","2.69","1.28"
"18","Ron Harper","LAC","82","3144","569","1292","0.44","64","211","0.303","293","398","0.736","120","327","447","417","152","72","252","199","1495","1503","1.66","0.6"
"19","Alvin Robertson","MIL","82","2463","396","922","0.43","67","210","0.319","151","198","0.763","175","175","350","360","210","32","223","263","1010","1166","1.61","0.94"
"20","John Stockton","UTH","82","3002","453","939","0.482","83","204","0.407","308","366","0.842","68","202","270","1126","244","22","286","234","1297","2129","3.94","0.85"
"21","Spud Webb","SAC","77","2724","448","1006","0.445","73","199","0.367","262","305","0.859","30","193","223","547","125","24","229","193","1231","1320","2.39","0.55"
"22","Jeff Hornacek","PHX","81","3078","635","1240","0.512","83","189","0.439","279","315","0.886","106","301","407","411","158","31","170","218","1632","1828","2.42","0.93"
"23","Dana Barros","SEA","75","1331","238","493","0.483","83","186","0.446","60","79","0.759","17","64","81","125","51","4","56","84","619","550","2.23","0.91"
"23","Derek Harper","DAL","65","2252","448","1011","0.443","58","186","0.312","198","261","0.759","49","121","170","373","101","17","154","150","1152","1033","2.42","0.66"
"25","Dell Curry","CHH","77","2020","504","1038","0.486","74","183","0.404","127","152","0.836","57","202","259","177","93","20","134","156","1209","1065","1.32","0.69"
"26","Chris Mullin","GOS","81","3346","830","1584","0.524","64","175","0.366","350","420","0.833","127","323","450","286","173","62","202","171","2074","2019","1.42","0.86"
"27","Rolando Blackman","DAL","75","2527","535","1161","0.461","65","169","0.385","239","266","0.898","78","161","239","204","50","22","153","134","1374","1083","1.33","0.33"
"28","Craig Ehlo","CLE","63","2016","310","684","0.453","69","167","0.413","87","123","0.707","94","213","307","238","78","22","104","150","776","907","2.29","0.75"
"29","Matt Bullard","HOU","80","1278","205","447","0.459","64","166","0.386","38","50","0.76","73","150","223","75","26","21","56","129","512","547","1.34","0.46"
"30","Byron Scott","LAL","82","2679","460","1005","0.458","54","157","0.344","244","291","0.838","74","236","310","226","105","28","119","140","1218","1176","1.9","0.88"
"31","Reggie Williams","DEN","81","2623","601","1277","0.471","56","156","0.359","216","269","0.803","145","260","405","235","148","68","173","270","1474","1428","1.36","0.86"
"32","Pooh Richardson","MIN","82","2922","587","1261","0.466","53","155","0.342","123","178","0.691","91","210","301","685","119","25","204","152","1350","1547","3.36","0.58"
"33","Brad Lohaus","MIL","70","1081","162","360","0.45","57","144","0.396","27","41","0.659","65","184","249","74","40","71","46","144","408","584","1.61","0.87"
"33","Jay Humphries","MIL","71","2261","377","803","0.469","42","144","0.292","195","249","0.783","44","140","184","466","119","13","148","210","991","1145","3.15","0.8"
"35","Paul Graham","ATL","78","1718","305","682","0.447","55","141","0.39","126","170","0.741","72","159","231","175","96","21","91","193","791","802","1.92","1.06"
"36","Charles Barkley","PHL","75","2881","622","1126","0.552","32","137","0.234","454","653","0.695","271","559","830","308","136","44","235","196","1730","2110","1.31","0.58"
"36","Kenny Smith","HOU","81","2735","432","910","0.475","54","137","0.394","219","253","0.866","34","143","177","562","104","7","227","112","1137","1248","2.48","0.46"
"38","Mike Iuzzolino","DAL","52","1280","160","355","0.451","59","136","0.434","107","128","0.836","27","71","98","194","33","1","92","79","486","504","2.11","0.36"
"39","Jim Les","SAC","62","712","74","192","0.385","45","131","0.344","38","47","0.809","11","52","63","143","31","3","42","58","231","302","3.41","0.74"
"40","Dominique Wilkins","ATL","42","1601","424","914","0.464","37","128","0.289","294","352","0.835","103","192","295","158","52","24","122","77","1179","1038","1.3","0.43"
"40","Larry Bird","BOS","45","1662","353","758","0.466","52","128","0.406","150","162","0.926","46","388","434","306","42","33","125","82","908","1181","2.45","0.34"
"42","Ron Anderson","PHL","82","2432","469","1008","0.465","42","127","0.331","143","163","0.877","96","182","278","135","86","11","109","128","1123","965","1.24","0.79"
"43","Steven Smith","MIA","61","1806","297","654","0.454","40","125","0.32","95","127","0.748","81","107","188","278","59","19","152","162","729","732","1.83","0.39"
"44","Ricky Pierce","SEA","78","2658","620","1306","0.475","33","123","0.268","417","455","0.916","93","140","233","241","86","20","189","213","1690","1357","1.28","0.46"
"44","Sleepy Floyd","HOU","82","1662","286","704","0.406","37","123","0.301","135","170","0.794","34","116","150","239","57","21","128","128","744","630","1.87","0.45"
"46","Joe Dumars","DET","82","3192","587","1311","0.448","49","120","0.408","412","475","0.867","82","106","188","375","71","12","193","145","1635","1301","1.94","0.37"
"47","Alexander Volkov","ATL","77","1516","251","569","0.441","35","110","0.318","125","198","0.631","103","162","265","250","66","30","102","178","662","780","2.45","0.65"
"47","Chris Morris","NJN","77","2394","346","726","0.477","22","110","0.2","165","231","0.714","199","295","494","197","129","81","171","211","879","1163","1.15","0.75"
"49","Gerald Wilkins","NYK","82","2344","431","964","0.447","38","108","0.352","116","159","0.73","74","132","206","219","76","17","113","195","1016","845","1.94","0.67"
