"RANK","PLAYER","TEAM","GP","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS","EFF","AST_TOV","STL_TOV"
"1","Gilbert Arenas","WAS","74","2942","647","1548","0.418","205","584","0.351","606","718","0.844","61","277","338","443","139","13","236","249","2105","1789","1.88","0.59"
"2","Rafer Alston","HOU","82","3040","383","1020","0.375","192","529","0.363","130","177","0.734","29","253","282","444","129","10","170","195","1088","1099","2.61","0.76"
"3","Mike Miller","MEM","70","2740","465","1010","0.46","202","498","0.406","161","203","0.793","52","326","378","298","54","18","179","138","1293","1275","1.67","0.3"
"4","Raja Bell","PHX","78","2917","410","950","0.432","205","496","0.413","118","152","0.776","48","203","251","196","50","22","83","233","1143","1005","2.36","0.6"
"5","Mike Bibby","SAC","82","2784","471","1166","0.404","173","481","0.36","288","347","0.83","39","224","263","388","88","6","197","139","1403","1197","1.97","0.45"
"6","Ray Allen","SEA","55","2219","505","1153","0.438","165","443","0.372","279","309","0.903","57","190","247","228","82","11","154","113","1454","1190","1.48","0.53"
"7","Leandro Barbosa","PHX","80","2613","529","1111","0.476","190","438","0.434","196","232","0.845","22","192","214","317","96","15","146","210","1444","1322","2.17","0.66"
"8","Vince Carter","NJN","82","3126","726","1598","0.454","156","437","0.357","462","576","0.802","114","378","492","393","82","30","217","266","2070","1864","1.81","0.38"
"9","Luther Head","HOU","80","2211","306","700","0.437","177","401","0.441","83","105","0.79","31","221","252","194","76","5","137","133","872","846","1.42","0.56"
"10","Kobe Bryant","LAL","77","3140","813","1757","0.463","137","398","0.344","667","768","0.868","75","364","439","413","111","36","255","205","2430","2129","1.62","0.44"
"11","Rashard Lewis","SEA","60","2348","463","1005","0.461","151","387","0.39","265","315","0.841","91","305","396","145","68","39","118","143","1342","1280","1.23","0.58"
"12","JR Smith","DEN","63","1471","284","644","0.441","149","382","0.39","102","126","0.81","30","113","143","91","49","9","85","147","819","642","1.07","0.58"
"13","Tracy McGrady","HOU","71","2539","638","1480","0.431","126","381","0.331","345","488","0.707","56","322","378","458","92","36","213","136","1747","1513","2.15","0.43"
"14","Antawn Jamison","WAS","70","2662","512","1139","0.45","138","379","0.364","226","307","0.736","134","428","562","136","80","36","104","194","1388","1390","1.31","0.77"
"15","Ben Gordon","CHI","82","2704","609","1338","0.455","155","375","0.413","380","440","0.864","35","223","258","296","64","17","249","252","1753","1350","1.19","0.26"
"16","Shane Battier","HOU","82","2988","292","654","0.446","157","373","0.421","88","113","0.779","67","271","338","175","79","60","72","190","829","1022","2.43","1.1"
"17","Jason Terry","DAL","81","2846","514","1063","0.484","162","370","0.438","160","199","0.804","41","190","231","422","81","17","152","170","1350","1361","2.78","0.53"
