"RANK","PLAYER","TEAM","GP","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS","EFF","AST_TOV","STL_TOV","PPG"
"21","Sidney Moncrief","MIL","79","3075","560","1125","0.498","5","18","0.278","529","624","0.848","215","313","528","358","108","27","217","204","1654","1798","1.65","0.5",0.537886178861789
"22","Joe Barry Carroll","GOS","80","2962","663","1390","0.477","0","1","0","313","433","0.723","235","401","636","198","103","142","268","244","1639","1603","0.74","0.38",0.553342336259284
"23","Darrell Griffith","UTH","82","2650","697","1423","0.49","91","252","0.361","151","217","0.696","95","243","338","283","114","23","243","202","1636","1359","1.17","0.47",0.617358490566038
"24","Kelly Tripucka","DET","76","2493","595","1296","0.459","2","17","0.118","426","523","0.815","119","187","306","228","65","17","190","190","1618","1246","1.2","0.34",0.649017248295227
"25","Moses Malone","PHL","71","2613","532","1101","0.483","0","4","0","545","727","0.75","352","598","950","96","71","110","250","188","1609","1835","0.38","0.28",0.615767317259855
"26","Andrew Toney","PHL","78","2556","593","1125","0.527","12","38","0.316","390","465","0.839","57","136","193","373","70","23","297","251","1588","1343","1.26","0.24",0.621283255086072
"27","Jack Sikma","SEA","82","2993","576","1155","0.499","0","2","0","411","480","0.856","225","686","911","327","95","92","236","301","1563","2104","1.39","0.4",0.522218509856331
"28","Walter Davis","PHX","78","2546","652","1274","0.512","20","87","0.23","233","270","0.863","38","164","202","429","107","12","213","202","1557","1435","2.01","0.5",0.611547525530243
"29","Marques Johnson","MIL","74","2715","646","1288","0.502","2","13","0.154","241","340","0.709","173","307","480","315","115","45","180","194","1535","1569","1.75","0.64",0.565377532228361
"30","Robert Parish","BOS","80","2867","623","1140","0.546","0","0","0","274","368","0.745","243","614","857","139","55","116","184","266","1520","1892","0.76","0.3",0.530170910359261
"31","Kevin McHale","BOS","82","2577","587","1055","0.556","1","3","0.333","336","439","0.765","208","402","610","104","23","126","150","243","1511","1653","0.69","0.15",0.586340706247575
"32","Clark Kellogg","IND","79","2676","619","1193","0.519","7","21","0.333","261","340","0.768","230","489","719","234","121","28","218","242","1506","1737","1.07","0.56",0.562780269058296
"32","Dan Issel","DEN","76","2076","569","1153","0.493","4","19","0.211","364","428","0.85","112","401","513","173","60","44","122","182","1506","1526","1.42","0.49",0.725433526011561
"34","Gus Williams","SEA","80","2818","598","1306","0.458","4","25","0.16","297","396","0.75","67","137","204","675","189","25","232","151","1497","1551","2.91","0.82",0.531227821149752
"35","Quintin Dailey","CHI","82","2449","583","1229","0.474","4","32","0.125","321","396","0.811","61","174","235","254","109","11","220","218","1491","1159","1.16","0.5",0.608819926500612
"36","Tom Chambers","SEA","82","2570","554","1110","0.499","0","12","0","375","469","0.8","219","313","532","133","47","51","192","309","1483","1404","0.69","0.25",0.57704280155642
"37","Lewis Lloyd","HOU","82","2578","610","1182","0.516","3","13","0.231","235","298","0.789","128","167","295","321","102","44","245","211","1458","1340","1.31","0.42",0.5655546935609
"38","Larry Nance","PHX","82","2899","601","1044","0.576","0","7","0","249","352","0.707","227","451","678","214","86","174","177","274","1451","1880","1.21","0.49",0.500517419799931
"39","Orlando Woolridge","CHI","75","2544","570","1086","0.525","1","2","0.5","303","424","0.715","130","239","369","136","71","60","188","253","1444","1255","0.72","0.38",0.567610062893082
"40","John Drew","UTH","81","1797","511","1067","0.479","6","22","0.273","402","517","0.778","146","192","338","135","88","2","192","208","1430","1130","0.7","0.46",0.795770728992766
"41","Bill Laimbeer","DET","82","2864","553","1044","0.53","0","11","0","316","365","0.866","329","674","1003","149","49","84","151","273","1422","2016","0.99","0.33",0.496508379888268
"42","Norm Nixon","SDC","82","3053","587","1270","0.462","11","46","0.239","206","271","0.76","56","147","203","914","94","4","257","180","1391","1601","3.56","0.37",0.455617425483131
"43","Dan Roundfield","ATL","73","2610","503","1038","0.485","0","11","0","374","486","0.77","206","515","721","184","61","74","205","221","1380","1568","0.9","0.3",0.528735632183908
"44","Otis Birdsong","NJN","69","2168","583","1147","0.508","5","20","0.25","194","319","0.608","74","96","170","266","86","17","170","180","1365","1045","1.57","0.51",0.629612546125461
"45","Darryl Dawkins","NJN","81","2417","507","855","0.593","2","5","0.4","341","464","0.735","159","382","541","123","60","136","231","386","1357","1515","0.53","0.26",0.561439801406703
"46","John Long","DET","82","2514","545","1155","0.472","1","5","0.2","243","275","0.884","139","150","289","205","93","18","143","199","1334","1154","1.43","0.65",0.530628480509149
"47","Bill Cartwright","NYK","77","2487","453","808","0.561","0","1","0","404","502","0.805","195","454","649","107","44","97","200","262","1310","1554","0.54","0.22",0.526739043023723
"48","Cliff T. Robinson","CLE","73","2402","533","1185","0.45","1","2","0.5","234","334","0.701","156","597","753","185","51","32","187","195","1301","1383","0.99","0.27",0.541631973355537
"49","Jamaal Wilkes","LAL","75","2507","542","1055","0.514","2","8","0.25","208","280","0.743","130","210","340","214","72","41","137","205","1294","1239","1.56","0.53",0.516154766653371
"50","Sleepy Floyd","GOS","77","2555","484","1045","0.463","8","45","0.178","315","386","0.816","87","184","271","269","103","31","196","216","1291","1137","1.37","0.53",0.505283757338552
