"RANK","PLAYER","TEAM","GP","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS","EFF","AST_TOV","STL_TOV","PPG"
"13","Reggie Lewis","BOS","80","3144","663","1410","0.47","14","60","0.233","326","376","0.867","88","259","347","298","118","77","133","248","1666","1576","2.24","0.89",0.529898218829516
"14","Hersey Hawkins","PHL","81","2977","551","1172","0.47","122","307","0.397","419","487","0.86","91","255","346","317","137","30","180","189","1643","1604","1.76","0.76",0.551897883775613
"15","Alonzo Mourning","CHH","78","2644","572","1119","0.511","0","3","0","495","634","0.781","263","542","805","76","27","271","236","286","1639","1896","0.32","0.11",0.619894099848714
"16","Nick Anderson","ORL","79","2920","594","1324","0.449","88","249","0.353","298","402","0.741","122","355","477","265","128","56","164","200","1574","1502","1.62","0.78",0.539041095890411
"17","Derrick Coleman","NJN","76","2759","564","1226","0.46","23","99","0.232","421","521","0.808","247","605","852","276","92","126","243","210","1572","1913","1.14","0.38",0.569771656397245
"18","Clifford Robinson","POR","82","2575","632","1336","0.473","19","77","0.247","287","416","0.69","165","377","542","182","98","163","173","287","1570","1549","1.05","0.57",0.609708737864078
"19","Detlef Schrempf","IND","82","3098","517","1085","0.476","8","52","0.154","525","653","0.804","210","570","780","493","79","27","243","305","1567","2007","2.03","0.33",0.505810200129116
"20","Drazen Petrovic","NJN","70","2660","587","1134","0.518","75","167","0.449","315","362","0.87","42","148","190","247","94","13","204","237","1564","1310","1.21","0.46",0.58796992481203
"21","Glen Rice","MIA","82","3082","582","1324","0.44","148","386","0.383","242","295","0.82","92","332","424","180","92","25","157","201","1554","1323","1.15","0.59",0.504218040233614
"22","Mahmoud Abdul-Rauf","DEN","81","2710","633","1407","0.45","70","197","0.355","217","232","0.935","51","174","225","344","84","8","187","179","1553","1238","1.84","0.45",0.573062730627306
"23","Doug West","MIN","80","3104","646","1249","0.517","2","23","0.087","249","296","0.841","89","158","247","235","85","21","165","279","1543","1316","1.42","0.52",0.497100515463918
"24","Jeff Hornacek","PHL","79","2860","582","1239","0.47","97","249","0.39","250","289","0.865","84","258","342","548","131","21","222","203","1511","1635","2.47","0.59",0.528321678321678
"25","Scottie Pippen","CHI","81","3123","628","1327","0.473","22","93","0.237","232","350","0.663","203","418","621","507","173","73","246","219","1510","1821","2.06","0.7",0.483509446045469
"26","Terry Porter","POR","81","2883","503","1108","0.454","143","345","0.414","327","388","0.843","58","258","316","419","101","10","199","122","1476","1457","2.11","0.51",0.511966701352758
"27","Christian Laettner","MIN","81","2823","503","1061","0.474","4","40","0.1","462","553","0.835","171","537","708","223","105","83","275","290","1472","1667","0.81","0.38",0.521431101664895
"28","Ron Harper","LAC","80","2970","542","1203","0.451","52","186","0.28","307","399","0.769","117","308","425","360","177","73","222","212","1443","1503","1.62","0.8",0.485858585858586
"29","Kevin Willis","ATL","80","2878","616","1218","0.506","7","29","0.241","196","300","0.653","335","693","1028","165","68","41","213","264","1435","1818","0.78","0.32",0.498610145934677
"30","Brad Daugherty","CLE","71","2691","520","911","0.571","1","2","0.5","391","492","0.795","164","562","726","312","53","56","150","174","1432","1937","2.08","0.35",0.532144184318097
"31","Jeff Malone","UTH","79","2558","595","1205","0.494","3","9","0.333","236","277","0.852","31","142","173","128","42","4","125","117","1429","1000","1.02","0.34",0.558639562157936
"32","Tim Hardaway","GOS","66","2609","522","1168","0.447","102","309","0.33","273","367","0.744","60","203","263","699","116","12","220","152","1419","1549","3.18","0.53",0.543886546569567
"33","Ricky Pierce","SEA","77","2218","524","1071","0.489","42","113","0.372","313","352","0.889","58","134","192","220","100","7","160","167","1403","1176","1.38","0.63",0.632551848512173
"34","John Starks","NYK","80","2477","513","1199","0.428","108","336","0.321","263","331","0.795","54","150","204","404","91","12","173","234","1397","1181","2.34","0.53",0.56398869600323
"35","Isiah Thomas","DET","79","2922","526","1258","0.418","61","198","0.308","278","377","0.737","71","161","232","671","123","18","284","222","1391","1320","2.36","0.43",0.476043805612594
"36","Dan Majerle","PHX","82","3199","509","1096","0.464","167","438","0.381","203","261","0.778","120","263","383","311","138","33","133","180","1388","1475","2.34","1.04",0.43388558924664
"36","Shawn Kemp","SEA","78","2582","515","1047","0.492","0","4","0","358","503","0.712","287","546","833","155","119","146","217","327","1388","1747","0.71","0.55",0.537567776917119
"38","Blue Edwards","MIL","82","2729","554","1083","0.512","37","106","0.349","237","300","0.79","123","259","382","214","129","45","175","242","1382","1385","1.22","0.74",0.506412605349945
"39","Dale Ellis","SAN","82","2731","545","1092","0.499","119","297","0.401","157","197","0.797","81","231","312","107","78","18","111","179","1366","1183","0.96","0.7",0.500183083119736
"40","Mark Price","CLE","75","2380","477","986","0.484","122","293","0.416","289","305","0.948","37","164","201","602","89","11","196","105","1365","1547","3.07","0.45",0.573529411764706
"41","Reggie Williams","DEN","79","2722","535","1167","0.458","33","122","0.27","238","296","0.804","132","296","428","295","126","76","194","284","1341","1382","1.52","0.65",0.492652461425422
"42","Harvey Grant","WAS","72","2667","560","1149","0.487","1","10","0.1","218","300","0.727","133","279","412","205","72","44","90","168","1339","1311","2.28","0.8",0.502062242219723
"43","Chuck Person","MIN","78","2985","541","1248","0.433","118","332","0.355","109","168","0.649","98","335","433","343","67","30","219","198","1309","1197","1.57","0.31",0.438525963149079
"44","Clar. Weatherspoon","PHL","82","2654","494","1053","0.469","1","4","0.25","291","408","0.713","179","410","589","147","85","67","176","188","1280","1316","0.84","0.48",0.482290881688018
"45","Larry Nance","CLE","77","2753","533","971","0.549","0","4","0","202","247","0.818","184","484","668","223","54","198","107","223","1268","1821","2.08","0.51",0.460588448964766
"46","Wayman Tisdale","SAC","76","2283","544","1068","0.509","0","2","0","175","231","0.758","127","373","500","108","52","47","117","277","1263","1273","0.92","0.44",0.553219448094612
"47","John Stockton","UTH","82","2863","437","899","0.486","72","187","0.385","293","367","0.798","64","173","237","987","199","21","266","224","1239","1881","3.71","0.75",0.432762836185819
"48","Lionel Simmons","SAC","69","2502","468","1055","0.444","1","11","0.091","298","364","0.819","156","339","495","312","95","38","196","197","1235","1326","1.59","0.49",0.493605115907274
"48","Sedale Threatt","LAL","82","2893","522","1028","0.508","14","53","0.264","177","215","0.823","47","226","273","564","142","11","173","248","1235","1508","3.26","0.82",0.426892499135845
"50","Rony Seikaly","MIA","72","2456","417","868","0.48","1","8","0.125","397","540","0.735","259","587","846","100","38","83","203","260","1232","1502","0.49","0.19",0.501628664495114
