"RANK","PLAYER","TEAM","GP","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS","EFF","AST_TOV","STL_TOV","PPG"
"12","Gary Payton","SEA","79","3244","725","1591","0.456","102","272","0.375","271","354","0.766","73","288","361","642","127","26","209","184","1823","1821","3.07","0.61",0.561960542540074
"13","Tim Duncan","SAS","82","3174","702","1406","0.499","7","27","0.259","409","662","0.618","259","738","997","245","70","192","242","247","1820","2125","1.01","0.29",0.573408947700063
"14","Ray Allen","MIL","82","3129","628","1309","0.48","202","467","0.433","348","392","0.888","101","327","428","374","124","20","204","192","1806","1823","1.83","0.61",0.577181208053691
"15","Dirk Nowitzki","DAL","82","3125","591","1247","0.474","151","390","0.387","451","538","0.838","119","635","754","173","79","101","156","245","1784","1992","1.11","0.51",0.57088
"15","Kevin Garnett","MIN","81","3202","704","1475","0.477","19","66","0.288","357","467","0.764","219","702","921","401","111","145","230","204","1784","2251","1.74","0.48",0.557151780137414
"17","Michael Finley","DAL","82","3443","711","1552","0.458","91","263","0.346","252","325","0.775","109","316","425","360","118","32","190","174","1765","1596","1.9","0.62",0.512634330525704
"18","Glenn Robinson","MIL","76","2813","684","1460","0.468","55","184","0.299","251","306","0.82","124","402","526","252","86","62","219","191","1674","1550","1.15","0.39",0.595094205474582
"19","Shareef Abdur-Rahim","VAN","81","3241","604","1280","0.472","12","64","0.188","443","531","0.834","175","560","735","250","90","77","231","238","1663","1820","1.08","0.39",0.513113236655353
"20","Jason Terry","ATL","82","3089","596","1367","0.436","124","314","0.395","303","358","0.846","42","227","269","403","104","12","239","204","1619","1342","1.69","0.44",0.52411783748786
"21","Stephon Marbury","NJN","67","2557","563","1277","0.441","110","335","0.328","362","458","0.79","53","152","205","506","79","5","197","150","1598","1386","2.57","0.4",0.624951114587407
"22","Steve Francis","HOU","80","3194","550","1219","0.451","133","336","0.396","358","438","0.817","190","363","553","517","141","31","265","274","1591","1819","1.95","0.53",0.49812147777082
"23","Cuttino Mobley","HOU","79","3002","527","1214","0.434","90","252","0.357","394","474","0.831","83","314","397","195","84","26","165","169","1538","1308","1.18","0.51",0.512325116588941
"24","Peja Stojakovic","SAC","75","2905","559","1189","0.47","144","360","0.4","267","312","0.856","93","341","434","164","91","13","146","144","1529","1410","1.12","0.62",0.526333907056799
"25","Jamal Mashburn","CHH","76","2989","573","1388","0.413","103","289","0.356","279","364","0.766","92","484","576","411","85","13","211","185","1528","1502","1.95","0.4",0.511207761793242
"26","Reggie Miller","IND","81","3181","517","1176","0.44","170","464","0.366","323","348","0.928","38","247","285","260","81","15","133","162","1527","1351","1.96","0.61",0.480037723986168
"27","Elton Brand","CHI","74","2906","578","1215","0.476","0","2","0","334","472","0.708","285","461","746","240","71","118","219","243","1490","1671","1.1","0.32",0.512732278045423
"28","Jalen Rose","IND","72","2943","567","1242","0.457","59","174","0.339","285","344","0.828","37","322","359","435","65","43","211","230","1478","1435","2.06","0.31",0.502208630648998
"29","Rasheed Wallace","POR","77","2940","590","1178","0.501","52","162","0.321","245","320","0.766","147","455","602","212","90","135","158","206","1477","1695","1.34","0.57",0.502380952380952
"30","Juwan Howard","DAL","81","2974","583","1218","0.479","0","3","0","296","383","0.773","171","401","572","224","75","37","242","292","1462","1406","0.93","0.31",0.491593813046402
"31","Allan Houston","NYK","78","2858","542","1208","0.449","96","252","0.381","279","307","0.909","20","263","283","173","52","10","161","190","1459","1122","1.08","0.32",0.510496850944717
"32","Antonio McDyess","DEN","70","2555","577","1165","0.495","0","0","0","304","434","0.7","240","605","845","146","43","102","162","220","1458","1714","0.9","0.27",0.570645792563601
"33","David Wesley","CHH","82","3106","523","1239","0.422","97","258","0.376","271","339","0.799","64","160","224","361","128","16","171","220","1414","1188","2.11","0.75",0.45524790727624
"34","Richard Hamilton","WAS","78","2519","547","1249","0.438","40","146","0.274","277","319","0.868","75","163","238","224","75","10","201","203","1411","1013","1.11","0.37",0.560142913854704
"35","Sam Cassell","MIL","76","2709","537","1132","0.474","30","98","0.306","277","323","0.858","46","244","290","580","88","8","220","214","1381","1486","2.64","0.4",0.509782207456626
"36","Shawn Marion","PHX","79","2857","557","1160","0.48","21","82","0.256","234","289","0.81","220","628","848","160","132","108","129","211","1369","1830","1.24","1.02",0.479173958697935
"37","Latrell Sprewell","NYK","77","3017","524","1219","0.43","41","135","0.304","275","351","0.783","49","298","347","269","106","28","218","159","1364","1125","1.23","0.49",0.452104739807756
"38","Clifford Robinson","PHX","82","2751","501","1186","0.422","90","249","0.361","253","357","0.709","105","229","334","237","87","82","186","258","1345","1110","1.27","0.47",0.488913122500909
"39","Lamar Odom","LAC","76","2836","481","1046","0.46","80","253","0.316","262","386","0.679","110","482","592","392","74","122","264","236","1304","1531","1.49","0.28",0.459802538787024
"40","Mike Bibby","VAN","82","3190","525","1157","0.454","108","285","0.379","143","188","0.761","47","257","304","685","107","12","248","148","1301","1484","2.76","0.43",0.407836990595611
"41","Jason Kidd","PHX","77","3065","451","1097","0.411","69","232","0.297","328","403","0.814","91","403","494","753","166","23","286","171","1299","1728","2.63","0.58",0.423817292006525
"42","Andre Miller","CLE","82","2848","452","999","0.452","17","64","0.266","375","450","0.833","94","266","360","657","119","28","265","229","1296","1573","2.48","0.45",0.455056179775281
"43","Anthony Mason","MIA","80","3254","460","954","0.482","0","0","0","370","474","0.781","169","601","770","248","80","25","179","231","1290","1636","1.39","0.45",0.396435156730178
"44","Derek Anderson","SAS","82","2859","413","993","0.416","101","253","0.399","342","402","0.851","75","288","363","301","120","14","165","188","1269","1262","1.82","0.73",0.44386149003148
"45","Nick Van Exel","DEN","71","2688","460","1112","0.414","135","358","0.377","204","249","0.819","44","197","241","600","61","18","165","109","1259","1317","3.64","0.37",0.468377976190476
"46","Brian Grant","MIA","82","2771","484","1010","0.479","0","1","0","282","354","0.797","217","501","718","101","60","71","170","293","1250","1432","0.59","0.35",0.451100685673042
"46","Terrell Brandon","MIN","78","2821","511","1134","0.451","33","91","0.363","195","224","0.871","60","238","298","583","161","21","155","138","1250","1506","3.76","1.04",0.443105281814959
"48","Ron Mercer","CHI","61","2535","500","1121","0.446","14","46","0.304","188","228","0.825","72","164","236","201","78","27","129","148","1202","954","1.56","0.61",0.474161735700197
"49","Darrell Armstrong","ORL","75","2767","413","1002","0.412","143","403","0.355","220","249","0.884","94","249","343","524","135","13","200","155","1189","1386","2.62","0.68",0.429707264185038
"50","David Robinson","SAS","80","2371","400","823","0.486","0","1","0","351","470","0.747","208","483","691","116","80","197","122","212","1151","1571","0.95","0.66",0.48544917756221
