"RANK","PLAYER","TEAM","GP","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS","EFF","AST_TOV","STL_TOV","PPG"
"1","Jerry Stackhouse","DET","80","3215","774","1927","0.402","166","473","0.351","666","810","0.822","99","216","315","410","97","54","326","160","2380","1633","1.26","0.3",0.740279937791602
"2","Allen Iverson","PHI","71","2979","762","1813","0.42","98","306","0.32","585","719","0.814","50","223","273","325","178","20","237","147","2207","1581","1.37","0.75",0.740852635112454
"3","Shaquille O'Neal","LAL","74","2924","813","1422","0.572","0","2","0","499","972","0.513","291","649","940","277","47","204","218","256","2125","2293","1.27","0.22",0.726744186046512
"4","Paul Pierce","BOS","82","3120","687","1513","0.454","147","384","0.383","550","738","0.745","94","428","522","253","138","69","262","251","2071","1777","0.97","0.53",0.663782051282051
"5","Vince Carter","TOR","75","2979","762","1656","0.46","162","397","0.408","384","502","0.765","176","240","416","291","114","82","167","205","2070","1794","1.74","0.68",0.694864048338369
"6","Tracy McGrady","ORL","77","3087","788","1724","0.457","59","166","0.355","430","587","0.733","192","388","580","352","116","118","198","160","2065","1940","1.78","0.59",0.668934240362812
"7","Antawn Jamison","GSW","82","3394","800","1812","0.442","62","205","0.302","382","534","0.715","280","435","715","164","114","28","199","225","2044","1702","0.82","0.57",0.602239245727755
"8","Kobe Bryant","LAL","68","2783","701","1510","0.464","61","200","0.305","475","557","0.853","104","295","399","338","114","43","220","222","1938","1721","1.54","0.52",0.696370822853036
"9","Chris Webber","SAC","70","2836","786","1635","0.481","2","28","0.071","324","461","0.703","179","598","777","294","93","118","195","226","1898","1999","1.51","0.48",0.669252468265162
"10","Antoine Walker","BOS","81","3396","711","1720","0.413","221","603","0.367","249","348","0.716","151","568","719","445","138","49","301","251","1892","1834","1.48","0.46",0.557126030624264
"11","Karl Malone","UTA","81","2895","670","1345","0.498","2","5","0.4","536","676","0.793","114","555","669","361","93","62","244","216","1878","2004","1.48","0.38",0.648704663212435
