"RANK","PLAYER","TEAM","GP","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS","EFF","AST_TOV","STL_TOV","PPG"
"1","George Gervin","SAN","78","2934","1024","1940","0.528","32","102","0.314","505","593","0.852","154","249","403","202","110","79","254","208","2585","2121","0.8","0.43",0.88104976141786
"2","Moses Malone","HOU","82","3140","778","1549","0.502","0","6","0","563","783","0.719","573","617","1190","147","80","107","300","210","2119","2352","0.49","0.27",0.67484076433121
"3","Julius Erving","PHL","78","2812","838","1614","0.519","4","20","0.2","420","534","0.787","215","361","576","355","170","140","284","208","2100","2167","1.25","0.6",0.746799431009957
"4","World Free","SDC","68","2585","737","1556","0.474","9","25","0.36","572","760","0.753","129","109","238","283","81","32","228","195","2055","1454","1.24","0.36",0.794970986460348
"5","Kareem Abdul-Jabbar","LAL","82","3143","835","1383","0.604","0","1","0","364","476","0.765","190","696","886","371","81","280","297","216","2034","2695","1.25","0.27",0.647152402163538
"6","Dan Issel","DEN","82","2938","715","1416","0.505","4","12","0.333","517","667","0.775","236","483","719","198","88","54","163","190","1951","1996","1.22","0.54",0.664057181756297
"7","Adrian Dantley","UTH","68","2674","730","1267","0.576","0","2","0","443","526","0.842","183","333","516","191","96","14","233","211","1903","1867","0.82","0.41",0.711667913238594
"8","Elvin Hayes","WAS","81","3183","761","1677","0.454","3","13","0.231","334","478","0.699","269","627","896","129","62","189","215","309","1859","1860","0.6","0.29",0.584040213634936
"9","Otis Birdsong","KCK","82","2885","781","1546","0.505","10","36","0.278","286","412","0.694","170","161","331","202","136","22","179","226","1858","1479","1.13","0.76",0.644020797227036
"10","Mike Mitchell","CLE","82","2802","775","1482","0.523","0","6","0","270","343","0.787","206","385","591","93","70","77","172","259","1820","1699","0.54","0.41",0.649536045681656
"11","Gus Williams","SEA","82","2969","739","1533","0.482","7","36","0.194","331","420","0.788","127","148","275","397","200","37","181","160","1816","1661","2.19","1.11",0.611653755473223
"12","Paul Westphal","PHX","82","2665","692","1317","0.525","26","93","0.28","382","443","0.862","46","141","187","416","119","35","207","162","1792","1656","2.01","0.58",0.672420262664165
"13","Bill Cartwright","NYK","82","3150","665","1215","0.547","0","0","0","451","566","0.797","194","532","726","165","48","101","222","279","1781","1934","0.74","0.22",0.565396825396825
"14","Larry Bird","BOS","82","2955","693","1463","0.474","58","143","0.406","301","360","0.836","216","636","852","370","143","53","263","279","1745","2071","1.41","0.54",0.590524534686971
"15","Ray Williams","NYK","82","2582","687","1384","0.496","7","37","0.189","333","423","0.787","149","263","412","512","167","24","256","295","1714","1786","2","0.65",0.663826491092177
"16","Marques Johnson","MIL","77","2686","689","1267","0.544","2","9","0.222","291","368","0.791","217","349","566","273","100","70","185","173","1671","1840","1.48","0.54",0.622114668652271
"17","Reggie Theus","CHI","82","3029","566","1172","0.483","28","105","0.267","500","597","0.838","143","186","329","515","114","20","348","262","1660","1587","1.48","0.33",0.548035655331793
"18","Jamaal Wilkes","LAL","82","3111","726","1358","0.535","3","17","0.176","189","234","0.808","176","349","525","250","129","28","157","220","1644","1742","1.59","0.82",0.528447444551591
"19","Mike Newlin","NJN","78","2510","611","1329","0.46","45","152","0.296","367","415","0.884","101","163","264","314","115","4","231","195","1634","1334","1.36","0.5",0.650996015936255
"20","Walter Davis","PHX","75","2309","657","1166","0.563","0","4","0","299","365","0.819","75","197","272","337","114","19","242","202","1613","1538","1.39","0.47",0.698570809874404
"21","Mickey Johnson","IND","82","2647","588","1271","0.463","5","32","0.156","385","482","0.799","258","423","681","344","153","112","286","291","1566","1790","1.2","0.54",0.591613146958821
"22","Larry Kenon","SAN","78","2798","647","1333","0.485","1","9","0.111","270","345","0.783","258","517","775","231","111","18","232","192","1565","1707","1","0.48",0.559328091493924
"23","John Drew","ATL","80","2306","535","1182","0.453","0","7","0","489","646","0.757","203","268","471","101","91","23","240","313","1559","1201","0.42","0.38",0.676062445793582
"25","Toby Knight","NYK","81","2945","669","1265","0.529","0","2","0","211","261","0.808","201","292","493","150","117","86","163","302","1549","1586","0.92","0.72",0.52597623089983
"26","Dennis Johnson","SEA","81","2937","574","1361","0.422","12","58","0.207","380","487","0.78","173","241","414","332","144","82","227","267","1540","1391","1.46","0.63",0.524344569288389
"27","Freeman Williams","SDC","82","2118","645","1343","0.48","42","128","0.328","194","238","0.815","103","89","192","166","72","9","171","145","1526","1052","0.97","0.42",0.720491029272899
"28","Calvin Murphy","HOU","76","2676","624","1267","0.493","1","25","0.04","271","302","0.897","68","82","150","299","143","9","162","269","1520","1285","1.85","0.88",0.568011958146487
"29","Eddie Johnson","ATL","79","2622","590","1212","0.487","5","13","0.385","280","338","0.828","95","105","200","370","120","24","189","216","1465","1310","1.96","0.64",0.558733790999237
"30","Norm Nixon","LAL","82","3226","624","1209","0.516","1","8","0.125","197","253","0.779","52","177","229","642","147","14","288","241","1446","1549","2.23","0.51",0.448233106013639
"31","Randy Smith","CLE","82","2677","599","1326","0.452","10","53","0.189","233","283","0.823","93","163","256","363","125","7","200","190","1441","1215","1.82","0.63",0.538289129622712
"32","Junior Bridgeman","MIL","81","2316","594","1243","0.478","5","27","0.185","230","266","0.865","104","197","301","237","94","20","172","216","1423","1218","1.38","0.55",0.614421416234888
"33","Truck Robinson","PHX","82","2710","545","1064","0.512","0","0","0","325","487","0.667","213","557","770","142","58","59","251","262","1415","1512","0.57","0.23",0.522140221402214
"34","Magic Johnson","LAL","77","2795","503","949","0.53","7","31","0.226","374","462","0.81","166","430","596","563","187","41","305","218","1387","1935","1.85","0.61",0.496243291592129
"35","James Silas","SAN","77","2293","513","999","0.514","0","4","0","339","382","0.887","45","122","167","347","61","14","192","206","1365","1233","1.81","0.32",0.595290013083297
"36","Cedric Maxwell","BOS","80","2744","457","750","0.609","0","0","0","436","554","0.787","284","420","704","199","76","61","230","266","1350","1749","0.87","0.33",0.49198250728863
"37","John Long","DET","69","2364","588","1164","0.505","1","12","0.083","160","194","0.825","152","185","337","206","129","26","206","221","1337","1219","1","0.63",0.565566835871404
"38","Dan Roundfield","ATL","81","2588","502","1007","0.499","0","4","0","330","465","0.71","293","544","837","184","101","139","233","317","1334","1722","0.79","0.43",0.515455950540958
"38","David Greenwood","CHI","82","2791","498","1051","0.474","1","7","0.143","337","416","0.81","223","550","773","182","60","129","210","313","1334","1636","0.87","0.29",0.477964887137227
"40","Phil Ford","KCK","82","2621","489","1058","0.462","4","23","0.174","346","423","0.818","29","143","172","610","136","4","282","208","1328","1322","2.16","0.48",0.50667684090042
"41","Alex English","DEN","78","2401","553","1113","0.497","2","6","0.333","210","266","0.789","269","336","605","224","73","62","214","206","1318","1452","1.05","0.34",0.548937942523948
"42","Johnny Davis","IND","82","2912","496","1159","0.428","4","42","0.095","304","352","0.864","102","124","226","440","110","23","202","178","1300","1186","2.18","0.55",0.446428571428571
"43","Brian Winters","MIL","80","2623","535","1116","0.479","38","102","0.373","184","214","0.86","48","175","223","362","101","28","186","208","1292","1209","1.95","0.54",0.492565764391918
"44","Scott Wedman","KCK","68","2347","569","1112","0.512","7","22","0.318","145","181","0.801","114","272","386","145","84","45","112","230","1290","1259","1.3","0.75",0.549637835534725
"45","James Edwards","IND","82","2314","528","1032","0.512","0","1","0","231","339","0.681","179","399","578","127","55","104","131","324","1287","1408","0.97","0.42",0.556179775280899
"46","Ron Brewer","POR","82","2815","548","1182","0.464","6","32","0.188","184","219","0.84","54","160","214","216","98","48","167","154","1286","1026","1.29","0.59",0.45683836589698
"47","Greg Ballard","WAS","82","2438","545","1101","0.495","16","47","0.34","171","227","0.753","240","398","638","159","90","36","133","197","1277","1455","1.2","0.68",0.523789991796554
"48","Dave Robisch","CLE","82","2670","489","940","0.52","0","3","0","277","329","0.842","225","433","658","192","53","53","138","211","1255","1570","1.39","0.38",0.470037453183521
"49","Micheal Ray Richardson","NYK","82","3060","502","1063","0.472","27","110","0.245","223","338","0.66","151","388","539","832","265","35","359","260","1254","1890","2.32","0.74",0.409803921568627
"50","Tom Owens","POR","76","2337","518","1008","0.514","1","2","0.5","213","283","0.753","189","384","573","194","45","53","174","270","1250","1381","1.12","0.26",0.53487376979033
"51","Robert Parish","GOS","72","2119","510","1006","0.507","0","1","0","203","284","0.715","247","536","783","122","58","115","225","248","1223","1499","0.54","0.26",0.577159037281737
