"RANK","PLAYER","TEAM","GP","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS","EFF","AST_TOV","STL_TOV","PPG"
"1","Kobe Bryant","LAL","77","3140","813","1757","0.463","137","398","0.344","667","768","0.868","75","364","439","413","111","36","255","205","2430","2129","1.62","0.44",0.773885350318471
"2","LeBron James","CLE","78","3190","772","1621","0.476","99","310","0.319","489","701","0.698","83","443","526","470","125","55","250","171","2132","1997","1.88","0.5",0.66833855799373
"3","Gilbert Arenas","WAS","74","2942","647","1548","0.418","205","584","0.351","606","718","0.844","61","277","338","443","139","13","236","249","2105","1789","1.88","0.59",0.715499660095173
"4","Vince Carter","NJN","82","3126","726","1598","0.454","156","437","0.357","462","576","0.802","114","378","492","393","82","30","217","266","2070","1864","1.81","0.38",0.662188099808061
"5","Dirk Nowitzki","DAL","78","2820","673","1341","0.502","72","173","0.416","498","551","0.904","122","571","693","263","52","62","167","171","1916","2098","1.58","0.31",0.679432624113475
"6","Carmelo Anthony","DEN","65","2486","691","1453","0.476","40","149","0.268","459","568","0.808","143","248","391","249","77","23","234","203","1881","1516","1.06","0.33",0.756637168141593
"7","Ben Gordon","CHI","82","2704","609","1338","0.455","155","375","0.413","380","440","0.864","35","223","258","296","64","17","249","252","1753","1350","1.19","0.26",0.648298816568047
"8","Tracy McGrady","HOU","71","2539","638","1480","0.431","126","381","0.331","345","488","0.707","56","322","378","458","92","36","213","136","1747","1513","2.15","0.43",0.688066167782592
"9","Allen Iverson","DEN","65","2761","581","1313","0.442","62","197","0.315","485","610","0.795","23","170","193","468","123","13","268","95","1709","1381","1.75","0.46",0.618978630930822
"10","Kevin Garnett","MIN","76","2995","638","1341","0.476","12","56","0.214","416","498","0.835","183","792","975","313","89","126","205","184","1704","2217","1.53","0.43",0.568948247078464
"11","Amar'e Stoudemire","PHX","82","2689","607","1055","0.575","0","3","0","457","585","0.781","222","564","786","84","78","110","232","295","1671","1921","0.36","0.34",0.621420602454444
"12","Elton Brand","LAC","80","3077","645","1211","0.533","1","1","1","351","461","0.761","268","476","744","235","77","179","202","238","1642","1999","1.16","0.38",0.533636659083523
"13","Kevin Martin","SAC","80","2818","505","1067","0.473","127","333","0.381","481","570","0.844","69","273","342","173","98","11","135","181","1618","1456","1.28","0.73",0.57416607523066
"14","Zach Randolph","POR","68","2425","600","1286","0.467","14","48","0.292","394","481","0.819","199","489","688","147","53","15","215","184","1608","1523","0.68","0.25",0.663092783505155
"15","Tim Duncan","SAS","80","2726","618","1131","0.546","1","9","0.111","362","568","0.637","213","633","846","273","66","190","224","203","1599","2031","1.22","0.3",0.586573734409391
"16","Eddy Curry","NYK","81","2849","585","1016","0.576","1","1","1","405","659","0.615","195","376","571","68","34","40","295","265","1576","1309","0.23","0.12",0.553176553176553
"17","Chris Bosh","TOR","69","2658","543","1094","0.496","12","35","0.343","463","590","0.785","186","555","741","175","39","90","179","163","1561","1749","0.98","0.22",0.587283671933785
"18","Carlos Boozer","UTA","74","2557","647","1154","0.561","0","0","0","255","372","0.685","235","632","867","221","70","21","194","217","1549","1910","1.14","0.36",0.605788032850997
"19","Luol Deng","CHI","82","3071","630","1218","0.517","1","7","0.143","279","359","0.777","148","431","579","204","97","48","153","167","1540","1647","1.33","0.63",0.501465320742429
"20","Richard Hamilton","DET","75","2763","547","1170","0.468","44","129","0.341","347","403","0.861","75","207","282","285","59","15","159","232","1485","1288","1.79","0.37",0.537459283387622
"21","Ray Allen","SEA","55","2219","505","1153","0.438","165","443","0.372","279","309","0.903","57","190","247","228","82","11","154","113","1454","1190","1.48","0.53",0.655250112663362
"22","Leandro Barbosa","PHX","80","2613","529","1111","0.476","190","438","0.434","196","232","0.845","22","192","214","317","96","15","146","210","1444","1322","2.17","0.66",0.552621507845388
"23","Dwight Howard","ORL","82","3023","526","873","0.603","1","2","0.5","390","666","0.586","283","725","1008","158","70","156","317","245","1443","1895","0.5","0.22",0.477340390340721
"24","Tony Parker","SAS","77","2499","570","1096","0.52","15","38","0.395","274","350","0.783","34","216","250","420","82","6","191","137","1429","1394","2.2","0.43",0.571828731492597
"25","Joe Johnson","ATL","57","2359","536","1139","0.471","119","312","0.381","235","314","0.748","53","186","239","249","60","11","176","115","1426","1127","1.42","0.34",0.604493429419245
"26","Michael Redd","MIL","53","2036","477","1025","0.465","117","306","0.382","345","416","0.829","42","154","196","124","63","9","122","78","1416","1067","1.02","0.52",0.695481335952849
"27","Steve Nash","PHX","76","2682","517","971","0.532","156","343","0.455","222","247","0.899","30","239","269","884","57","6","287","117","1412","1862","3.08","0.2",0.526472781506339
"28","Mehmet Okur","UTA","80","2664","490","1061","0.462","129","336","0.384","296","387","0.765","160","419","579","156","36","38","125","257","1405","1427","1.25","0.29",0.527402402402402
"29","Mike Bibby","SAC","82","2784","471","1166","0.404","173","481","0.36","288","347","0.83","39","224","263","388","88","6","197","139","1403","1197","1.97","0.45",0.503951149425287
"29","Shawn Marion","PHX","80","3010","561","1071","0.524","80","252","0.317","201","248","0.81","172","613","785","134","156","122","114","216","1403","1929","1.18","1.37",0.466112956810631
"31","Dwyane Wade","MIA","51","1931","472","962","0.491","21","79","0.266","432","535","0.807","51","188","239","384","107","62","216","117","1397","1380","1.78","0.5",0.723459347488348
"32","Antawn Jamison","WAS","70","2662","512","1139","0.45","138","379","0.364","226","307","0.736","134","428","562","136","80","36","104","194","1388","1390","1.31","0.77",0.521412471825695
"33","Andre Iguodala","PHI","76","3062","443","991","0.447","48","155","0.31","452","551","0.82","77","357","434","432","152","33","261","200","1386","1529","1.66","0.58",0.452645329849771
"34","Ricky Davis","MIN","81","3021","506","1089","0.465","123","310","0.397","239","285","0.839","54","261","315","385","80","23","210","189","1374","1338","1.83","0.38",0.454816285998014
"35","Jason Terry","DAL","81","2846","514","1063","0.484","162","370","0.438","160","199","0.804","41","190","231","422","81","17","152","170","1350","1361","2.78","0.53",0.474349964862966
"36","Rashard Lewis","SEA","60","2348","463","1005","0.461","151","387","0.39","265","315","0.841","91","305","396","145","68","39","118","143","1342","1280","1.23","0.58",0.571550255536627
"37","Jermaine O'Neal","IND","69","2459","498","1141","0.436","0","7","0","343","447","0.767","153","508","661","167","50","182","203","232","1339","1449","0.82","0.25",0.544530296868646
"38","Kirk Hinrich","CHI","80","2839","475","1061","0.448","140","337","0.415","237","284","0.835","32","242","274","500","100","23","191","274","1327","1400","2.62","0.52",0.467418104966538
"39","Josh Howard","DAL","70","2455","493","1075","0.459","92","239","0.385","243","294","0.827","130","345","475","127","82","56","123","180","1321","1305","1.03","0.67",0.538085539714868
