"RANK","PLAYER","TEAM","GP","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS","EFF","AST_TOV","STL_TOV","PPG"
"40","Metta World Peace","SAC","70","2641","458","1040","0.44","93","260","0.358","307","415","0.74","102","352","454","235","149","43","146","205","1316","1361","1.61","1.02",0.498296099962136
"41","Gerald Wallace","CHA","72","2640","478","952","0.502","39","120","0.325","309","447","0.691","142","376","518","185","144","69","160","209","1304","1448","1.16","0.9",0.493939393939394
"42","Deron Williams","UTA","80","2950","494","1083","0.456","82","255","0.322","227","296","0.767","41","226","267","745","78","13","246","254","1297","1496","3.03","0.32",0.439661016949153
"43","Mike Miller","MEM","70","2740","465","1010","0.46","202","498","0.406","161","203","0.793","52","326","378","298","54","18","179","138","1293","1275","1.67","0.3",0.471897810218978
"44","Al Harrington","GSW","78","2563","495","1083","0.457","127","293","0.433","168","242","0.694","151","345","496","149","65","24","169","269","1285","1188","0.88","0.39",0.501365587202497
"45","Monta Ellis","GSW","77","2638","480","1010","0.475","39","143","0.273","273","358","0.763","62","181","243","319","132","21","221","210","1272","1151","1.44","0.6",0.482183472327521
"46","Corey Maggette","LAC","75","2291","367","808","0.454","13","65","0.2","519","633","0.82","90","352","442","208","65","14","201","244","1266","1239","1.04","0.32",0.552597119161938
"47","Baron Davis","GSW","63","2221","452","1030","0.439","85","280","0.304","275","369","0.745","51","225","276","509","135","29","193","181","1264","1348","2.64","0.7",0.569113012156686
"48","Manu Ginobili","SAS","75","2060","396","854","0.464","128","323","0.396","320","372","0.86","59","268","327","263","109","27","157","155","1240","1299","1.68","0.69",0.601941747572815
"49","Pau Gasol","MEM","59","2133","462","858","0.538","3","11","0.273","299","400","0.748","149","432","581","201","29","126","162","137","1226","1504","1.24","0.18",0.574777308954524
"50","Stephon Marbury","NYK","74","2748","395","952","0.415","123","345","0.357","297","386","0.769","36","177","213","403","71","10","179","185","1210","1082","2.25","0.4",0.440320232896652
