"RANK","PLAYER","TEAM","GP","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS","EFF","AST_TOV","STL_TOV","PPG"
"12","Dana Barros","PHL","82","3318","571","1165","0.49","197","425","0.464","347","386","0.899","27","247","274","619","149","4","242","159","1686","1857","2.56","0.62",0.508137432188065
"13","Clyde Drexler","HOU","76","2728","571","1238","0.461","147","408","0.36","364","442","0.824","152","328","480","362","136","45","186","206","1653","1745","1.95","0.73",0.605938416422287
"14","Alonzo Mourning","CHH","77","2941","571","1101","0.519","11","34","0.324","490","644","0.761","200","561","761","111","49","225","241","275","1643","1864","0.46","0.2",0.558653519211153
"15","Anfernee Hardaway","ORL","77","2901","585","1142","0.512","87","249","0.349","356","463","0.769","139","197","336","551","130","26","258","158","1613","1734","2.14","0.5",0.55601516718373
"16","Clifford Robinson","POR","75","2725","597","1320","0.452","142","383","0.371","265","382","0.694","152","271","423","198","79","82","158","240","1601","1385","1.25","0.5",0.587522935779817
"17","Reggie Miller","IND","81","2665","505","1092","0.462","195","470","0.415","383","427","0.897","30","180","210","242","98","16","151","157","1588","1372","1.6","0.65",0.595872420262664
"18","Detlef Schrempf","SEA","82","2886","521","997","0.523","93","181","0.514","437","521","0.839","135","373","508","310","93","35","176","252","1572","1782","1.76","0.53",0.544698544698545
"19","Charles Barkley","PHX","68","2382","554","1141","0.486","74","219","0.338","379","507","0.748","203","553","756","276","110","45","150","201","1561","1883","1.84","0.73",0.655331654072208
"20","Isaiah Rider","MIN","75","2645","558","1249","0.447","139","396","0.351","277","339","0.817","90","159","249","245","69","23","232","194","1532","1133","1.06","0.3",0.579206049149338
"21","Shawn Kemp","SEA","82","2679","545","997","0.547","2","7","0.286","438","585","0.749","318","575","893","149","102","122","259","337","1530","1938","0.58","0.39",0.571108622620381
"22","Larry Johnson","CHH","81","3234","585","1219","0.48","81","210","0.386","274","354","0.774","190","395","585","369","78","28","207","174","1525","1664","1.78","0.38",0.471552257266543
"23","Sean Elliott","SAN","81","2858","502","1072","0.468","136","333","0.408","326","404","0.807","63","224","287","206","78","38","151","216","1466","1276","1.36","0.52",0.51294611616515
"24","Vin Baker","MIL","82","3361","594","1229","0.483","7","24","0.292","256","432","0.593","289","557","846","296","86","116","221","277","1451","1763","1.34","0.39",0.431716750966974
"25","Latrell Sprewell","GOS","69","2771","490","1171","0.418","90","326","0.276","350","448","0.781","58","198","256","279","112","46","230","108","1420","1104","1.21","0.49",0.512450378924576
"26","Loy Vaught","LAC","80","2966","609","1185","0.514","7","33","0.212","176","248","0.71","261","511","772","139","104","29","166","243","1401","1631","0.84","0.63",0.472353337828726
"27","Rik Smits","IND","78","2381","558","1060","0.526","0","2","0","284","377","0.753","192","409","601","111","40","79","189","278","1400","1447","0.59","0.21",0.587988240235195
"28","Grant Hill","DET","70","2678","508","1064","0.477","4","27","0.148","374","511","0.732","125","320","445","353","124","62","202","203","1394","1483","1.75","0.61",0.520537714712472
"29","Clar. Weatherspoon","PHL","76","2991","543","1238","0.439","4","21","0.19","283","377","0.751","144","382","526","215","115","67","191","195","1373","1316","1.13","0.6",0.459043798060849
"29","Mookie Blaylock","ATL","80","3069","509","1198","0.425","199","555","0.359","156","214","0.729","117","276","393","616","200","26","242","164","1373","1619","2.55","0.83",0.447376995764093
"31","Dominique Wilkins","BOS","77","2423","496","1169","0.424","112","289","0.388","266","340","0.782","157","244","401","166","61","14","173","130","1370","1092","0.96","0.35",0.565414775072224
"32","Nick Van Exel","LAL","80","2944","465","1107","0.42","183","511","0.358","235","300","0.783","27","196","223","660","97","6","220","157","1348","1407","3","0.44",0.457880434782609
"33","Jeff Hornacek","UTH","81","2696","482","937","0.514","89","219","0.406","284","322","0.882","53","157","210","347","129","17","145","181","1337","1402","2.39","0.89",0.495919881305638
"34","Christian Laettner","MIN","81","2770","450","920","0.489","13","40","0.325","409","500","0.818","164","449","613","234","101","87","225","302","1322","1571","1.04","0.45",0.477256317689531
"35","Todd Day","MIL","82","2717","445","1049","0.424","163","418","0.39","257","341","0.754","95","227","322","134","104","63","157","283","1310","1088","0.85","0.66",0.482149429517851
"36","Jim Jackson","DAL","51","1982","484","1026","0.472","35","110","0.318","306","380","0.805","120","140","260","191","28","12","160","92","1309","1024","1.19","0.18",0.660443995963673
"37","Steven Smith","ATL","80","2665","428","1005","0.426","137","416","0.329","312","371","0.841","104","172","276","274","62","33","155","225","1305","1159","1.77","0.4",0.48968105065666
"38","Calbert Cheaney","WAS","78","2651","512","1129","0.453","96","283","0.339","173","213","0.812","105","216","321","177","80","21","151","215","1293","1084","1.17","0.53",0.487740475292342
"39","Dan Majerle","PHX","82","3091","438","1031","0.425","199","548","0.363","206","282","0.73","104","271","375","340","96","38","105","155","1281","1356","3.24","0.91",0.414428987382724
"40","Vlade Divac","LAL","80","2807","485","957","0.507","10","53","0.189","297","382","0.777","261","568","829","329","109","174","205","305","1277","1956","1.61","0.53",0.454934093338083
"41","Toni Kukoc","CHI","81","2584","487","967","0.504","62","198","0.313","235","314","0.748","155","285","440","372","102","16","165","163","1271","1477","2.26","0.62",0.49187306501548
"42","Kenny Anderson","NJN","72","2689","411","1031","0.399","97","294","0.33","348","414","0.841","73","177","250","680","103","14","225","184","1267","1403","3.02","0.46",0.471178876905913
"43","Cedric Ceballos","LAL","58","2029","497","977","0.509","58","146","0.397","209","292","0.716","169","295","464","105","60","19","143","131","1261","1203","0.73","0.42",0.621488417939872
"44","Walt Williams","SAC","77","2739","445","998","0.446","103","296","0.348","266","364","0.731","100","245","345","316","123","63","243","265","1259","1212","1.3","0.51",0.459656809054399
"45","Tim Hardaway","GOS","62","2321","430","1007","0.427","168","444","0.378","219","288","0.76","46","144","190","578","88","12","214","155","1247","1255","2.7","0.41",0.537268418785006
"46","Dee Brown","BOS","79","2792","437","977","0.447","126","327","0.385","236","277","0.852","63","186","249","301","110","49","146","181","1236","1218","2.06","0.75",0.44269340974212
"47","John Starks","NYK","80","2725","419","1062","0.395","217","611","0.355","168","228","0.737","34","185","219","411","92","4","160","257","1223","1086","2.57","0.58",0.448807339449541
"48","Joe Dumars","DET","67","2544","417","970","0.43","103","338","0.305","277","344","0.805","47","111","158","368","72","7","219","153","1214","980","1.68","0.33",0.477201257861635
"49","Armen Gilliam","NJN","82","2472","455","905","0.503","0","2","0","302","392","0.77","192","421","613","99","67","89","152","171","1212","1388","0.65","0.44",0.490291262135922
"50","Rod Strickland","POR","64","2267","441","946","0.466","46","123","0.374","283","380","0.745","73","244","317","562","123","9","209","118","1211","1411","2.69","0.59",0.534186149095721
