"RANK","PLAYER","TEAM","GP","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS","EFF","AST_TOV","STL_TOV","PPG"
"1","LeBron James","CLE","82","3026","857","1580","0.542","149","406","0.367","388","531","0.731","97","612","709","747","116","71","347","136","2251","2681","2.15","0.33",0.743886318572373
"2","James Harden","HOU","72","2551","651","1449","0.449","265","722","0.367","624","727","0.858","41","348","389","630","126","50","315","169","2191","2170","2","0.4",0.858878871030968
"3","Anthony Davis","NOP","75","2727","780","1462","0.534","55","162","0.34","495","598","0.828","187","644","831","174","115","193","162","159","2110","2476","1.07","0.71",0.773744041070774
"4","Russell Westbrook","OKC","80","2914","757","1687","0.449","97","326","0.298","417","566","0.737","152","652","804","820","147","20","381","200","2028","2359","2.15","0.39",0.695950583390529
"5","Giannis Antetokounmpo","MIL","75","2756","742","1402","0.529","43","140","0.307","487","641","0.76","156","597","753","361","109","106","223","231","2014","2306","1.62","0.49",0.730769230769231
"6","Damian Lillard","POR","73","2670","621","1415","0.439","227","629","0.361","493","538","0.916","62","263","325","481","77","27","206","117","1962","1827","2.34","0.37",0.734831460674157
"7","Bradley Beal","WAS","82","2977","683","1484","0.46","199","530","0.375","292","369","0.791","61","302","363","373","96","36","214","160","1857","1633","1.74","0.45",0.623782331205912
"8","DeMar DeRozan","TOR","80","2712","645","1413","0.456","89","287","0.31","461","559","0.825","59","256","315","417","85","22","175","151","1840","1638","2.38","0.49",0.678466076696165
"9","Kevin Durant","GSW","68","2325","630","1222","0.516","173","413","0.419","359","404","0.889","31","433","464","366","50","119","207","133","1792","1947","1.77","0.24",0.770752688172043
"10","Lou Williams","LAC","79","2589","582","1337","0.435","186","518","0.359","432","491","0.88","40","158","198","417","85","19","234","106","1782","1453","1.78","0.36",0.688296639629201
"11","Kemba Walker","CHA","80","2736","588","1363","0.431","231","601","0.384","363","420","0.864","32","216","248","444","91","24","179","98","1770","1566","2.48","0.51",0.646929824561403
"12","Karl-Anthony Towns","MIN","82","2918","639","1172","0.545","120","285","0.421","345","402","0.858","238","774","1012","199","64","115","159","285","1743","2384","1.25","0.4",0.597326936257711
