"RANK","PLAYER","TEAM","GP","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS","EFF","AST_TOV","STL_TOV","PPG"
"13","LaMarcus Aldridge","SAS","75","2509","687","1347","0.51","27","92","0.293","334","399","0.837","246","389","635","152","43","90","111","161","1735","1819","1.37","0.39",0.691510561976883
"13","Victor Oladipo","IND","75","2552","640","1342","0.477","161","434","0.371","294","368","0.799","47","343","390","323","177","57","219","175","1735","1687","1.48","0.81",0.679858934169279
"15","Paul George","OKC","79","2891","576","1340","0.43","244","609","0.401","338","411","0.822","72","375","447","263","161","39","212","233","1734","1595","1.24","0.76",0.599792459356624
"16","CJ McCollum","POR","81","2924","667","1505","0.443","189","476","0.397","209","250","0.836","53","268","321","272","77","35","151","168","1732","1407","1.8","0.51",0.59233926128591
"17","Khris Middleton","MIL","82","2982","593","1272","0.466","146","407","0.359","320","362","0.884","45","384","429","328","119","21","191","270","1652","1637","1.72","0.62",0.553990610328638
"18","Donovan Mitchell","UTA","79","2638","595","1362","0.437","187","550","0.34","239","297","0.805","52","244","296","291","118","27","215","213","1616","1308","1.35","0.55",0.612585291887794
"19","Jrue Holiday","NOP","81","2927","615","1244","0.494","120","356","0.337","187","238","0.786","62","303","365","486","123","64","213","201","1537","1682","2.28","0.58",0.525111035189614
"20","Tobias Harris","LAC","80","2668","562","1221","0.46","183","445","0.411","179","216","0.829","58","379","437","192","71","35","105","164","1486","1420","1.83","0.68",0.556971514242879
"21","Kyrie Irving","BOS","60","1931","534","1087","0.491","166","407","0.408","232","261","0.889","33","194","227","306","65","17","139","122","1466","1360","2.2","0.47",0.759192128430865
"22","Klay Thompson","GSW","73","2504","575","1177","0.489","229","520","0.44","82","98","0.837","31","246","277","185","55","34","128","117","1461","1266","1.45","0.43",0.583466453674121
"23","Andrew Wiggins","MIN","82","2979","569","1300","0.438","112","338","0.331","202","314","0.643","82","276","358","160","91","51","138","163","1452","1131","1.16","0.66",0.487411883182276
"23","Harrison Barnes","DAL","77","2634","537","1208","0.445","119","333","0.357","259","313","0.827","77","391","468","152","49","14","118","94","1452","1292","1.29","0.42",0.55125284738041
"25","Joel Embiid","PHI","63","1912","510","1056","0.483","66","214","0.308","359","467","0.769","143","547","690","199","40","111","234","209","1445","1597","0.85","0.17",0.755753138075314
"26","Nikola Jokic","DEN","75","2443","504","1010","0.499","111","280","0.396","266","313","0.85","195","608","803","458","90","61","210","212","1385","2034","2.18","0.43",0.566925910765452
"27","Jamal Murray","DEN","81","2565","479","1062","0.451","165","436","0.378","229","253","0.905","82","215","297","274","79","28","172","173","1352","1251","1.59","0.46",0.527095516569201
"28","Dwight Howard","CHA","81","2463","506","911","0.555","1","7","0.143","334","582","0.574","255","757","1012","105","48","131","208","249","1347","1782","0.51","0.23",0.546894031668697
"29","Devin Booker","PHX","54","1865","455","1054","0.432","147","384","0.383","289","329","0.878","26","218","244","253","47","14","194","168","1346","1071","1.3","0.24",0.72171581769437
"29","Stephen Curry","GSW","51","1631","428","864","0.495","212","501","0.423","278","302","0.921","36","225","261","310","80","8","153","114","1346","1392","2.03","0.52",0.825260576333538
"31","Julius Randle","LAL","82","2190","504","904","0.558","10","45","0.222","305","425","0.718","181","473","654","210","43","45","213","274","1323","1542","0.99","0.2",0.604109589041096
"32","Eric Bledsoe","MIL","74","2322","468","989","0.473","125","360","0.347","252","317","0.795","51","233","284","370","149","42","216","185","1313","1356","1.71","0.69",0.565460809646856
"33","Jimmy Butler","MIN","59","2164","437","921","0.474","70","200","0.35","363","425","0.854","79","235","314","288","116","24","108","78","1307","1395","2.67","1.07",0.603974121996303
"34","Dennis Schroder","ATL","67","2078","500","1146","0.436","76","262","0.29","225","265","0.849","44","164","208","417","72","6","183","147","1301","1135","2.28","0.39",0.626082771896054
"35","Goran Dragic","MIA","75","2378","484","1075","0.45","111","300","0.37","217","271","0.801","54","252","306","359","63","12","166","180","1296","1225","2.16","0.38",0.544995794785534
"36","Ben Simmons","PHI","81","2732","544","998","0.545","0","11","0","191","341","0.56","145","514","659","661","140","70","278","211","1279","1927","2.38","0.5",0.468155197657394
"37","T.J. Warren","PHX","65","2142","529","1063","0.498","20","90","0.222","193","255","0.757","125","208","333","85","65","41","85","149","1271","1114","1","0.77",0.593370681605976
"38","Will Barton","DEN","81","2683","465","1028","0.452","156","422","0.37","182","226","0.805","70","339","409","331","82","52","149","168","1268","1386","2.22","0.55",0.47260529258293
"39","Kyle Lowry","TOR","78","2510","403","944","0.427","238","596","0.399","223","261","0.854","66","368","434","537","85","19","183","192","1267","1580","2.93","0.46",0.504780876494024
"40","Carmelo Anthony","OKC","78","2501","472","1168","0.404","169","474","0.357","148","193","0.767","67","386","453","103","47","49","99","197","1261","1073","1.04","0.48",0.504198320671731
"41","Marc Gasol","MEM","73","2408","434","1033","0.42","109","320","0.341","281","337","0.834","78","514","592","305","54","101","194","185","1258","1461","1.57","0.28",0.522425249169435
"42","Eric Gordon","HOU","69","2154","415","970","0.428","218","608","0.359","195","241","0.809","25","145","170","154","44","27","130","116","1243","907","1.19","0.34",0.577065923862581
"43","Blake Griffin","DET","58","1970","436","996","0.438","111","322","0.345","259","330","0.785","73","355","428","334","40","18","165","139","1242","1266","2.02","0.24",0.630456852791878
"43","Kyle Kuzma","LAL","77","2401","468","1039","0.45","159","434","0.366","147","208","0.707","88","395","483","141","49","34","140","160","1242","1177","1.01","0.35",0.517284464806331
"45","DeMarcus Cousins","NOP","48","1737","406","864","0.47","104","294","0.354","294","394","0.746","105","512","617","257","79","76","242","183","1210","1439","1.06","0.33",0.696603339090386
"46","JJ Redick","PHI","70","2116","404","879","0.46","193","460","0.42","197","218","0.904","9","169","178","210","35","6","103","123","1198","1028","2.04","0.34",0.566162570888469
"47","Andre Drummond","DET","78","2625","466","881","0.529","0","11","0","239","395","0.605","399","848","1247","237","114","127","200","250","1171","2125","1.19","0.57",0.446095238095238
"48","Gary Harris","DEN","67","2305","440","908","0.485","156","394","0.396","134","162","0.827","37","139","176","194","122","15","119","119","1170","1062","1.63","1.03",0.507592190889371
"49","Taurean Prince","ATL","82","2464","415","975","0.426","176","457","0.385","152","180","0.844","50","339","389","214","85","42","191","168","1158","1109","1.12","0.45",0.469967532467532
"50","Bojan Bogdanovic","IND","80","2465","404","852","0.474","155","386","0.402","178","205","0.868","30","240","270","119","55","8","106","129","1141","1012","1.12","0.52",0.462880324543611
