"RANK","PLAYER","TEAM","GP","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS","EFF","AST_TOV","STL_TOV","PPG"
"22","Kiki Vandeweghe","POR","72","2502","618","1158","0.534","11","33","0.333","369","412","0.896","74","154","228","106","37","22","116","116","1616","1310","0.91","0.32",0.645883293365308
"23","Rolando Blackman","DAL","81","2834","625","1230","0.508","6","20","0.3","342","413","0.828","107","193","300","289","61","16","162","96","1598","1426","1.78","0.38",0.563867325335215
"23","Sleepy Floyd","GOS","82","2873","610","1372","0.445","42","143","0.294","336","415","0.81","62","140","202","406","134","41","251","226","1598","1289","1.62","0.53",0.556213017751479
"25","World Free","CLE","71","2249","609","1328","0.459","71","193","0.368","308","411","0.749","61","150","211","320","75","16","139","163","1597","1258","2.3","0.54",0.710093374833259
"26","Sidney Moncrief","MIL","73","2734","561","1162","0.483","9","33","0.273","454","548","0.828","149","242","391","382","117","39","184","197","1585","1635","2.08","0.64",0.579736649597659
"27","Gus Williams","WAS","79","2960","638","1483","0.43","51","176","0.29","251","346","0.725","72","123","195","608","178","32","213","159","1578","1438","2.85","0.84",0.533108108108108
"28","Kevin McHale","BOS","79","2653","605","1062","0.57","0","6","0","355","467","0.76","229","483","712","141","28","120","157","234","1565","1840","0.9","0.18",0.589898228420656
"29","Julius Erving","PHL","78","2535","610","1236","0.494","3","14","0.214","338","442","0.765","172","242","414","233","135","109","208","199","1561","1514","1.12","0.65",0.61577909270217
"30","Artis Gilmore","SAN","81","2756","532","854","0.623","0","2","0","484","646","0.749","231","615","846","131","40","173","241","306","1548","2013","0.54","0.17",0.561683599419448
"31","George Gervin","SAN","72","2091","600","1182","0.508","0","10","0","324","384","0.844","79","155","234","178","66","48","198","208","1524","1210","0.9","0.33",0.72883787661406
"32","Buck Williams","NJN","82","3182","577","1089","0.53","1","4","0.25","336","538","0.625","323","682","1005","167","63","110","238","293","1491","1884","0.7","0.27",0.468573224387178
"33","Adrian Dantley","UTH","55","1971","512","964","0.531","0","0","0","438","545","0.804","148","175","323","186","57","8","171","133","1462","1306","1.09","0.33",0.741755454084221
"34","Mychal Thompson","POR","79","2616","572","1111","0.515","0","0","0","307","449","0.684","211","407","618","205","78","104","231","216","1451","1544","0.89","0.34",0.554663608562691
"35","Jay Vincent","DAL","79","2543","545","1138","0.479","0","4","0","351","420","0.836","185","519","704","169","48","22","170","226","1441","1552","0.99","0.28",0.566653558788832
"36","Bill Laimbeer","DET","82","2892","595","1177","0.506","4","18","0.222","244","306","0.797","295","718","1013","154","69","71","129","308","1438","1972","1.19","0.54",0.497233748271093
"37","Jeff Malone","WAS","76","2613","605","1213","0.499","15","72","0.208","211","250","0.844","60","146","206","184","52","9","107","176","1436","1133","1.72","0.49",0.549559892843475
"38","Clark Kellogg","IND","77","2449","562","1112","0.505","7","14","0.5","301","396","0.76","224","500","724","244","86","26","231","247","1432","1636","1.06","0.37",0.584728460596162
"39","James Worthy","LAL","80","2696","610","1066","0.572","0","7","0","190","245","0.776","169","342","511","201","87","67","198","196","1410","1567","1.01","0.44",0.52299703264095
"40","Magic Johnson","LAL","77","2781","504","899","0.561","7","37","0.189","391","464","0.843","90","386","476","968","113","25","305","155","1406","2215","3.17","0.37",0.505573534699748
"41","Norm Nixon","LAC","81","2894","596","1281","0.465","33","99","0.333","170","218","0.78","55","163","218","711","95","4","273","175","1395","1417","2.6","0.35",0.482031789910159
"42","Robert Parish","BOS","79","2850","551","1016","0.542","0","0","0","292","393","0.743","263","577","840","125","56","101","186","223","1394","1764","0.67","0.3",0.489122807017544
"43","Clyde Drexler","POR","80","2555","573","1161","0.494","8","37","0.216","223","294","0.759","217","259","476","441","177","68","223","265","1377","1657","1.98","0.79",0.53894324853229
"44","Herb Williams","IND","75","2557","575","1211","0.475","1","9","0.111","224","341","0.657","154","480","634","252","54","134","265","218","1375","1431","0.95","0.2",0.537739538521705
"45","Reggie Theus","KCK","82","2543","501","1029","0.487","5","38","0.132","334","387","0.863","106","164","270","656","95","18","307","250","1341","1492","2.14","0.31",0.527329925285096
"46","Mike Woodson","KCK","78","1998","530","1068","0.496","5","21","0.238","264","330","0.8","69","129","198","143","117","28","139","216","1329","1072","1.03","0.84",0.665165165165165
"47","Byron Scott","LAL","81","2305","541","1003","0.539","26","60","0.433","187","228","0.82","57","153","210","244","100","17","138","197","1295","1225","1.77","0.73",0.561822125813449
"48","Paul Pressey","MIL","80","2876","480","928","0.517","7","20","0.35","317","418","0.758","149","280","429","543","129","56","247","258","1284","1645","2.2","0.52",0.446453407510431
"49","Quintin Dailey","CHI","79","2101","525","1111","0.473","7","30","0.233","205","251","0.817","57","151","208","191","71","5","154","192","1262","951","1.24","0.46",0.600666349357449
"50","Jack Sikma","SEA","68","2402","461","943","0.489","2","10","0.2","335","393","0.852","164","559","723","285","83","91","160","239","1259","1741","1.78","0.52",0.524146544546211
