"RANK","PLAYER","TEAM","GP","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS","EFF","AST_TOV","STL_TOV","PPG"
"1","Michael Jordan","CHI","82","3144","837","1625","0.515","9","52","0.173","630","746","0.845","167","367","534","481","196","69","291","285","2313","2398","1.65","0.67",0.735687022900763
"2","Larry Bird","BOS","80","3161","918","1760","0.522","56","131","0.427","403","457","0.882","164","678","842","531","129","98","248","208","2295","2751","2.14","0.52",0.726036064536539
"3","Alex English","DEN","81","2924","939","1812","0.518","1","5","0.2","383","462","0.829","203","255","458","344","101","46","251","259","2262","2008","1.37","0.4",0.77359781121751
"4","Dominique Wilkins","ATL","81","3023","853","1891","0.451","25","81","0.309","486","603","0.806","226","331","557","200","135","54","225","170","2217","1783","0.89","0.6",0.733377439629507
"5","Purvis Short","GOS","78","3081","819","1780","0.46","47","150","0.313","501","613","0.817","157","241","398","234","116","27","241","255","2186","1647","0.97","0.48",0.709509899383317
"6","Mark Aguirre","DAL","80","2699","794","1569","0.506","27","85","0.318","440","580","0.759","188","289","477","249","60","24","253","250","2055","1697","0.98","0.24",0.761393108558725
"7","Moses Malone","PHL","79","2957","602","1284","0.469","0","2","0","737","904","0.815","385","646","1031","130","67","123","286","216","1941","2157","0.46","0.23",0.656408522150829
"8","Eddie Johnson","KCK","82","3029","769","1565","0.491","13","54","0.241","325","373","0.871","151","256","407","273","83","22","225","237","1876","1592","1.21","0.37",0.619346318917134
"9","Terry Cummings","MIL","79","2722","759","1532","0.495","0","1","0","343","463","0.741","244","472","716","228","117","67","190","264","1861","1906","1.2","0.62",0.683688464364438
"10","Mike Mitchell","SAN","82","2853","775","1558","0.497","5","23","0.217","269","346","0.777","145","272","417","151","61","27","144","219","1824","1476","1.05","0.42",0.639327024185068
"11","Calvin Natt","DEN","78","2657","685","1255","0.546","0","3","0","447","564","0.793","209","401","610","238","75","33","190","182","1817","1896","1.25","0.4",0.683853970643583
"12","Bernard King","NYK","55","2063","691","1303","0.53","1","10","0.1","426","552","0.772","114","203","317","204","71","15","204","191","1809","1474","1","0.35",0.876878332525448
"12","Ralph Sampson","HOU","82","3086","753","1499","0.502","0","6","0","303","448","0.676","227","626","853","224","81","168","326","306","1809","1918","0.69","0.25",0.586195722618276
"14","Derek Smith","LAC","80","2762","682","1271","0.537","3","19","0.158","400","504","0.794","174","253","427","216","77","52","230","317","1767","1616","0.94","0.34",0.639753801593049
"14","Orlando Woolridge","CHI","77","2816","679","1225","0.554","0","5","0","409","521","0.785","158","277","435","135","58","38","178","185","1767","1597","0.76","0.33",0.627485795454545
"16","Darrell Griffith","UTH","78","2776","728","1593","0.457","92","257","0.358","216","298","0.725","124","220","344","243","133","30","247","178","1764","1320","0.98","0.54",0.635446685878963
"17","Tom Chambers","SEA","81","2923","629","1302","0.483","6","22","0.273","475","571","0.832","164","415","579","209","70","57","260","312","1739","1625","0.8","0.27",0.594936708860759
"18","Kareem Abdul-Jabbar","LAL","79","2630","723","1207","0.599","0","1","0","289","395","0.732","162","460","622","249","63","162","197","238","1735","2044","1.26","0.32",0.659695817490494
"19","Isiah Thomas","DET","81","3089","646","1410","0.458","29","113","0.257","399","493","0.809","114","247","361","1123","187","25","302","288","1720","2256","3.72","0.62",0.556814503075429
"20","Hakeem Olajuwon","HOU","82","2914","677","1258","0.538","0","0","0","338","551","0.613","440","534","974","111","99","220","234","344","1692","2068","0.47","0.42",0.580645161290323
"21","Micheal Ray Richardson","NJN","82","3127","690","1470","0.469","29","115","0.252","240","313","0.767","156","301","457","669","243","22","249","277","1649","1938","2.69","0.98",0.527342500799488
