"RANK","PLAYER","TEAM","GP","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS","EFF","AST_TOV","STL_TOV","PPG"
"28","Chauncey Billups","DET","81","2925","423","1012","0.418","184","425","0.433","465","520","0.894","41","211","252","699","71","8","170","160","1495","1711","4.11","0.42",0.511111111111111
"29","Steve Nash","PHX","79","2796","541","1056","0.512","150","342","0.439","257","279","0.921","47","286","333","826","61","12","276","120","1489","1908","2.99","0.22",0.532546494992847
"30","Tim Duncan","SAS","80","2784","574","1185","0.484","2","5","0.4","335","533","0.629","231","650","881","253","70","162","198","219","1485","1844","1.28","0.35",0.533405172413793
"31","Mehmet Okur","UTA","82","2945","519","1128","0.46","80","234","0.342","354","454","0.78","211","535","746","194","40","73","163","285","1472","1653","1.19","0.25",0.499830220713073
"32","Al Harrington","ATL","76","2782","551","1220","0.452","66","191","0.346","243","350","0.694","132","391","523","238","85","14","195","301","1411","1300","1.22","0.44",0.507189072609633
"33","Morris Peterson","TOR","82","3140","478","1096","0.436","177","448","0.395","241","294","0.82","65","316","381","190","104","15","126","223","1374","1267","1.51","0.83",0.437579617834395
"34","Jason Terry","DAL","80","2798","516","1099","0.47","171","416","0.411","168","210","0.8","31","127","158","306","100","27","135","196","1371","1202","2.27","0.74",0.489992852037169
"35","Wally Szczerbiak","BOS","72","2729","493","1012","0.487","102","255","0.4","278","310","0.897","77","236","313","213","40","19","136","150","1366","1264","1.57","0.29",0.500549651887138
"36","Ben Gordon","CHI","80","2482","486","1152","0.422","166","382","0.435","211","268","0.787","43","176","219","240","75","5","180","238","1349","985","1.33","0.42",0.543513295729251
"37","Sam Cassell","LAC","78","2653","493","1112","0.443","70","190","0.368","289","335","0.863","40","247","287","491","74","11","175","225","1345","1368","2.81","0.42",0.50697323784395
"38","Zach Randolph","POR","74","2545","536","1229","0.436","16","55","0.291","245","343","0.714","193","399","592","144","57","14","165","185","1333","1184","0.87","0.35",0.5237721021611
"39","Stephen Jackson","IND","81","2910","472","1148","0.411","117","339","0.345","268","341","0.786","48","264","312","225","104","43","203","195","1329","1061","1.11","0.51",0.456701030927835
"40","Caron Butler","WAS","75","2708","494","1086","0.455","41","120","0.342","289","332","0.87","114","352","466","186","127","18","175","238","1318","1305","1.06","0.73",0.486706056129985
"41","Dwight Howard","ORL","82","3021","468","881","0.531","0","2","0","356","598","0.595","288","734","1022","125","65","115","217","277","1292","1747","0.58","0.3",0.427672955974843
"42","Peja Stojakovic","IND","71","2601","445","1018","0.437","162","404","0.401","238","260","0.915","79","336","415","136","45","10","103","171","1290","1198","1.32","0.44",0.4959630911188
"43","Kirk Hinrich","CHI","81","2955","451","1078","0.418","126","341","0.37","256","314","0.815","29","259","288","514","94","21","188","251","1284","1328","2.73","0.5",0.434517766497462
"44","Yao Ming","HOU","57","1949","467","900","0.519","0","1","0","337","395","0.853","148","433","581","85","30","94","147","195","1271","1423","0.58","0.2",0.652129297075423
"45","David West","NOK","74","2526","530","1036","0.512","3","11","0.273","199","236","0.843","168","380","548","92","61","64","105","214","1262","1379","0.88","0.58",0.499604117181314
"46","Chris Paul","NOK","78","2808","407","947","0.43","50","177","0.282","394","465","0.847","61","339","400","611","175","6","183","218","1258","1656","3.34","0.96",0.448005698005698
"47","Zydrunas Ilgauskas","CLE","78","2283","450","889","0.506","0","5","0","317","380","0.834","245","346","591","91","38","136","155","280","1217","1416","0.59","0.25",0.533070521243977
"48","Rasheed Wallace","DET","80","2780","459","1067","0.43","155","434","0.357","136","183","0.743","90","457","547","182","82","130","85","232","1209","1410","2.14","0.97",0.434892086330935
"49","Lamar Odom","LAL","80","3221","445","925","0.481","80","215","0.372","216","313","0.69","181","557","738","443","75","64","213","256","1186","1716","2.08","0.35",0.368208630859981
"50","Brad Miller","SAC","79","2923","434","877","0.495","34","88","0.386","280","338","0.828","122","493","615","374","61","62","180","234","1182","1613","2.08","0.34",0.404379062606911
