"RANK","PLAYER","TEAM","GP","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS","EFF","AST_TOV","STL_TOV","PPG"
"30","DeMar DeRozan","TOR","63","2206","381","903","0.422","24","92","0.261","268","331","0.81","40","171","211","128","48","17","123","162","1054","750","1.04","0.39",0.477787851314597
"31","James Harden","OKC","62","1946","309","629","0.491","114","292","0.39","312","369","0.846","30","222","252","229","62","15","137","150","1044","1088","1.67","0.45",0.536485097636177
"32","Tyreke Evans","SAC","63","2162","408","900","0.453","20","99","0.202","201","258","0.779","64","225","289","283","84","29","171","136","1037","1002","1.66","0.49",0.479648473635523
"33","Chris Bosh","MIA","57","2007","393","807","0.487","10","35","0.286","229","279","0.821","94","358","452","103","51","45","117","128","1025","1095","0.88","0.44",0.510712506228201
"33","Luis Scola","HOU","66","2067","436","888","0.491","0","3","0","153","198","0.773","122","306","428","140","35","24","153","214","1025","1002","0.92","0.23",0.495887760038703
"35","Marcin Gortat","PHX","66","2114","427","769","0.555","0","2","0","163","251","0.649","185","474","659","59","48","99","90","142","1017","1362","0.66","0.53",0.481078524124882
"36","Greg Monroe","DET","66","2082","407","781","0.521","0","1","0","201","272","0.739","239","398","637","152","83","46","161","180","1015","1327","0.94","0.52",0.487512007684918
"37","Ty Lawson","DEN","61","2124","374","767","0.488","73","200","0.365","178","216","0.824","54","173","227","401","82","6","149","94","999","1135","2.69","0.55",0.470338983050847
"38","Carlos Boozer","CHI","66","1948","448","842","0.532","0","1","0","95","137","0.693","114","450","564","125","63","24","115","168","991","1216","1.09","0.55",0.508726899383984
"39","Ryan Anderson","ORL","61","1964","332","757","0.439","166","422","0.393","150","171","0.877","224","247","471","54","50","26","57","146","980","1078","0.95","0.88",0.4989816700611
"40","Lou Williams","PHI","64","1682","318","782","0.407","83","229","0.362","237","292","0.812","30","125","155","221","53","18","71","90","956","813","3.11","0.75",0.568370986920333
"41","Marc Gasol","MEM","65","2370","357","740","0.482","1","12","0.083","237","317","0.748","120","459","579","204","62","121","121","201","952","1334","1.69","0.51",0.40168776371308
"41","Marcus Thornton","SAC","51","1780","352","803","0.438","107","310","0.345","141","163","0.865","84","104","188","98","71","12","84","111","952","764","1.17","0.85",0.534831460674157
"43","Jason Terry","DAL","63","2000","357","830","0.43","138","365","0.378","98","111","0.883","16","133","149","226","73","11","127","69","950","796","1.78","0.58",0.475
"44","Kevin Garnett","BOS","60","1864","391","777","0.503","3","9","0.333","162","189","0.857","66","428","494","175","56","61","107","141","947","1213","1.64","0.52",0.508047210300429
"45","Kyrie Irving","CLE","51","1558","350","747","0.469","73","183","0.399","171","196","0.872","44","147","191","275","54","20","160","110","944","902","1.72","0.34",0.605905006418485
"46","Arron Afflalo","DEN","62","2086","329","699","0.471","88","221","0.398","197","247","0.798","40","157","197","149","36","13","85","134","943","833","1.75","0.42",0.452061361457335
"47","Jordan Crawford","WAS","64","1753","349","872","0.4","79","273","0.289","161","203","0.793","44","124","168","190","59","5","141","111","938","654","1.35","0.42",0.535082715345123
"48","Al Harrington","DEN","64","1761","345","773","0.446","101","303","0.333","119","176","0.676","72","318","390","88","58","12","112","181","910","861","0.79","0.52",0.516751845542305
"49","Wesley Matthews","POR","66","2228","314","763","0.412","129","337","0.383","147","171","0.86","56","168","224","113","96","15","73","148","904","806","1.55","1.32",0.405745062836625
"50","Tim Duncan","SAS","58","1634","361","733","0.492","0","4","0","173","249","0.695","110","410","520","132","38","88","97","98","895","1128","1.36","0.39",0.547735618115055
