"RANK","PLAYER","TEAM","GP","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS","EFF","AST_TOV","STL_TOV","PPG"
"1","Kevin Durant","OKC","66","2546","643","1297","0.496","133","344","0.387","431","501","0.86","40","487","527","231","88","77","248","133","1850","1801","0.93","0.36",0.72663000785546
"2","LeBron James","MIA","62","2326","621","1169","0.531","54","149","0.362","387","502","0.771","94","398","492","387","115","50","213","96","1683","1851","1.82","0.54",0.723559759243336
"3","Kobe Bryant","LAL","58","2232","574","1336","0.43","87","287","0.303","381","451","0.845","66","247","313","264","69","18","204","105","1616","1244","1.29","0.34",0.724014336917563
"4","Russell Westbrook","OKC","66","2331","578","1266","0.457","62","196","0.316","340","413","0.823","96","205","301","362","112","21","239","147","1558","1354","1.52","0.47",0.668382668382668
"5","Kevin Love","MIN","55","2145","474","1059","0.448","105","282","0.372","379","460","0.824","226","508","734","111","47","28","128","152","1432","1558","0.87","0.37",0.667599067599068
"6","Blake Griffin","LAC","66","2392","561","1022","0.549","2","16","0.125","244","468","0.521","218","499","717","210","54","48","150","216","1368","1562","1.4","0.36",0.57190635451505
"7","Dirk Nowitzki","DAL","62","2079","473","1034","0.457","78","212","0.368","318","355","0.896","46","372","418","136","42","30","117","129","1342","1253","1.16","0.36",0.645502645502645
"8","Brandon Jennings","MIL","66","2331","469","1121","0.418","129","388","0.332","193","239","0.808","49","177","226","365","104","22","146","114","1260","1133","2.5","0.71",0.540540540540541
"9","Carmelo Anthony","NYK","55","1876","441","1025","0.43","68","203","0.335","295","367","0.804","88","256","344","200","62","24","144","156","1245","1075","1.39","0.43",0.6636460554371
"10","Josh Smith","ATL","66","2329","504","1101","0.458","28","109","0.257","203","322","0.63","136","496","632","257","93","115","164","172","1239","1456","1.57","0.57",0.531987977672821
"11","Rudy Gay","MEM","65","2422","485","1067","0.455","54","173","0.312","208","263","0.791","130","287","417","147","95","55","161","138","1232","1148","0.91","0.59",0.508670520231214
"12","LaMarcus Aldridge","POR","55","1994","483","943","0.512","2","11","0.182","223","274","0.814","150","292","442","134","51","45","111","153","1191","1241","1.21","0.46",0.597291875626881
"13","Chris Paul","LAC","60","2181","425","890","0.478","79","213","0.371","260","302","0.861","42","171","213","543","152","4","124","138","1189","1470","4.38","1.23",0.545162769371848
"14","Monta Ellis","MIL","58","2120","450","1040","0.433","62","201","0.308","219","275","0.796","20","180","200","346","85","18","177","136","1181","1007","1.96","0.48",0.557075471698113
"14","Paul Pierce","BOS","61","2075","394","890","0.443","100","273","0.366","293","344","0.852","37","280","317","274","70","26","173","147","1181","1148","1.58","0.41",0.569156626506024
"16","Al Jefferson","UTA","61","2075","516","1048","0.492","1","4","0.25","137","177","0.774","133","452","585","134","47","101","62","155","1170","1403","2.16","0.76",0.563855421686747
"17","DeMarcus Cousins","SAC","64","1950","448","999","0.448","2","14","0.143","262","373","0.702","265","438","703","102","93","75","170","257","1160","1301","0.6","0.55",0.594871794871795
"18","Danny Granger","IND","62","2062","391","941","0.416","123","323","0.381","254","291","0.873","79","228","307","109","62","40","110","144","1159","980","0.99","0.56",0.562075654704171
"19","Deron Williams","NJN","55","1999","391","961","0.407","115","342","0.336","257","305","0.843","23","160","183","481","67","20","219","121","1154","1068","2.2","0.31",0.577288644322161
"20","David Lee","GSW","57","2121","464","922","0.503","0","5","0","219","280","0.782","171","374","545","162","54","22","149","179","1147","1262","1.09","0.36",0.540782649693541
"21","Joe Johnson","ATL","60","2127","423","931","0.454","125","322","0.388","158","186","0.849","53","168","221","232","48","13","116","75","1129","991","2","0.41",0.530794546309356
"21","Pau Gasol","LAL","65","2430","459","917","0.501","7","27","0.259","204","261","0.782","183","495","678","237","37","88","142","127","1129","1512","1.67","0.26",0.464609053497942
"23","Andrew Bynum","LAL","60","2112","444","796","0.558","1","5","0.2","234","338","0.692","192","517","709","85","27","116","152","104","1123","1452","0.56","0.18",0.531723484848485
"24","Antawn Jamison","CLE","65","2151","421","1044","0.403","91","267","0.341","185","271","0.683","123","285","408","131","51","43","90","164","1118","952","1.46","0.57",0.519758251975825
"25","Dwight Howard","ORL","54","2070","416","726","0.573","0","7","0","281","572","0.491","200","585","785","104","81","116","175","159","1113","1423","0.59","0.46",0.53768115942029
"26","Tony Parker","SAS","60","1923","427","890","0.48","14","61","0.23","227","284","0.799","22","149","171","463","57","5","153","75","1095","1118","3.03","0.37",0.569422776911076
"27","Dwyane Wade","MIA","49","1625","416","837","0.497","15","56","0.268","235","297","0.791","73","164","237","225","82","63","129","110","1082","1077","1.74","0.64",0.665846153846154
"28","John Wall","WAS","66","2386","378","894","0.423","3","42","0.071","317","402","0.789","48","252","300","530","95","57","255","137","1076","1202","2.08","0.37",0.450963956412406
"29","Paul Millsap","UTA","64","2100","426","861","0.495","7","31","0.226","202","255","0.792","180","383","563","150","118","52","112","222","1061","1344","1.34","1.05",0.505238095238095
