"RANK","PLAYER","TEAM","GP","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS","EFF","AST_TOV","STL_TOV","PPG"
"1","Kobe Bryant","LAL","82","3192","775","1690","0.459","150","415","0.361","623","742","0.84","94","423","517","441","151","40","257","227","2323","2181","1.72","0.59",0.727756892230576
"2","LeBron James","CLE","75","3027","794","1642","0.484","113","359","0.315","549","771","0.712","133","459","592","539","138","81","255","165","2250","2275","2.11","0.54",0.743310208126858
"3","Allen Iverson","DEN","82","3424","712","1556","0.458","95","275","0.345","645","797","0.809","47","196","243","586","160","12","245","109","2164","1924","2.39","0.65",0.632009345794392
"4","Amar'e Stoudemire","PHX","79","2677","714","1211","0.59","5","31","0.161","556","691","0.805","178","541","719","118","64","163","174","294","1989","2247","0.68","0.37",0.742995890922675
"5","Carmelo Anthony","DEN","77","2806","728","1481","0.492","58","164","0.354","464","590","0.786","178","393","571","259","98","39","253","253","1978","1813","1.02","0.39",0.704918032786885
"6","Richard Jefferson","NJN","82","3200","619","1328","0.466","77","213","0.362","542","679","0.798","93","249","342","252","76","21","199","225","1857","1503","1.27","0.38",0.5803125
"7","Dirk Nowitzki","DAL","77","2769","630","1314","0.479","79","220","0.359","478","544","0.879","95","564","659","266","51","71","160","198","1817","1954","1.66","0.32",0.656193571686529
"8","Baron Davis","GSW","82","3196","650","1526","0.426","173","525","0.33","318","424","0.75","96","289","385","623","191","43","232","247","1791","1819","2.69","0.82",0.560387984981227
"9","Jason Richardson","CHA","82","3149","648","1468","0.441","243","599","0.406","249","331","0.752","80","361","441","258","116","57","166","241","1788","1592","1.55","0.7",0.567799301365513
"10","Joe Johnson","ATL","82","3343","647","1497","0.432","169","444","0.381","316","379","0.834","83","284","367","474","84","18","223","168","1779","1586","2.13","0.38",0.532156745438229
"11","Al Jefferson","MIN","82","2919","721","1441","0.5","0","5","0","284","394","0.721","308","603","911","117","74","119","167","222","1726","1950","0.7","0.44",0.591298389859541
"12","Carlos Boozer","UTA","81","2827","709","1297","0.547","0","1","0","290","393","0.738","197","647","844","233","100","41","210","293","1708","2025","1.11","0.48",0.604174036080651
"13","Dwight Howard","ORL","82","3088","583","974","0.599","0","4","0","529","897","0.59","279","882","1161","110","74","176","263","274","1695","2194","0.42","0.28",0.54889896373057
"14","Antawn Jamison","WAS","79","3061","618","1417","0.436","120","354","0.339","333","438","0.76","215","591","806","120","106","34","113","195","1689","1738","1.06","0.94",0.551780463900686
"15","Chris Paul","NOH","80","3006","630","1291","0.488","92","249","0.369","332","390","0.851","62","259","321","925","217","4","201","185","1684","2231","4.6","1.08",0.560212907518297
"16","Jamal Crawford","NYK","80","3190","570","1391","0.41","176","494","0.356","329","381","0.864","37","170","207","398","81","17","192","144","1645","1283","2.07","0.42",0.515673981191223
"17","Monta Ellis","GSW","81","3071","652","1227","0.531","12","52","0.231","320","417","0.767","133","271","404","315","124","27","173","195","1636","1661","1.82","0.72",0.532725496580918
"18","Michael Redd","MIL","72","2702","550","1243","0.442","130","359","0.362","402","490","0.82","85","224","309","247","65","13","181","120","1632","1304","1.37","0.36",0.6039970392302
"18","Rudy Gay","MEM","81","3000","625","1355","0.461","134","387","0.346","248","316","0.785","140","359","499","158","111","79","190","230","1632","1491","0.83","0.58",0.544
"20","Andre Iguodala","PHI","82","3242","582","1277","0.456","101","307","0.329","365","506","0.721","85","361","446","391","171","49","214","187","1630","1637","1.83","0.8",0.502776064157927
"21","Kevin Durant","SEA","80","2768","587","1366","0.43","59","205","0.288","391","448","0.873","70","278","348","192","78","75","232","122","1624","1249","0.83","0.34",0.586705202312139
