"RANK","PLAYER","TEAM","GP","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS","EFF","AST_TOV","STL_TOV","PPG"
"37","Alvin Robertson","SAN","81","2697","589","1264","0.466","13","48","0.271","244","324","0.753","186","238","424","421","260","35","243","264","1435","1577","1.73","1.07",0.532072673340749
"38","Robert Parish","BOS","80","2995","588","1057","0.556","0","1","0","227","309","0.735","254","597","851","173","64","144","191","266","1403","1893","0.91","0.34",0.468447412353923
"39","Byron Scott","LAL","82","2729","554","1134","0.489","65","149","0.436","224","251","0.892","63","223","286","281","125","18","144","163","1397","1356","1.95","0.87",0.511909124221327
"40","Kareem Abdul-Jabbar","LAL","78","2441","560","993","0.564","1","3","0.333","245","343","0.714","152","371","523","203","49","97","186","245","1366","1521","1.09","0.26",0.559606718557968
"41","Patrick Ewing","NYK","63","2206","530","1053","0.503","0","7","0","296","415","0.713","157","398","555","104","89","147","229","248","1356","1380","0.45","0.39",0.614687216681777
"42","Steve Johnson","POR","79","2345","494","889","0.556","0","0","0","342","490","0.698","194","372","566","155","49","76","276","340","1330","1357","0.56","0.18",0.567164179104478
"43","Kevin Willis","ATL","81","2626","538","1003","0.536","1","4","0.25","227","320","0.709","321","528","849","62","65","61","173","313","1304","1610","0.36","0.38",0.496572734196497
"44","Bill Laimbeer","DET","82","2854","506","1010","0.501","6","21","0.286","245","274","0.894","243","712","955","151","72","69","120","283","1263","1857","1.26","0.6",0.442536790469516
"45","Mike Woodson","LAC","74","2126","494","1130","0.437","34","123","0.276","240","290","0.828","68","94","162","196","100","16","168","201","1262","882","1.17","0.6",0.593603010348072
"46","Michael Cage","LAC","80","2922","457","878","0.521","0","3","0","341","467","0.73","354","568","922","131","99","67","171","221","1255","1756","0.77","0.58",0.429500342231348
"47","Brad Daugherty","CLE","80","2695","487","905","0.538","0","0","0","279","401","0.696","152","495","647","304","49","63","248","248","1253","1528","1.23","0.2",0.464935064935065
"48","Chris Mullin","GOS","82","2377","477","928","0.514","19","63","0.302","269","326","0.825","39","142","181","261","98","36","154","217","1242","1156","1.7","0.64",0.522507362221287
"49","Derek Harper","DAL","77","2556","497","993","0.501","76","212","0.358","160","234","0.684","51","148","199","609","167","25","138","195","1230","1522","4.41","1.21",0.481220657276995
"50","Vinnie Johnson","DET","78","2166","533","1154","0.462","4","14","0.286","158","201","0.786","123","134","257","300","92","16","133","159","1228","1096","2.26","0.69",0.566943674976916
