"RANK","PLAYER","TEAM","GP","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS","EFF","AST_TOV","STL_TOV","PPG"
"1","George Gervin","SAN","79","2817","993","1987","0.5","10","36","0.278","555","642","0.864","138","254","392","187","77","45","210","215","2551","1961","0.89","0.37",0.905573304934327
"2","Moses Malone","HOU","81","3398","945","1822","0.519","0","6","0","630","827","0.762","558","630","1188","142","76","125","294","208","2520","2683","0.48","0.26",0.7416127133608
"3","Adrian Dantley","UTH","81","3222","904","1586","0.57","1","3","0.333","648","818","0.792","231","283","514","324","95","14","299","252","2457","2253","1.08","0.32",0.762569832402235
"4","Alex English","DEN","82","3015","855","1553","0.551","0","8","0","372","443","0.84","210","348","558","433","87","120","261","261","2082","2250","1.66","0.33",0.690547263681592
"5","Julius Erving","PHL","81","2789","780","1428","0.546","3","11","0.273","411","539","0.763","220","337","557","319","161","141","214","229","1974","2162","1.49","0.75",0.707780566511294
"6","Gus Williams","SEA","80","2876","773","1592","0.486","9","40","0.225","320","436","0.734","92","152","244","549","172","36","197","163","1875","1744","2.79","0.87",0.651947148817802
"7","Dan Issel","DEN","81","2472","651","1236","0.527","4","6","0.667","546","655","0.834","174","434","608","179","67","55","169","245","1852","1898","1.06","0.4",0.749190938511327
"8","Bernard King","GOS","79","2861","740","1307","0.566","1","5","0.2","352","499","0.705","140","329","469","282","78","23","267","285","1833","1704","1.06","0.29",0.640685075148549
"9","Kareem Abdul-Jabbar","LAL","76","2677","753","1301","0.579","0","3","0","312","442","0.706","172","487","659","225","63","207","230","224","1818","2064","0.98","0.27",0.679118416137467
"10","World Free","GOS","78","2796","650","1452","0.448","10","56","0.179","479","647","0.74","118","130","248","419","71","8","208","222","1789","1357","2.01","0.34",0.639842632331903
"11","Kelly Tripucka","DET","82","3077","636","1281","0.496","5","22","0.227","495","621","0.797","219","224","443","270","89","16","280","241","1772","1539","0.96","0.32",0.575885602859929
"12","Larry Bird","BOS","77","2923","711","1414","0.503","11","52","0.212","328","380","0.863","200","637","837","447","143","66","254","244","1761","2245","1.76","0.56",0.602463222716387
"13","Kiki Vandeweghe","DEN","82","2775","706","1260","0.56","1","13","0.077","347","405","0.857","149","312","461","247","52","29","189","217","1760","1748","1.31","0.28",0.634234234234234
"14","Jamaal Wilkes","LAL","82","2906","744","1417","0.525","0","4","0","246","336","0.732","153","240","393","143","89","24","164","240","1734","1456","0.87","0.54",0.596696490020647
"15","Jay Vincent","DAL","81","2626","719","1448","0.497","1","4","0.25","293","409","0.716","182","383","565","176","89","21","194","308","1732","1544","0.91","0.46",0.65955826351866
"17","Ray Williams","NJN","82","2732","639","1383","0.462","9","54","0.167","387","465","0.832","117","208","325","488","199","43","290","302","1674","1617","1.68","0.69",0.612737920937042
"18","Mychal Thompson","POR","79","3129","681","1303","0.523","0","0","0","280","446","0.628","258","663","921","319","69","107","245","233","1642","2025","1.3","0.28",0.524768296580377
"19","Jack Sikma","SEA","82","3049","581","1212","0.479","2","13","0.154","447","523","0.855","223","815","1038","277","102","107","213","268","1611","2215","1.3","0.48",0.52836995736307
"20","Robert Parish","BOS","80","2534","669","1235","0.542","0","0","0","252","355","0.71","288","578","866","140","68","192","221","267","1590","1966","0.63","0.31",0.627466456195738
"21","Darrell Griffith","UTH","80","2597","689","1429","0.482","15","52","0.288","189","271","0.697","128","177","305","187","95","34","193","213","1582","1188","0.97","0.49",0.609164420485175
"22","Sidney Moncrief","MIL","80","2980","556","1063","0.523","1","14","0.071","468","573","0.817","221","313","534","382","138","22","208","206","1581","1837","1.84","0.66",0.530536912751678
"23","Dennis Johnson","PHX","80","2937","577","1228","0.47","8","42","0.19","399","495","0.806","142","268","410","369","105","55","233","253","1561","1520","1.58","0.45",0.531494722505958
"24","Jim Paxson","POR","82","2756","662","1259","0.526","8","35","0.229","220","287","0.767","75","146","221","276","129","12","144","159","1552","1382","1.92","0.9",0.563134978229318
"25","Artis Gilmore","CHI","82","2796","546","837","0.652","1","1","1","424","552","0.768","224","611","835","136","49","220","227","287","1517","2111","0.6","0.22",0.542560801144492
"26","John Long","DET","69","2211","637","1294","0.492","2","15","0.133","238","275","0.865","95","162","257","148","65","25","167","173","1514","1148","0.89","0.39",0.68475802804161
"27","Reggie Theus","CHI","82","2838","560","1194","0.469","25","100","0.25","363","449","0.808","115","197","312","476","87","16","277","243","1508","1402","1.72","0.31",0.531360112755462
"28","Greg Ballard","WAS","79","2946","621","1307","0.475","9","22","0.409","235","283","0.83","136","497","633","250","137","22","119","204","1486","1675","2.1","1.15",0.504412763068568
"29","Micheal Ray Richardson","NYK","82","3044","619","1343","0.461","19","101","0.188","212","303","0.7","177","388","565","572","213","41","291","317","1469","1754","1.97","0.73",0.482588699080158
"30","Magic Johnson","LAL","78","2991","556","1036","0.537","6","29","0.207","329","433","0.76","252","499","751","743","208","34","286","223","1447","2313","2.6","0.73",0.48378468739552
"31","Norm Nixon","LAL","82","3024","628","1274","0.493","3","12","0.25","181","224","0.808","38","138","176","652","132","7","238","264","1440","1480","2.74","0.56",0.476190476190476
"32","Truck Robinson","PHX","74","2745","579","1128","0.513","1","1","1","255","371","0.687","202","519","721","179","42","28","202","215","1414","1517","0.89","0.21",0.51511839708561
"33","Johnny Davis","IND","82","2664","538","1153","0.467","5","27","0.185","315","394","0.799","72","106","178","346","76","11","186","176","1396","1127","1.86","0.41",0.524024024024024
"34","Tom Chambers","SDC","81","2682","554","1056","0.525","0","2","0","284","458","0.62","211","350","561","146","58","46","220","341","1392","1307","0.66","0.26",0.519015659955257
"35","Ron Brewer","CLE","72","2319","569","1194","0.477","8","31","0.258","211","260","0.812","55","106","161","188","82","30","125","151","1357","1019","1.5","0.66",0.585166019836136
"36","Calvin Natt","POR","75","2599","515","894","0.576","2","8","0.25","294","392","0.75","193","420","613","150","62","36","140","175","1326","1570","1.07","0.44",0.510196229318969
"37","Elvin Hayes","HOU","82","3032","519","1100","0.472","0","5","0","280","422","0.664","267","480","747","144","62","104","208","287","1318","1444","0.69","0.3",0.434696569920844
