"RANK","PLAYER","TEAM","GP","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS","EFF","AST_TOV","STL_TOV","PPG"
"1","James Harden","HOU","81","2981","647","1470","0.44","208","555","0.375","715","824","0.868","75","384","459","565","154","60","321","208","2217","2202","1.76","0.48",0.743710164374371
"2","Stephen Curry","GSW","80","2613","653","1341","0.487","286","646","0.443","308","337","0.914","56","285","341","619","163","16","249","158","1900","2073","2.49","0.66",0.727133562954459
"3","Russell Westbrook","OKC","67","2302","627","1471","0.426","86","288","0.299","546","654","0.835","124","364","488","574","140","14","293","184","1886","1857","1.96","0.48",0.819287576020851
"4","LeBron James","CLE","69","2493","624","1279","0.488","120","339","0.354","375","528","0.71","51","365","416","511","109","49","272","135","1743","1748","1.88","0.4",0.699157641395909
"5","Damian Lillard","POR","82","2925","590","1360","0.434","196","572","0.343","344","398","0.864","49","329","378","507","97","21","222","164","1720","1677","2.28","0.44",0.588034188034188
"6","Klay Thompson","GSW","77","2455","602","1299","0.463","239","545","0.439","225","256","0.879","27","220","247","222","87","60","149","122","1668","1407","1.49","0.58",0.679429735234216
"7","LaMarcus Aldridge","POR","71","2512","659","1415","0.466","37","105","0.352","306","362","0.845","177","549","726","124","48","68","122","125","1661","1693","1.02","0.39",0.661226114649682
"8","Anthony Davis","NOP","68","2455","642","1199","0.535","1","12","0.083","371","461","0.805","173","523","696","149","100","200","95","141","1656","2059","1.57","1.05",0.674541751527495
"9","Kyrie Irving","CLE","75","2730","578","1235","0.468","157","378","0.415","315","365","0.863","55","182","237","389","114","20","186","146","1628","1495","2.09","0.61",0.596336996336996
"10","Chris Paul","LAC","82","2857","568","1170","0.485","139","349","0.398","289","321","0.9","52","324","376","838","156","15","190","203","1564","2125","4.41","0.82",0.547427371368568
"11","Monta Ellis","DAL","80","2699","602","1354","0.445","81","284","0.285","228","303","0.752","34","156","190","329","148","25","198","197","1513","1180","1.66","0.75",0.560577991848833
