"RANK","PLAYER","TEAM","GP","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS","EFF","AST_TOV","STL_TOV","PPG"
"1","Adrian Dantley","UTH","80","3417","909","1627","0.559","2","7","0.286","632","784","0.806","192","317","509","322","109","18","282","245","2452","2258","1.14","0.39",0.717588527948493
"2","Moses Malone","HOU","80","3245","806","1545","0.522","1","3","0.333","609","804","0.757","474","706","1180","141","83","150","308","223","2222","2534","0.46","0.27",0.684745762711864
"3","George Gervin","SAN","82","2765","850","1729","0.492","9","35","0.257","512","620","0.826","126","293","419","260","94","56","251","212","2221","1812","1.04","0.38",0.803254972875226
"4","Kareem Abdul-Jabbar","LAL","80","2976","836","1457","0.574","0","1","0","423","552","0.766","197","624","821","272","59","228","249","244","2095","2476","1.09","0.24",0.703965053763441
"5","Julius Erving","PHL","82","2874","794","1524","0.521","4","18","0.222","422","536","0.787","244","413","657","364","173","147","266","233","2014","2245","1.37","0.65",0.700765483646486
"6","Mike Mitchell","CLE","82","3194","853","1791","0.476","4","9","0.444","302","385","0.784","215","287","502","139","63","52","175","199","2012","1572","0.79","0.36",0.629931120851597
"7","David Thompson","DEN","77","2620","734","1451","0.506","10","39","0.256","489","615","0.795","107","180","287","231","53","60","250","231","1967","1505","0.92","0.21",0.750763358778626
"8","Alex English","DEN","81","3093","768","1555","0.494","3","5","0.6","390","459","0.85","273","373","646","290","106","100","241","255","1929","1974","1.2","0.44",0.623666343355965
"9","Jamaal Wilkes","LAL","81","3028","786","1495","0.526","1","13","0.077","254","335","0.758","146","289","435","235","121","29","207","223","1827","1650","1.14","0.59",0.60336856010568
"10","Bernard King","GOS","81","2914","731","1244","0.588","2","6","0.333","307","437","0.703","178","373","551","287","72","34","265","304","1771","1807","1.08","0.27",0.607755662319835
"11","Dan Issel","DEN","80","2641","614","1220","0.503","2","12","0.167","519","684","0.759","229","447","676","158","83","53","130","249","1749","1818","1.22","0.64",0.662249148049981
"12","Otis Birdsong","KCK","71","2593","710","1306","0.544","10","35","0.286","317","455","0.697","119","139","258","233","93","18","173","172","1747","1442","1.35","0.54",0.673736984188199
"13","Larry Bird","BOS","82","3239","719","1503","0.478","20","74","0.27","283","328","0.863","191","704","895","451","161","63","289","239","1741","2193","1.56","0.56",0.537511577647422
"14","Mike Newlin","NJN","79","2911","632","1272","0.497","10","30","0.333","414","466","0.888","78","141","219","299","87","9","248","237","1688","1362","1.21","0.35",0.579869460666438
"15","Darrell Griffith","UTH","81","2867","716","1544","0.464","10","52","0.192","229","320","0.716","79","209","288","194","106","40","231","219","1671","1149","0.84","0.46",0.582839204743634
"16","Bill Cartwright","NYK","82","2925","619","1118","0.554","0","1","0","408","518","0.788","161","452","613","111","48","83","200","259","1646","1692","0.56","0.24",0.562735042735043
"17","Freeman Williams","SDC","82","1976","642","1381","0.465","48","141","0.34","253","297","0.852","75","54","129","164","91","5","166","157","1585","1025","0.99","0.55",0.802125506072874
