"RANK","PLAYER","TEAM","GP","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS","EFF","AST_TOV","STL_TOV","PPG"
"1","Michael Jordan","CHI","82","3181","881","1893","0.465","30","126","0.238","565","721","0.784","130","345","475","283","141","45","185","151","2357","1948","1.53","0.76",0.740961961647281
"2","Karl Malone","UTA","81","3030","780","1472","0.53","2","6","0.333","628","825","0.761","189","645","834","316","96","70","247","237","2190","2370","1.28","0.39",0.722772277227723
"3","Antoine Walker","BOS","82","3268","722","1705","0.423","91","292","0.312","305","473","0.645","270","566","836","273","142","60","292","262","1840","1708","0.94","0.49",0.563035495716034
"4","Shareef Abdur-Rahim","VAN","82","2950","653","1347","0.485","21","51","0.412","502","640","0.784","227","354","581","213","89","76","257","201","1829","1699","0.83","0.35",0.62
"5","Glen Rice","CHH","82","3295","634","1386","0.457","130","300","0.433","428","504","0.849","89","264","353","182","77","22","182","200","1826","1450","1","0.42",0.554172989377845
"6","Michael Finley","DAL","82","3394","675","1505","0.449","87","244","0.357","326","416","0.784","150","288","438","405","132","30","219","163","1763","1629","1.85","0.6",0.519446081319976
"7","Allen Iverson","PHI","80","3150","649","1407","0.461","70","235","0.298","390","535","0.729","86","210","296","494","176","25","244","200","1758","1602","2.03","0.72",0.558095238095238
"8","Tim Duncan","SAS","82","3204","706","1287","0.549","0","10","0","319","482","0.662","274","703","977","224","55","206","279","254","1731","2170","0.8","0.2",0.540262172284644
"9","Grant Hill","DET","81","3294","615","1361","0.452","3","21","0.143","479","647","0.74","93","530","623","551","143","53","285","196","1712","1883","1.93","0.5",0.5197328476017
"10","Shaquille O'Neal","LAL","60","2175","670","1147","0.584","0","0","0","359","681","0.527","208","473","681","142","39","144","175","193","1699","1731","0.81","0.22",0.781149425287356
"11","Mitch Richmond","SAC","70","2569","543","1220","0.445","130","334","0.389","407","471","0.864","50","179","229","279","88","15","181","154","1623","1312","1.54","0.49",0.631763332035812
"12","Ray Allen","MIL","82","3287","563","1315","0.428","134","368","0.364","342","391","0.875","127","278","405","356","111","12","263","244","1602","1422","1.35","0.42",0.487374505628232
"13","Reggie Miller","IND","81","2795","516","1081","0.477","164","382","0.429","382","440","0.868","46","186","232","171","78","11","128","148","1578","1319","1.34","0.61",0.564579606440072
"14","David Robinson","SAS","73","2457","544","1065","0.511","1","4","0.25","485","660","0.735","239","536","775","199","64","192","202","204","1574","1906","0.99","0.32",0.640618640618641
