"RANK","PLAYER","TEAM","GP","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS","EFF","AST_TOV","STL_TOV","PPG"
"41","Bradley Beal","WAS","73","2530","481","1149","0.419","138","343","0.402","149","189","0.788","54","219","273","243","71","18","128","153","1249","1018","1.9","0.56",0.493675889328063
"41","Greg Monroe","DET","82","2690","504","1015","0.497","0","1","0","241","367","0.657","256","504","760","171","91","47","166","205","1249","1515","1.03","0.55",0.464312267657993
"43","Gordon Hayward","UTA","77","2800","426","1032","0.413","85","280","0.304","311","381","0.816","62","329","391","400","110","40","212","155","1248","1301","1.89","0.52",0.445714285714286
"44","Joe Johnson","BKN","79","2575","462","1018","0.454","162","404","0.401","159","195","0.815","48","222","270","216","47","10","120","129","1245","1076","1.8","0.39",0.483495145631068
"45","Brandon Jennings","DET","80","2728","423","1135","0.373","154","457","0.337","241","321","0.751","59","185","244","609","101","8","215","157","1241","1196","2.83","0.47",0.454912023460411
"46","Serge Ibaka","OKC","81","2666","524","978","0.536","23","60","0.383","156","199","0.784","224","485","709","85","39","219","123","233","1227","1659","0.69","0.32",0.460240060015004
"47","Chandler Parsons","HOU","74","2783","466","987","0.472","130","351","0.37","164","221","0.742","69","340","409","298","88","29","144","168","1226","1328","2.07","0.61",0.440531800215595
"48","Jodie Meeks","LAL","77","2556","413","892","0.463","162","404","0.401","221","258","0.857","30","164","194","138","111","4","111","119","1209","1029","1.24","1",0.473004694835681
"49","Chris Paul","LAC","62","2171","406","870","0.467","78","212","0.368","295","345","0.855","38","230","268","663","154","4","145","157","1185","1615","4.57","1.06",0.545831414094887
"50","Michael Carter-Williams","PHI","70","2414","427","1054","0.405","55","208","0.264","258","367","0.703","101","336","437","441","130","43","247","213","1167","1235","1.79","0.53",0.483429991714996
