"RANK","PLAYER","TEAM","GP","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS","EFF","AST_TOV","STL_TOV","PPG"
"18","Elton Brand","CHI","81","2999","630","1306","0.482","0","2","0","367","536","0.685","348","462","810","155","66","132","228","259","1627","1717","0.68","0.29",0.542514171390464
"19","Allan Houston","NYK","82","3169","614","1271","0.483","106","243","0.436","280","334","0.838","38","233","271","224","65","14","186","219","1614","1291","1.2","0.35",0.509308930261912
"20","Antonio McDyess","DEN","81","2698","614","1211","0.507","0","2","0","323","516","0.626","234","451","685","159","69","139","230","316","1551","1583","0.69","0.3",0.574870274277242
"21","Keith Van Horn","NJN","80","2782","559","1257","0.445","84","228","0.368","333","393","0.847","200","476","676","158","64","60","245","258","1535","1490","0.65","0.26",0.55176132278936
"22","Latrell Sprewell","NYK","82","3276","568","1305","0.435","44","127","0.346","344","397","0.866","49","300","349","332","109","22","226","184","1524","1320","1.47","0.48",0.465201465201465
"23","Sam Cassell","MIL","81","2899","545","1170","0.466","26","90","0.289","390","445","0.876","69","232","301","729","102","8","267","255","1506","1699","2.73","0.38",0.519489479130735
"24","Michael Dickerson","VAN","82","3103","554","1270","0.436","119","291","0.409","269","324","0.83","78","201","279","208","116","45","165","226","1496","1208","1.26","0.7",0.482114083145343
"25","Kobe Bryant","LAL","66","2524","554","1183","0.468","46","144","0.319","331","403","0.821","108","308","416","323","106","62","182","220","1485","1509","1.78","0.58",0.588351822503962
"26","Clifford Robinson","PHX","80","2839","530","1142","0.464","120","324","0.37","298","381","0.782","105","254","359","224","90","61","166","239","1478","1351","1.35","0.54",0.520605847129271
"27","Reggie Miller","IND","81","2987","466","1041","0.448","165","404","0.408","373","406","0.919","50","189","239","187","85","25","129","126","1470","1269","1.45","0.66",0.492132574489454
"28","Shawn Kemp","CLE","82","2492","484","1160","0.417","2","6","0.333","493","635","0.776","231","494","725","138","100","96","291","371","1463","1413","0.47","0.34",0.587078651685393
"29","Jalen Rose","IND","80","2978","563","1196","0.471","77","196","0.393","254","307","0.827","42","345","387","320","84","49","188","234","1457","1423","1.7","0.45",0.489254533243788
"30","Eddie Jones","CHH","72","2807","478","1119","0.427","128","341","0.375","362","419","0.864","81","262","343","305","192","49","160","176","1446","1477","1.91","1.2",0.515140719629498
"31","Dirk Nowitzki","DAL","82","2938","515","1118","0.461","116","306","0.379","289","348","0.83","102","430","532","203","63","68","141","256","1435","1498","1.44","0.45",0.488427501701838
"32","David Robinson","SAS","80","2557","528","1031","0.512","0","2","0","371","511","0.726","193","577","770","142","97","183","164","247","1427","1812","0.87","0.59",0.558075870160344
"32","Paul Pierce","BOS","73","2583","486","1099","0.442","96","280","0.343","359","450","0.798","83","313","396","221","152","62","178","237","1427","1376","1.24","0.85",0.552458381726674
"34","Steve Francis","HOU","77","2776","497","1117","0.445","107","310","0.345","287","365","0.786","152","257","409","507","118","29","306","231","1388","1447","1.66","0.39",0.5
"35","Darrell Armstrong","ORL","82","2590","484","1119","0.433","137","403","0.34","225","247","0.911","65","205","270","501","169","9","248","137","1330","1374","2.02","0.68",0.513513513513513
"36","Jamal Mashburn","MIA","76","2828","515","1158","0.445","112","278","0.403","186","239","0.778","64","317","381","298","79","14","180","215","1328","1224","1.66","0.44",0.46958981612447
"37","Rasheed Wallace","POR","81","2845","542","1045","0.519","8","50","0.16","233","331","0.704","129","437","566","142","87","107","157","216","1325","1469","0.9","0.55",0.46572934973638
"38","Jim Jackson","ATL","79","2767","507","1235","0.411","117","303","0.386","186","212","0.877","101","293","394","230","57","10","185","167","1317","1069","1.24","0.31",0.475966750993856
"39","Vin Baker","SEA","79","2849","514","1129","0.455","2","8","0.25","281","412","0.682","227","378","605","148","47","66","213","288","1311","1218","0.7","0.22",0.46016146016146
"40","Mitch Richmond","WAS","74","2397","447","1049","0.426","93","241","0.386","298","340","0.876","37","176","213","185","110","13","154","191","1285","1008","1.2","0.71",0.536086775135586
"41","Cuttino Mobley","HOU","81","2496","437","1016","0.43","104","292","0.356","299","353","0.847","59","229","288","208","87","32","186","171","1277","1073","1.12","0.47",0.51161858974359
"42","Nick Van Exel","DEN","79","2950","473","1213","0.39","133","401","0.332","196","240","0.817","34","277","311","714","68","11","221","148","1275","1374","3.23","0.31",0.432203389830508
"43","Glen Rice","LAL","80","2530","421","980","0.43","84","229","0.367","346","396","0.874","56","271","327","176","47","12","114","179","1272","1111","1.54","0.41",0.502766798418972
"44","Lamar Odom","LAC","76","2767","449","1024","0.438","59","164","0.36","302","420","0.719","159","436","595","317","91","95","258","291","1259","1406","1.23","0.35",0.45500542103361
"45","Derrick Coleman","CHH","74","2347","446","979","0.456","51","141","0.362","296","377","0.785","124","508","632","175","34","130","173","195","1239","1423","1.01","0.2",0.527907967618236
"46","Larry Hughes","GSW","82","2324","459","1147","0.4","29","125","0.232","279","377","0.74","113","236","349","205","115","28","195","191","1226","942","1.05","0.59",0.527538726333907
"47","Steven Smith","POR","82","2689","420","900","0.467","96","241","0.398","289","340","0.85","123","190","313","209","71","31","117","214","1225","1201","1.79","0.61",0.455559687616214
"48","Juwan Howard","WAS","82","2909","509","1108","0.459","0","7","0","202","275","0.735","132","338","470","247","67","21","225","299","1220","1128","1.1","0.3",0.419388105878309
"49","Tracy McGrady","TOR","79","2462","459","1018","0.451","18","65","0.277","277","392","0.707","188","313","501","263","90","151","160","201","1213","1384","1.64","0.56",0.492688870836718
"50","Terrell Brandon","MIN","71","2587","486","1042","0.466","53","132","0.402","187","208","0.899","44","194","238","629","134","30","184","158","1212","1482","3.42","0.73",0.46849632779281
