"RANK","PLAYER","TEAM","GP","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS","EFF","AST_TOV","STL_TOV","PPG"
"1","Russell Westbrook","OKC","81","2802","824","1941","0.425","200","583","0.343","710","840","0.845","137","727","864","840","132","31","438","190","2558","2740","1.92","0.3",0.912919343326196
"2","James Harden","HOU","81","2947","674","1533","0.44","262","756","0.347","746","881","0.847","95","564","659","907","121","38","464","215","2356","2623","1.96","0.26",0.799457074991517
"3","Isaiah Thomas","BOS","76","2569","682","1473","0.463","245","646","0.379","590","649","0.909","42","162","204","448","70","13","210","167","2199","1874","2.13","0.33",0.855975087582717
"4","Anthony Davis","NOP","75","2708","770","1526","0.505","40","134","0.299","519","647","0.802","172","712","884","157","94","167","181","168","2099","2336","0.87","0.52",0.775110782865583
"5","Karl-Anthony Towns","MIN","82","3030","802","1480","0.542","101","275","0.367","356","428","0.832","296","711","1007","220","56","103","212","241","2061","2485","1.04","0.26",0.68019801980198
"6","Damian Lillard","POR","75","2693","661","1488","0.444","214","579","0.37","488","545","0.895","46","322","368","440","68","20","197","152","2024","1839","2.23","0.35",0.751578165614556
"7","DeMar DeRozan","TOR","74","2620","721","1545","0.467","33","124","0.266","545","647","0.842","70","316","386","290","78","13","180","134","2020","1681","1.61","0.43",0.770992366412214
"8","Stephen Curry","GSW","79","2639","675","1443","0.468","324","789","0.411","325","362","0.898","61","292","353","524","142","17","239","183","1999","1991","2.19","0.59",0.75748389541493
"9","LeBron James","CLE","74","2795","736","1344","0.548","124","342","0.363","358","531","0.674","97","542","639","646","92","44","303","134","1954","2291","2.13","0.3",0.699105545617174
"10","DeMarcus Cousins","NOP","72","2465","647","1432","0.452","131","363","0.361","517","670","0.772","152","642","794","332","100","93","269","278","1942","2054","1.23","0.37",0.787829614604462
"11","Andrew Wiggins","MIN","82","3048","709","1570","0.452","103","289","0.356","412","542","0.76","102","226","328","189","82","30","187","183","1933","1384","1.01","0.44",0.634186351706037
"12","Kawhi Leonard","SAS","74","2475","636","1312","0.485","147","387","0.38","469","533","0.88","80","350","430","260","133","55","154","122","1888","1872","1.69","0.86",0.762828282828283
"13","CJ McCollum","POR","80","2796","692","1441","0.48","185","439","0.421","268","294","0.912","60","229","289","285","72","42","172","202","1837","1578","1.66","0.42",0.657010014306152
"14","Giannis Antetokounmpo","MIL","80","2845","656","1259","0.521","49","180","0.272","471","612","0.77","142","558","700","434","131","151","234","246","1832","2270","1.86","0.56",0.643936731107206
"15","Kemba Walker","CHA","79","2739","643","1449","0.444","240","602","0.399","304","359","0.847","45","263","308","434","85","22","168","119","1830","1650","2.58","0.51",0.668127053669222
"16","Jimmy Butler","CHI","76","2809","570","1252","0.455","91","248","0.367","585","676","0.865","129","341","470","417","143","32","159","112","1816","1946","2.62","0.9",0.646493414026344
"16","Kyrie Irving","CLE","72","2525","671","1420","0.473","177","441","0.401","297","328","0.905","52","178","230","418","83","24","180","157","1816","1611","2.32","0.46",0.719207920792079
"18","John Wall","WAS","78","2836","647","1435","0.451","89","272","0.327","422","527","0.801","59","267","326","831","157","49","322","151","1805","1953","2.58","0.49",0.636459802538787
"19","Bradley Beal","WAS","77","2684","637","1322","0.482","223","552","0.404","282","342","0.825","53","187","240","267","83","21","156","169","1779","1489","1.71","0.53",0.662816691505216
"20","Paul George","IND","75","2689","622","1348","0.461","195","496","0.393","336","374","0.898","58","434","492","251","119","27","220","206","1775","1680","1.14","0.54",0.660096690219412
"21","Klay Thompson","GSW","78","2649","644","1376","0.468","268","647","0.414","186","218","0.853","49","236","285","160","66","40","128","139","1742","1401","1.25","0.52",0.65760664401661
"22","Devin Booker","PHX","78","2731","606","1431","0.423","147","405","0.363","367","441","0.832","46","203","249","268","72","21","241","242","1726","1196","1.11","0.3",0.632002929329916
"23","Carmelo Anthony","NYK","74","2538","602","1389","0.433","151","421","0.359","304","365","0.833","62","376","438","213","60","34","153","198","1659","1403","1.39","0.39",0.653664302600473
"24","Gordon Hayward","UTA","73","2516","545","1156","0.471","149","374","0.398","362","429","0.844","49","345","394","252","73","20","140","117","1601","1522","1.8","0.52",0.636327503974563
"25","Kevin Durant","GSW","62","2070","551","1026","0.537","117","312","0.375","336","384","0.875","39","474","513","300","66","99","138","117","1555","1872","2.17","0.48",0.751207729468599
"26","Brook Lopez","BKN","75","2222","555","1172","0.474","134","387","0.346","295","364","0.81","121","282","403","176","38","124","184","192","1539","1410","0.96","0.21",0.692619261926193
"27","Harrison Barnes","DAL","79","2804","599","1280","0.468","78","222","0.351","242","281","0.861","93","301","394","116","65","15","102","128","1518","1286","1.14","0.64",0.541369472182596
"28","Goran Dragic","MIA","73","2459","534","1124","0.475","117","289","0.405","298","377","0.79","62","217","279","423","89","13","212","199","1483","1406","2","0.42",0.603090687271248
"29","Marc Gasol","MEM","74","2531","532","1160","0.459","104","268","0.388","278","332","0.837","60","404","464","338","67","99","166","171","1446","1566","2.04","0.4",0.571315685499802
"30","Lou Williams","HOU","81","1993","428","998","0.429","163","446","0.365","402","457","0.88","26","176","202","239","80","20","160","92","1421","1177","1.49","0.5",0.712995484194681
"31","Mike Conley","MEM","69","2292","464","1009","0.46","171","419","0.408","316","368","0.859","31","210","241","433","92","19","156","126","1415","1447","2.78","0.59",0.617364746945899
"32","Dennis Schroder","ATL","79","2485","548","1214","0.451","100","294","0.34","218","255","0.855","42","206","248","499","74","16","258","149","1414","1290","1.93","0.29",0.569014084507042
"33","Eric Bledsoe","PHX","66","2176","449","1034","0.434","104","310","0.335","388","458","0.847","52","268","320","418","91","31","224","164","1390","1371","1.87","0.41",0.638786764705882
"34","Kyle Lowry","TOR","60","2244","426","918","0.464","193","468","0.412","299","365","0.819","48","238","286","417","88","19","173","170","1344","1423","2.41","0.51",0.598930481283422
"35","Tobias Harris","DET","82","2566","511","1063","0.481","109","314","0.347","190","226","0.841","63","353","416","142","60","39","96","133","1321","1294","1.48","0.63",0.514809041309431
"36","Blake Griffin","LAC","61","2076","479","971","0.493","38","113","0.336","320","421","0.76","112","385","497","300","57","22","142","157","1316","1457","2.11","0.4",0.633911368015414
"37","Hassan Whiteside","MIA","77","2513","542","973","0.557","0","0","0","225","358","0.628","293","795","1088","57","57","161","154","226","1309","1954","0.37","0.37",0.520891364902507
"38","Jeff Teague","IND","82","2657","402","909","0.442","90","252","0.357","360","415","0.867","33","297","330","639","100","32","216","165","1254","1577","2.96","0.46",0.471960858110651
"39","Paul Millsap","ATL","69","2343","430","972","0.442","75","241","0.311","311","405","0.768","111","422","533","252","90","62","158","186","1246","1389","1.6","0.57",0.531796841655997
"40","LaMarcus Aldridge","SAS","72","2335","500","1049","0.477","23","56","0.411","220","271","0.812","172","351","523","139","46","88","98","158","1243","1341","1.42","0.47",0.532334047109208
"41","Nikola Jokic","DEN","73","2038","494","854","0.578","45","139","0.324","188","228","0.825","212","506","718","359","61","55","171","214","1221","1843","2.1","0.36",0.599116781157998
"42","Eric Gordon","HOU","75","2323","412","1016","0.406","246","661","0.372","147","175","0.84","29","172","201","188","48","41","121","150","1217","942","1.55","0.4",0.523891519586741
"43","Jordan Clarkson","LAL","82","2397","477","1071","0.445","117","356","0.329","134","168","0.798","49","197","246","213","88","8","164","150","1205","968","1.3","0.54",0.502711722987067
"44","Kristaps Porzingis","NYK","66","2164","443","985","0.45","112","314","0.357","198","252","0.786","111","364","475","97","47","129","118","244","1196","1230","0.82","0.4",0.55268022181146
"45","JJ Redick","LAC","78","2198","396","890","0.445","201","468","0.429","180","202","0.891","11","160","171","110","54","13","98","125","1173","907","1.12","0.55",0.533666969972702
"45","Myles Turner","IND","81","2541","444","869","0.511","40","115","0.348","245","303","0.809","139","450","589","106","74","172","105","262","1173","1526","1.01","0.71",0.461629279811098
"45","Serge Ibaka","TOR","79","2422","471","982","0.48","124","317","0.391","107","125","0.856","129","409","538","75","41","124","105","215","1173","1317","0.71","0.39",0.484310487200661
"48","Evan Fournier","ORL","68","2234","408","930","0.439","128","360","0.356","223","277","0.805","44","165","209","202","66","4","141","180","1167","931","1.43","0.47",0.522381378692927
"49","Nicolas Batum","CHA","77","2617","393","975","0.403","135","405","0.333","243","284","0.856","46","435","481","456","86","29","194","109","1164","1399","2.35","0.44",0.444784103935804
"50","Derrick Rose","NYK","64","2082","460","977","0.471","13","60","0.217","221","253","0.874","66","180","246","283","44","17","147","84","1154","1048","1.93","0.3",0.554274735830932
