"RANK","PLAYER","TEAM","GP","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS","EFF","AST_TOV","STL_TOV","PPG"
"1","James Harden","HOU","82","3125","710","1617","0.439","236","657","0.359","720","837","0.86","63","438","501","612","139","51","374","229","2376","2281","1.64","0.37",0.76032
"2","Stephen Curry","GSW","79","2700","805","1598","0.504","402","886","0.454","363","400","0.908","68","362","430","527","169","15","262","161","2375","2424","2.01","0.65",0.87962962962963
"3","Kevin Durant","OKC","72","2578","698","1381","0.505","186","481","0.387","447","498","0.898","45","544","589","361","69","85","250","137","2029","2149","1.44","0.28",0.787044220325834
"4","LeBron James","CLE","76","2709","737","1416","0.52","87","282","0.309","359","491","0.731","111","454","565","514","104","49","249","143","1920","2092","2.06","0.42",0.70874861572536
"5","Damian Lillard","POR","75","2676","618","1474","0.419","229","610","0.375","414","464","0.892","45","257","302","512","65","28","242","165","1879","1638","2.12","0.27",0.702167414050822
"6","Russell Westbrook","OKC","80","2750","656","1444","0.454","101","341","0.296","465","573","0.812","145","481","626","834","163","20","342","200","1878","2283","2.44","0.48",0.682909090909091
"7","Paul George","IND","81","2819","605","1449","0.418","210","566","0.371","454","528","0.86","79","484","563","329","152","29","265","230","1874","1764","1.24","0.57",0.664774742816602
"8","DeMar DeRozan","TOR","78","2804","614","1377","0.446","47","139","0.338","555","653","0.85","64","285","349","315","81","21","175","167","1830","1560","1.8","0.46",0.652639087018545
"9","Isaiah Thomas","BOS","82","2644","591","1382","0.428","167","465","0.359","474","544","0.871","46","197","243","509","91","9","220","167","1823","1594","2.31","0.41",0.689485627836611
"10","Klay Thompson","GSW","80","2666","651","1386","0.47","276","650","0.425","193","221","0.873","35","271","306","166","60","49","138","152","1771","1451","1.2","0.44",0.664291072768192
"11","DeMarcus Cousins","SAC","65","2246","601","1332","0.451","70","210","0.333","476","663","0.718","158","589","747","214","101","92","249","236","1748","1735","0.86","0.41",0.778272484416741
