"RANK","PLAYER","TEAM","GP","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS","EFF","AST_TOV","STL_TOV","PPG"
"12","Kemba Walker","CHA","81","2885","568","1331","0.427","182","490","0.371","371","438","0.847","56","301","357","421","126","39","171","111","1689","1631","2.46","0.74",0.585441941074523
"13","Andrew Wiggins","MIN","81","2845","594","1294","0.459","57","190","0.3","430","565","0.761","105","186","291","164","78","46","182","165","1675","1237","0.9","0.43",0.588752196836555
"14","CJ McCollum","POR","80","2780","641","1431","0.448","197","472","0.417","187","226","0.827","47","212","259","341","97","23","196","187","1666","1361","1.74","0.5",0.599280575539568
"15","Kyle Lowry","TOR","77","2851","512","1198","0.427","212","547","0.388","398","491","0.811","55","310","365","494","158","34","225","211","1634","1681","2.2","0.7",0.573132234303753
"16","Gordon Hayward","UTA","80","2893","521","1202","0.433","143","410","0.349","393","477","0.824","61","336","397","296","95","27","202","183","1578","1426","1.47","0.47",0.545454545454545
"17","Carmelo Anthony","NYK","72","2530","567","1307","0.434","105","310","0.339","334","403","0.829","98","458","556","299","62","38","176","180","1573","1543","1.7","0.35",0.621739130434783
"18","John Wall","WAS","77","2784","572","1349","0.424","115","328","0.351","272","344","0.791","42","337","379","789","145","59","318","159","1531","1736","2.48","0.46",0.54992816091954
"19","Kawhi Leonard","SAS","72","2380","551","1090","0.506","129","291","0.443","292","334","0.874","95","398","493","186","128","71","105","133","1523","1715","1.77","1.22",0.639915966386555
"20","Karl-Anthony Towns","MIN","82","2627","625","1153","0.542","30","88","0.341","223","275","0.811","229","629","858","161","58","138","183","245","1503","1955","0.88","0.32",0.572135515797488
"21","Brook Lopez","BKN","73","2457","591","1157","0.511","2","14","0.143","317","403","0.787","204","369","573","146","58","124","175","215","1501","1575","0.83","0.33",0.610907610907611
"22","Reggie Jackson","DET","79","2424","540","1244","0.434","118","334","0.353","291","337","0.864","58","195","253","492","59","11","223","187","1489","1331","2.21","0.27",0.614273927392739
"23","Anthony Davis","NOP","61","2164","560","1136","0.493","35","108","0.324","326","430","0.758","130","497","627","116","78","125","121","148","1481","1626","0.96","0.65",0.684380776340111
"24","Chris Paul","LAC","74","2420","515","1114","0.462","122","329","0.371","294","328","0.896","39","271","310","738","152","13","194","185","1446","1832","3.8","0.78",0.597520661157025
"25","Khris Middleton","MIL","79","2852","507","1142","0.444","143","361","0.396","277","312","0.888","44","258","302","331","131","19","180","204","1434","1367","1.84","0.73",0.502805049088359
"26","Dwyane Wade","MIA","74","2258","540","1183","0.456","7","44","0.159","322","406","0.793","82","220","302","344","79","42","203","116","1409","1246","1.7","0.39",0.62400354295837
"27","Jimmy Butler","CHI","67","2474","470","1035","0.454","64","205","0.312","395","475","0.832","79","279","358","321","110","43","132","124","1399","1454","2.43","0.83",0.565481002425222
"28","Paul Millsap","ATL","81","2647","501","1066","0.47","74","232","0.319","309","408","0.757","198","534","732","265","147","139","191","237","1385","1813","1.39","0.77",0.523233849641103
"29","Dirk Nowitzki","DAL","75","2364","498","1112","0.448","126","342","0.368","250","280","0.893","52","437","489","132","52","52","84","161","1372","1369","1.57","0.62",0.580372250423012
"30","Giannis Antetokounmpo","MIL","80","2823","513","1013","0.506","28","109","0.257","296","409","0.724","113","499","612","345","94","113","208","258","1350","1693","1.66","0.45",0.478214665249734
"31","LaMarcus Aldridge","SAS","74","2261","536","1045","0.513","0","16","0","259","302","0.858","176","456","632","110","38","81","99","151","1331","1541","1.11","0.38",0.588677576293675
"32","Andre Drummond","DET","81","2666","552","1060","0.521","2","6","0.333","208","586","0.355","395","803","1198","67","119","112","155","245","1314","1769","0.43","0.77",0.492873218304576
"33","Al Horford","ATL","82","2631","529","1048","0.505","88","256","0.344","103","129","0.798","148","448","596","263","68","121","107","163","1249","1645","2.46","0.64",0.474724439376663
"34","Jeff Teague","ATL","79","2255","434","988","0.439","110","274","0.401","261","312","0.837","33","181","214","470","97","24","218","167","1239","1221","2.16","0.45",0.549445676274945
"35","Kevin Love","CLE","77","2424","409","977","0.419","158","439","0.36","258","314","0.822","149","613","762","185","58","41","142","159","1234","1514","1.3","0.41",0.509075907590759
"36","JJ Redick","LAC","75","2097","422","880","0.48","200","421","0.475","182","205","0.888","10","129","139","106","42","5","78","135","1226","959","1.36","0.54",0.584644730567477
"37","Jordan Clarkson","LAL","79","2552","475","1098","0.433","111","320","0.347","164","204","0.804","93","220","313","192","88","7","135","168","1225","1027","1.42","0.65",0.480015673981191
"38","Evan Fournier","ORL","79","2566","429","929","0.462","156","390","0.4","199","238","0.836","33","192","225","214","96","2","133","214","1213","1078","1.61","0.72",0.472720187061574
"39","Greg Monroe","MIL","79","2314","491","941","0.522","0","1","0","228","308","0.74","218","478","696","178","72","67","129","163","1210","1564","1.38","0.56",0.522904062229905
"40","Rudy Gay","SAC","70","2379","466","1007","0.463","74","215","0.344","198","254","0.78","103","353","456","120","100","51","139","184","1204","1195","0.86","0.72",0.506094997898277
"41","Pau Gasol","CHI","72","2291","467","995","0.469","24","69","0.348","229","289","0.792","155","638","793","294","42","146","164","148","1187","1710","1.79","0.26",0.518114360541248
"42","Nikola Vucevic","ORL","65","2037","533","1046","0.51","2","9","0.222","113","150","0.753","174","402","576","179","53","70","123","173","1181","1386","1.46","0.43",0.579774177712322
"43","Will Barton","DEN","82","2353","425","983","0.432","112","325","0.345","216","268","0.806","59","417","476","203","71","39","139","147","1178","1218","1.46","0.51",0.500637484062898
"44","Kobe Bryant","LAL","66","1863","398","1113","0.358","133","467","0.285","232","281","0.826","41","206","247","184","62","13","129","115","1161","774","1.43","0.48",0.623188405797101
"45","Avery Bradley","BOS","76","2536","456","1019","0.447","147","407","0.361","96","123","0.78","48","172","220","158","117","19","109","164","1155","970","1.45","1.07",0.455441640378549
"46","Victor Oladipo","ORL","72","2379","425","970","0.438","98","282","0.348","205","247","0.83","48","297","345","282","116","54","153","174","1153","1210","1.84","0.76",0.484657419083649
"47","Zach LaVine","MIN","82","2294","433","959","0.452","123","316","0.389","161","203","0.793","27","201","228","251","69","17","155","193","1150","992","1.62","0.45",0.501307759372275
"48","Rodney Hood","UTA","79","2541","408","972","0.42","161","449","0.359","172","200","0.86","38","229","267","213","73","16","125","202","1149","1001","1.7","0.58",0.452184179456907
"49","Draymond Green","GSW","81","2808","401","819","0.49","100","258","0.388","229","329","0.696","134","635","769","598","119","113","259","240","1131","1953","2.31","0.46",0.402777777777778
"49","Marcus Morris","DET","80","2856","410","945","0.434","108","298","0.362","203","271","0.749","91","313","404","201","67","23","140","170","1131","1083","1.44","0.48",0.396008403361345
