"RANK","PLAYER","TEAM","GP","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS","EFF","AST_TOV","STL_TOV","PPG"
"1","Paul Pierce","BOS","82","3299","707","1598","0.442","210","520","0.404","520","643","0.809","81","485","566","261","154","86","241","237","2144","1956","1.08","0.64",0.64989390724462
"2","Tim Duncan","SAS","82","3329","764","1504","0.508","1","10","0.1","560","701","0.799","268","774","1042","307","61","203","263","217","2089","2558","1.17","0.23",0.627515770501652
"3","Kobe Bryant","LAL","80","3065","749","1597","0.469","33","132","0.25","488","589","0.829","112","329","441","438","118","35","223","228","2019","1879","1.96","0.53",0.658727569331158
"4","Tracy McGrady","ORL","76","2912","715","1586","0.451","103","283","0.364","415","555","0.748","150","447","597","400","119","73","189","139","1948","1937","2.12","0.63",0.668956043956044
"5","Allen Iverson","PHI","60","2624","665","1669","0.398","78","268","0.291","475","585","0.812","44","225","269","331","168","13","237","102","1883","1313","1.4","0.71",0.717606707317073
"6","Shaquille O'Neal","LAL","67","2421","712","1229","0.579","0","1","0","398","717","0.555","235","480","715","200","41","137","171","199","1822","1908","1.17","0.24",0.752581577860388
"7","Gary Payton","SEA","82","3297","737","1578","0.467","74","236","0.314","267","335","0.797","80","316","396","737","131","26","209","179","1815","1987","3.53","0.63",0.550500454959054
"8","Antoine Walker","BOS","81","3406","666","1689","0.394","222","645","0.344","240","324","0.741","150","564","714","407","122","38","251","237","1794","1717","1.62","0.49",0.526717557251908
"9","Karl Malone","UTA","80","3040","635","1399","0.454","9","25","0.36","509","639","0.797","142","544","686","341","152","59","263","229","1788","1869","1.3","0.58",0.588157894736842
"10","Dirk Nowitzki","DAL","76","2891","600","1258","0.477","139","350","0.397","440","516","0.853","120","635","755","186","83","77","145","222","1779","2001","1.28","0.57",0.615358007609824
"11","Kevin Garnett","MIN","81","3172","659","1401","0.47","37","116","0.319","359","448","0.801","243","738","981","422","96","126","229","184","1714","2279","1.84","0.42",0.540353089533417
"12","Jalen Rose","CHI","83","3156","663","1458","0.455","89","246","0.362","281","335","0.839","43","330","373","355","78","45","201","251","1696","1497","1.77","0.39",0.537389100126743
"13","Stephon Marbury","PHX","82","3187","625","1413","0.442","71","248","0.286","353","452","0.781","75","191","266","666","77","13","284","186","1674","1525","2.35","0.27",0.525258864135551
"14","Shareef Abdur-Rahim","ATL","77","2978","598","1297","0.461","21","70","0.3","419","523","0.801","198","498","696","239","98","81","250","214","1636","1697","0.96","0.39",0.54936198791135
"15","Jerry Stackhouse","DET","76","2686","524","1319","0.397","86","300","0.287","495","577","0.858","77","238","315","403","77","37","266","163","1629","1318","1.52","0.29",0.606478034251675
"16","Antawn Jamison","GSW","82","3033","614","1375","0.447","68","210","0.324","323","440","0.734","211","345","556","161","70","45","161","187","1619","1412","1","0.44",0.533794922518958
"17","Cuttino Mobley","HOU","74","3116","595","1358","0.438","149","377","0.395","267","314","0.85","63","237","300","187","109","37","180","189","1606","1249","1.04","0.61",0.515404364569962
"18","Latrell Sprewell","NYK","81","3328","573","1419","0.404","145","403","0.36","284","346","0.821","59","239","298","313","94","14","223","161","1575","1163","1.4","0.42",0.473257211538462
"19","Allan Houston","NYK","77","2915","568","1301","0.437","136","346","0.393","295","339","0.87","37","215","252","190","54","10","170","182","1567","1126","1.12","0.32",0.537564322469983
"20","Shawn Marion","PHX","81","3108","654","1395","0.469","48","122","0.393","191","226","0.845","211","592","803","162","149","86","144","214","1547","1827","1.13","1.04",0.497747747747748
"21","Wally Szczerbiak","MIN","82","3121","609","1200","0.508","87","191","0.455","226","272","0.831","120","271","391","257","66","21","181","188","1531","1448","1.42","0.37",0.490547901313682
"22","Rasheed Wallace","POR","79","2963","603","1287","0.469","114","317","0.36","201","274","0.734","136","509","645","152","101","101","131","212","1521","1632","1.16","0.77",0.513331083361458
"23","Peja Stojakovic","SAC","71","2648","547","1130","0.484","129","310","0.416","283","323","0.876","72","301","373","175","81","14","140","120","1506","1386","1.25","0.58",0.568731117824773
"24","Jason Terry","ATL","78","2968","524","1219","0.43","172","444","0.387","284","340","0.835","40","230","270","444","144","13","181","156","1504","1443","2.45","0.8",0.506738544474393
"25","Ray Allen","MIL","69","2525","530","1148","0.462","229","528","0.434","214","245","0.873","81","231","312","271","88","18","159","157","1503","1384","1.7","0.55",0.595247524752475
"26","Baron Davis","CHH","82","3320","559","1341","0.417","170","478","0.356","196","338","0.58","93","256","349","698","172","47","246","241","1484","1580","2.84","0.7",0.446987951807229
"26","Vince Carter","TOR","60","2386","559","1307","0.428","121","313","0.387","245","307","0.798","138","175","313","239","94","43","154","191","1484","1209","1.55","0.61",0.621961441743504
"28","Eddie Jones","MIA","81","3155","517","1198","0.432","149","382","0.39","297","355","0.837","61","317","378","262","117","77","148","258","1480","1427","1.77","0.79",0.469096671949287
"29","Steve Nash","DAL","82","2838","525","1088","0.483","156","343","0.455","260","293","0.887","50","204","254","634","53","4","229","164","1466","1586","2.77","0.23",0.516560958421424
"30","Sam Cassell","MIL","74","2605","554","1197","0.463","71","204","0.348","282","328","0.86","54","258","312","493","90","12","177","208","1461","1502","2.79","0.51",0.56084452975048
"31","Elton Brand","LAC","80","3016","532","1010","0.527","0","0","0","389","524","0.742","396","529","925","191","80","163","173","254","1453","2026","1.1","0.46",0.481763925729443
"32","Pau Gasol","MEM","82","3007","551","1064","0.518","1","5","0.2","338","477","0.709","238","492","730","223","41","169","224","195","1441","1728","1","0.18",0.479215164615896
"33","Michael Finley","DAL","69","2754","569","1228","0.463","76","224","0.339","210","251","0.837","90","270","360","230","65","25","117","144","1424","1287","1.97","0.56",0.517066085693537
"34","Michael Jordan","WAS","60","2089","551","1324","0.416","10","53","0.189","263","333","0.79","50","289","339","310","85","26","162","119","1375","1130","1.91","0.53",0.65820966969842
"35","Jermaine O'Neal","IND","72","2708","543","1133","0.479","1","14","0.071","284","413","0.688","188","569","757","118","45","166","174","269","1371","1564","0.68","0.26",0.506277695716396
"36","Glenn Robinson","MIL","66","2346","536","1147","0.467","58","178","0.326","236","282","0.837","70","336","406","168","97","41","174","173","1366","1247","0.97","0.56",0.582267689684569
"37","Andre Miller","CLE","81","3023","474","1045","0.454","22","87","0.253","365","447","0.817","108","271","379","882","126","34","245","228","1335","1858","3.6","0.51",0.44161429043996
"38","Chris Webber","SAC","54","2072","532","1075","0.495","5","19","0.263","253","338","0.749","150","396","546","258","90","76","158","181","1322","1506","1.63","0.57",0.638030888030888
"38","Nick Van Exel","DAL","72","2498","501","1226","0.409","119","350","0.34","201","251","0.801","28","226","254","478","44","11","156","104","1322","1178","3.06","0.28",0.529223378702962
"40","Reggie Miller","IND","79","2889","414","913","0.453","180","443","0.406","296","325","0.911","23","196","219","253","88","10","120","143","1304","1226","2.11","0.73",0.451367255105573
"41","Richard Hamilton","WAS","63","2200","472","1084","0.435","16","42","0.381","300","337","0.89","73","143","216","171","38","14","132","136","1260","918","1.3","0.29",0.572727272727273
"42","Bonzi Wells","POR","74","2351","487","1039","0.469","66","172","0.384","215","290","0.741","121","323","444","204","113","25","191","208","1255","1223","1.07","0.59",0.533815397703105
"43","Steve Francis","HOU","57","2341","420","1007","0.417","68","210","0.324","326","422","0.773","102","299","401","362","71","25","221","172","1234","1189","1.64","0.32",0.527125160187954
"44","Jason Kidd","NJN","82","3056","445","1138","0.391","117","364","0.321","201","247","0.814","130","465","595","808","175","20","286","136","1208","1781","2.83","0.61",0.395287958115183
"45","Keith Van Horn","NJN","81","2462","471","1089","0.433","101","293","0.345","156","195","0.8","137","472","609","164","63","42","146","221","1199","1274","1.12","0.43",0.487002437043054
"46","Rashard Lewis","SEA","71","2584","455","972","0.468","123","316","0.389","162","200","0.81","139","359","498","123","104","40","97","174","1195","1308","1.27","1.07",0.462461300309598
"47","Juwan Howard","DEN","81","2634","462","1005","0.46","0","2","0","261","343","0.761","223","389","612","169","46","47","152","265","1185","1282","1.11","0.3",0.449886104783599
"48","Jeff McInnis","LAC","81","3032","463","1121","0.413","75","234","0.321","183","219","0.836","45","168","213","500","63","6","147","202","1184","1125","3.4","0.43",0.390501319261214
"49","Alonzo Mourning","MIA","75","2453","447","866","0.516","1","3","0.333","283","431","0.657","182","450","632","87","27","186","182","258","1178","1361","0.48","0.15",0.480228291887485
"50","Lamond Murray","CLE","71","2311","430","986","0.436","101","238","0.424","215","263","0.817","81","291","372","157","70","43","141","148","1176","1073","1.11","0.5",0.508870618779749
