"RANK","PLAYER","TEAM","GP","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS","EFF","AST_TOV","STL_TOV","PPG"
"1","Kevin Durant","OKC","82","3239","794","1668","0.476","128","351","0.365","756","840","0.9","105","518","623","231","112","84","271","171","2472","2293","0.85","0.41",0.76319851806113
"2","LeBron James","CLE","76","2966","768","1528","0.503","129","387","0.333","593","773","0.767","71","483","554","651","125","77","261","119","2258","2464","2.49","0.48",0.761294672960216
"3","Dwyane Wade","MIA","77","2792","719","1511","0.476","73","243","0.3","534","702","0.761","107","266","373","501","142","82","252","181","2045","1931","1.99","0.56",0.732449856733524
"4","Dirk Nowitzki","DAL","81","3039","720","1496","0.481","51","121","0.421","536","586","0.915","80","540","620","218","70","79","149","208","2027","2039","1.46","0.47",0.666995722277065
"5","Kobe Bryant","LAL","73","2835","716","1569","0.456","99","301","0.329","439","541","0.811","78","313","391","365","113","20","233","187","1970","1671","1.57","0.49",0.694885361552028
"6","Carmelo Anthony","DEN","69","2634","688","1502","0.458","59","187","0.316","508","612","0.83","152","302","454","222","88","30","209","225","1943","1610","1.06","0.42",0.737661351556568
"7","Amar'e Stoudemire","PHX","82","2838","704","1264","0.557","1","6","0.167","487","632","0.771","230","502","732","82","52","83","213","281","1896","1927","0.39","0.24",0.668076109936575
"8","Zach Randolph","MEM","81","3051","652","1336","0.488","15","52","0.288","362","465","0.778","330","620","950","149","80","34","174","226","1681","1933","0.86","0.46",0.550966896099639
"9","Chris Bosh","TOR","70","2526","600","1158","0.518","8","22","0.364","470","590","0.797","205","554","759","166","43","68","169","170","1678","1867","0.98","0.25",0.664291369754553
"10","Stephen Jackson","CHA","81","3129","600","1418","0.423","129","393","0.328","338","434","0.779","78","323","401","300","132","43","259","197","1667","1370","1.16","0.51",0.532758069670821
"11","David Lee","NYK","81","3019","686","1258","0.545","0","8","0","268","330","0.812","228","721","949","295","85","40","189","257","1640","2186","1.56","0.45",0.543226233852269
"12","Monta Ellis","GSW","64","2647","631","1406","0.449","77","228","0.338","292","388","0.753","47","210","257","340","143","25","244","189","1631","1281","1.39","0.59",0.616169248205516
"13","Derrick Rose","CHI","78","2871","672","1373","0.489","16","60","0.267","259","338","0.766","65","228","293","469","57","27","217","96","1619","1468","2.16","0.26",0.563915012190874
"13","Joe Johnson","ATL","76","2886","635","1386","0.458","129","350","0.369","220","269","0.818","74","279","353","369","82","5","145","145","1619","1483","2.55","0.57",0.560984060984061
"15","Aaron Brooks","HOU","82","2919","575","1331","0.432","209","525","0.398","245","298","0.822","54","161","215","434","69","14","232","199","1604","1295","1.87","0.3",0.549503254539226
"16","Rudy Gay","MEM","80","3175","600","1288","0.466","66","202","0.327","301","400","0.753","115","357","472","153","118","64","169","201","1567","1418","0.91","0.7",0.493543307086614
"17","Brook Lopez","NJN","82","3027","563","1129","0.499","0","2","0","416","509","0.817","270","439","709","187","55","139","204","251","1542","1769","0.92","0.27",0.509415262636274
"18","David West","NOH","81","2949","619","1226","0.505","7","27","0.259","296","342","0.865","164","441","605","239","76","60","173","233","1541","1695","1.38","0.44",0.5225500169549
"19","Carlos Boozer","UTA","78","2673","617","1098","0.562","0","0","0","285","384","0.742","181","693","874","247","84","36","212","270","1519","1968","1.17","0.4",0.568275346053124
"20","Dwight Howard","ORL","82","2843","510","834","0.612","0","7","0","483","816","0.592","284","798","1082","144","75","228","274","287","1503","2101","0.53","0.27",0.528666901160746
"21","Danny Granger","IND","62","2278","488","1139","0.428","158","438","0.361","363","428","0.848","67","275","342","171","94","51","157","183","1497","1282","1.09","0.6",0.657155399473222
