"RANK","PLAYER","TEAM","GP","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS","EFF","AST_TOV","STL_TOV","PPG"
"22","Tyreke Evans","SAC","72","2677","533","1165","0.458","36","141","0.255","348","465","0.748","66","314","380","414","109","26","216","204","1450","1414","1.92","0.51",0.541651101979828
"23","O.J. Mayo","MEM","82","3113","542","1183","0.458","136","355","0.383","212","262","0.809","61","250","311","242","98","17","176","174","1432","1233","1.38","0.56",0.460006424670736
"24","Chauncey Billups","DEN","73","2490","402","962","0.418","157","407","0.386","466","512","0.91","25","203","228","409","82","9","177","153","1427","1372","2.31","0.46",0.573092369477912
"25","Jamal Crawford","ATL","79","2460","496","1105","0.449","163","427","0.382","270","315","0.857","34","167","201","238","61","12","137","132","1425","1146","1.74","0.45",0.579268292682927
"26","Deron Williams","UTA","76","2802","494","1053","0.469","96","259","0.371","335","418","0.801","50","253","303","798","96","16","252","208","1419","1738","3.17","0.38",0.506423982869379
"27","Chris Kaman","LAC","76","2608","589","1202","0.49","0","6","0","230","307","0.749","184","520","704","120","37","94","223","213","1408","1450","0.54","0.17",0.539877300613497
"28","Andre Iguodala","PHI","82","3193","496","1120","0.443","94","303","0.31","315","430","0.733","82","447","529","472","141","55","218","145","1401","1641","2.17","0.65",0.438772314437833
"29","Stephen Curry","GSW","80","2896","528","1143","0.462","166","380","0.437","177","200","0.885","48","308","356","472","152","19","243","252","1399","1517","1.94","0.63",0.483080110497238
"30","Brandon Roy","POR","65","2419","491","1038","0.473","73","221","0.33","343","440","0.78","73","212","285","305","61","16","129","136","1398","1292","2.36","0.47",0.57792476229847
"31","Tim Duncan","SAS","78","2438","561","1082","0.518","2","11","0.182","271","374","0.725","221","567","788","246","45","117","140","152","1395","1827","1.76","0.32",0.572190319934372
"32","LaMarcus Aldridge","POR","78","2922","579","1169","0.495","5","16","0.313","230","304","0.757","192","435","627","160","67","48","104","231","1393","1527","1.54","0.64",0.476728268309377
"33","Corey Maggette","GSW","70","2081","457","886","0.516","13","50","0.26","460","551","0.835","92","281","373","172","51","4","168","231","1387","1299","1.02","0.3",0.666506487265738
"34","Gerald Wallace","CHA","76","3119","456","943","0.484","52","140","0.371","422","544","0.776","150","612","762","161","117","83","178","194","1386","1722","0.9","0.66",0.444373196537352
"35","Andrea Bargnani","TOR","80","2799","537","1143","0.47","121","325","0.372","181","234","0.774","105","388","493","93","25","111","120","215","1376","1319","0.78","0.21",0.491604144337263
"36","Carl Landry","SAC","80","2469","499","931","0.536","1","3","0.333","344","427","0.806","188","280","468","66","55","63","136","234","1343","1344","0.49","0.4",0.543944916970433
"37","Steve Nash","PHX","81","2660","499","985","0.507","124","291","0.426","211","225","0.938","34","234","268","892","42","12","295","108","1333","1752","3.02","0.14",0.501127819548872
"38","Luis Scola","HOU","82","2671","560","1090","0.514","1","5","0.2","208","267","0.779","175","530","705","169","63","26","163","246","1329","1540","1.04","0.39",0.497566454511419
"39","Russell Westbrook","OKC","82","2813","485","1160","0.418","23","104","0.221","329","422","0.78","143","258","401","652","108","34","268","204","1322","1481","2.43","0.4",0.469960895840739
"40","Ray Allen","BOS","80","2819","464","973","0.477","145","399","0.363","231","253","0.913","45","208","253","210","64","25","129","182","1304","1196","1.63","0.5",0.462575381340901
"41","Al Jefferson","MIN","76","2463","560","1125","0.498","0","4","0","181","266","0.68","180","523","703","137","63","98","136","205","1301","1516","1.01","0.46",0.528217620787657
"42","Paul Pierce","BOS","71","2411","409","867","0.472","109","263","0.414","369","433","0.852","39","271","310","218","84","31","166","196","1296","1251","1.31","0.51",0.537536291995023
"43","Jason Terry","DAL","77","2540","456","1041","0.438","136","373","0.365","232","268","0.866","19","121","140","292","94","17","109","142","1280","1093","2.68","0.86",0.503937007874016
"44","Al Harrington","NYK","72","2195","448","1030","0.435","140","409","0.342","240","317","0.757","88","317","405","110","62","26","132","209","1276","1088","0.83","0.47",0.581321184510251
"45","Brandon Jennings","MIL","82","2671","451","1216","0.371","145","388","0.374","223","273","0.817","49","233","282","470","105","18","200","191","1270","1130","2.35","0.53",0.475477349307376
"46","Josh Smith","ATL","81","2871","504","999","0.505","0","7","0","261","422","0.618","223","482","705","342","130","172","198","240","1269","1764","1.73","0.66",0.442006269592476
"47","John Salmons","MIL","81","2825","437","991","0.441","118","309","0.382","253","305","0.83","35","235","270","223","99","26","123","166","1245","1134","1.81","0.81",0.44070796460177
"48","Vince Carter","ORL","75","2310","434","1015","0.428","119","324","0.367","257","306","0.84","33","260","293","236","53","18","106","189","1244","1108","2.23","0.5",0.538528138528139
"49","Jason Richardson","PHX","79","2485","473","998","0.474","157","400","0.393","136","184","0.739","81","323","404","143","66","33","92","169","1239","1220","1.55","0.72",0.498591549295775
"49","Jeff Green","OKC","82","3043","485","1070","0.453","104","312","0.333","165","223","0.74","112","378","490","134","104","72","135","221","1239","1261","0.99","0.77",0.4071639829116
