"RANK","PLAYER","TEAM","GP","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS","EFF","AST_TOV","STL_TOV","PPG"
"39","Chauncey Billups","DET","78","2758","392","996","0.394","130","335","0.388","404","460","0.878","35","241","276","446","84","8","189","177","1318","1283","2.36","0.44",0.477882523567803
"40","Steve Francis","HOU","79","3195","450","1117","0.403","73","250","0.292","337","435","0.775","116","317","433","493","139","35","294","257","1310","1351","1.68","0.47",0.410015649452269
"41","Ray Allen","SEA","56","2152","447","1017","0.44","148","378","0.392","245","271","0.904","69","217","286","268","71","11","156","132","1287","1171","1.72","0.46",0.598048327137547
"42","Andrei Kirilenko","UTA","78","2893","412","931","0.443","68","201","0.338","392","496","0.79","226","403","629","244","150","215","215","174","1284","1684","1.14","0.7",0.443829934324231
"43","Allen Iverson","PHI","48","2041","435","1125","0.387","57","199","0.286","339","455","0.745","34","144","178","324","115","5","209","87","1266","873","1.55","0.55",0.620284174424302
"44","Cuttino Mobley","HOU","80","3230","460","1081","0.426","164","420","0.39","176","217","0.811","40","322","362","258","107","33","180","179","1260","1178","1.43","0.59",0.390092879256966
"45","Zydrunas Ilgauskas","CLE","81","2539","466","965","0.483","2","7","0.286","303","406","0.746","279","374","653","109","39","201","163","277","1237","1474","0.67","0.24",0.487199684915321
"46","Andre Miller","DEN","82","2838","430","941","0.457","12","65","0.185","342","411","0.832","127","239","366","501","142","25","215","194","1214","1453","2.33","0.66",0.427766032417195
"47","Antawn Jamison","DAL","82","2376","488","913","0.535","16","40","0.4","220","294","0.748","233","287","520","70","83","30","81","174","1212","1335","0.86","1.03",0.51010101010101
"48","Donyell Marshall","TOR","82","2988","470","1020","0.461","131","325","0.403","134","182","0.736","210","598","808","122","93","124","117","247","1205","1637","1.04","0.8",0.403279785809906
"49","Gary Payton","LAL","82","2827","482","1024","0.471","55","165","0.333","180","252","0.714","72","270","342","449","96","19","151","169","1199","1340","2.97","0.64",0.424124513618677
"50","Desmond Mason","MIL","82","2534","409","867","0.472","9","39","0.231","356","463","0.769","93","266","359","152","60","24","148","191","1183","1065","1.03","0.41",0.466850828729282
