"RANK","PLAYER","TEAM","GP","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS","EFF","AST_TOV","STL_TOV","PPG"
"1","Alex English","DEN","82","2988","959","1857","0.516","2","12","0.167","406","490","0.829","263","338","601","397","116","126","263","235","2326","2321","1.51","0.44",0.778447121820616
"2","Kiki Vandeweghe","DEN","82","2909","841","1537","0.547","15","51","0.294","489","559","0.875","124","313","437","203","66","38","177","198","2186","1987","1.15","0.37",0.751460983155724
"3","George Gervin","SAN","78","2830","757","1553","0.487","12","33","0.364","517","606","0.853","111","246","357","264","88","67","247","243","2043","1687","1.07","0.36",0.721908127208481
"4","Mark Aguirre","DAL","81","2784","767","1589","0.483","16","76","0.211","429","589","0.728","191","317","508","332","80","26","261","247","1979","1682","1.27","0.31",0.710847701149425
"5","Reggie Theus","CHI","82","2856","749","1567","0.478","21","91","0.231","434","542","0.801","91","209","300","484","143","17","321","281","1953","1650","1.51","0.45",0.683823529411765
"6","Moses Malone","PHL","78","2922","654","1305","0.501","0","1","0","600","788","0.761","445","749","1194","101","89","157","264","206","1908","2346","0.38","0.34",0.652977412731006
"7","Joe Barry Carroll","GOS","79","2988","785","1529","0.513","0","3","0","337","469","0.719","220","468","688","169","108","155","285","260","1907","1866","0.59","0.38",0.638219544846051
"8","Larry Bird","BOS","79","2982","747","1481","0.504","22","77","0.286","351","418","0.84","193","677","870","458","148","71","240","197","1867","2373","1.91","0.62",0.626089872568746
"9","Isiah Thomas","DET","81","3093","725","1537","0.472","36","125","0.288","368","518","0.71","105","223","328","634","199","29","326","318","1854","1756","1.95","0.61",0.599418040737148
"10","Jim Paxson","POR","81","2740","682","1323","0.515","4","25","0.16","388","478","0.812","68","106","174","231","140","17","156","160","1756","1431","1.48","0.9",0.640875912408759
"11","World Free","CLE","73","2638","649","1423","0.456","15","45","0.333","430","583","0.738","92","109","201","290","97","15","209","241","1743","1210","1.39","0.46",0.660727824109174
"12","Dan Issel","DEN","80","2431","661","1296","0.51","4","19","0.211","400","479","0.835","151","445","596","223","83","43","174","227","1726","1783","1.28","0.48",0.709995886466475
"13","Kareem Abdul-Jabbar","LAL","79","2554","722","1228","0.588","0","2","0","278","371","0.749","167","425","592","200","61","170","200","220","1722","1946","1","0.31",0.674236491777604
"14","Marques Johnson","MIL","80","2853","723","1420","0.509","4","20","0.2","264","359","0.735","196","366","562","363","100","56","196","211","1714","1807","1.85","0.51",0.600771118121276
"15","Sidney Moncrief","MIL","76","2710","606","1156","0.524","1","10","0.1","499","604","0.826","192","245","437","300","113","23","197","180","1712","1733","1.52","0.57",0.631734317343173
"16","Darrell Griffith","UTH","77","2787","752","1554","0.484","38","132","0.288","167","246","0.679","100","204","304","270","138","33","252","184","1709","1321","1.07","0.55",0.613204162181557
"17","Terry Cummings","SDC","70","2531","684","1309","0.523","0","1","0","292","412","0.709","303","441","744","177","129","62","204","294","1660","1823","0.87","0.63",0.655867246147768
"18","Calvin Natt","POR","80","2879","644","1187","0.543","3","20","0.15","339","428","0.792","214","385","599","171","63","29","203","184","1630","1657","0.84","0.31",0.566168808614102
