"RANK","PLAYER","TEAM","GP","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS","EFF","AST_TOV","STL_TOV","PPG"
"19","Clark Kellogg","IND","81","2761","680","1420","0.479","4","18","0.222","261","352","0.741","340","520","860","223","141","43","217","298","1625","1844","1.03","0.65",0.588554871423397
"20","Eddie Johnson","KCK","82","2933","677","1370","0.494","20","71","0.282","247","317","0.779","191","310","501","216","70","20","181","259","1621","1484","1.19","0.39",0.552676440504603
"21","Gus Williams","SEA","80","2761","660","1384","0.477","2","43","0.047","278","370","0.751","72","133","205","643","182","26","230","117","1600","1610","2.8","0.79",0.579500181093807
"22","Andrew Toney","PHL","81","2474","626","1250","0.501","22","76","0.289","324","411","0.788","42","183","225","365","80","17","271","255","1598","1303","1.35","0.3",0.64591754244139
"23","Mike Mitchell","SAN","80","2803","686","1342","0.511","0","3","0","219","289","0.758","188","349","537","98","57","52","126","248","1591","1483","0.78","0.45",0.567606136282554
"24","Jamaal Wilkes","LAL","80","2552","684","1290","0.53","0","6","0","203","268","0.757","146","197","343","182","65","17","150","221","1571","1357","1.21","0.43",0.615595611285266
"25","Julius Erving","PHL","72","2421","605","1170","0.517","2","7","0.286","330","435","0.759","173","318","491","263","112","131","196","202","1542","1673","1.34","0.57",0.636926889714994
"26","Jeff Ruland","WAS","79","2862","580","1051","0.552","1","3","0.333","375","544","0.689","293","578","871","234","74","77","297","312","1536","1855","0.79","0.25",0.536687631027254
"26","Kelly Tripucka","DET","58","2252","565","1156","0.489","14","37","0.378","392","464","0.845","126","138","264","237","67","20","187","157","1536","1274","1.27","0.36",0.682060390763766
"28","Walter Davis","PHX","80","2491","665","1289","0.516","7","23","0.304","184","225","0.818","63","134","197","397","117","12","188","186","1521","1391","2.11","0.62",0.610598153352067
"29","Jay Vincent","DAL","81","2726","622","1272","0.489","0","3","0","269","343","0.784","217","375","592","212","70","45","188","295","1513","1520","1.13","0.37",0.555025678650037
"30","Larry Drew","KCK","75","2690","599","1218","0.492","2","16","0.125","310","378","0.82","44","163","207","610","126","10","272","207","1510","1504","2.24","0.46",0.561338289962825
"31","Robert Parish","BOS","78","2459","619","1125","0.55","0","1","0","271","388","0.698","260","567","827","141","79","148","185","222","1509","1896","0.76","0.43",0.613664091093941
"32","Bernard King","NYK","68","2207","603","1142","0.528","0","6","0","280","388","0.722","99","227","326","195","90","13","197","233","1486","1266","0.99","0.46",0.673312188491164
"33","Artis Gilmore","SAN","82","2797","556","888","0.626","0","6","0","367","496","0.74","299","685","984","126","40","192","254","273","1479","2106","0.5","0.16",0.528780836610654
"34","Mike Woodson","KCK","81","2426","584","1154","0.506","7","33","0.212","298","377","0.79","84","164","248","254","137","59","174","203","1473","1348","1.46","0.79",0.60717230008244
"35","Dan Roundfield","ATL","77","2811","561","1193","0.47","5","27","0.185","337","450","0.749","259","621","880","225","60","115","245","239","1464","1754","0.92","0.25",0.520811099252935
"36","Purvis Short","GOS","67","2397","589","1209","0.487","4","15","0.267","255","308","0.828","145","209","354","228","94","14","194","242","1437","1260","1.18","0.49",0.599499374217772
"37","Dominique Wilkins","ATL","82","2697","601","1220","0.493","2","11","0.182","230","337","0.682","226","252","478","129","84","63","180","210","1434","1282","0.72","0.47",0.531701890989989
"38","Greg Ballard","WAS","78","2840","603","1274","0.473","13","37","0.351","182","233","0.781","123","385","508","262","135","25","157","176","1401","1452","1.67","0.86",0.49330985915493
"39","Buck Williams","NJN","82","2961","536","912","0.588","0","4","0","324","523","0.62","365","662","1027","125","91","110","246","270","1396","1928","0.51","0.37",0.471462343802769
"40","Tom Chambers","SDC","79","2665","519","1099","0.472","0","8","0","353","488","0.723","218","301","519","192","79","57","234","333","1391","1289","0.82","0.34",0.521951219512195
"41","Cliff T. Robinson","CLE","77","2601","587","1230","0.477","0","5","0","213","301","0.708","190","666","856","145","61","58","224","272","1387","1552","0.65","0.27",0.533256439830834
"42","Billy Knight","IND","80","2262","512","984","0.52","3","19","0.158","343","408","0.841","152","172","324","192","66","8","193","143","1370","1230","1","0.34",0.605658709106985
"42","Larry Nance","PHX","82","2914","588","1069","0.55","1","3","0.333","193","287","0.672","239","471","710","197","99","217","190","254","1370","1828","1.04","0.52",0.470144131777625
"44","Jack Sikma","SEA","75","2564","484","1043","0.464","0","8","0","400","478","0.837","213","645","858","233","87","65","190","263","1368","1784","1.23","0.46",0.533541341653666
"45","Albert King","NJN","79","2447","582","1226","0.475","6","23","0.261","176","227","0.775","157","299","456","291","95","41","245","278","1346","1289","1.19","0.39",0.55006129955047
"46","Magic Johnson","LAL","79","2907","511","933","0.548","0","21","0","304","380","0.8","214","469","683","829","176","47","301","200","1326","2262","2.75","0.59",0.456140350877193
"46","Rolando Blackman","DAL","75","2349","513","1042","0.492","3","15","0.2","297","381","0.78","108","185","293","185","37","29","118","116","1326","1139","1.57","0.31",0.564495530012771
"48","Herb Williams","IND","78","2513","580","1163","0.499","0","7","0","155","220","0.705","151","432","583","262","54","171","229","230","1315","1508","1.14","0.24",0.523278949462794
"49","Vinnie Johnson","DET","82","2511","520","1013","0.513","11","40","0.275","245","315","0.778","167","186","353","301","93","49","152","263","1296","1377","1.98","0.61",0.516129032258065
"50","Bill Cartwright","NYK","82","2468","455","804","0.566","0","0","0","380","511","0.744","185","405","590","136","41","127","204","315","1290","1500","0.67","0.2",0.522690437601297
