"RANK","PLAYER","TEAM","GP","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS","EFF","AST_TOV","STL_TOV","PPG"
"1","Michael Jordan","CHI","82","3034","990","1837","0.539","29","93","0.312","571","671","0.851","118","374","492","453","223","83","202","229","2580","2682","2.24","1.1",0.850362557679631
"2","Karl Malone","UTH","82","3302","847","1608","0.527","4","14","0.286","684","888","0.77","236","731","967","270","89","79","244","268","2382","2578","1.11","0.37",0.721380981223501
"3","Patrick Ewing","NYK","81","3104","845","1645","0.514","0","6","0","464","623","0.745","194","711","905","244","80","258","291","287","2154","2391","0.84","0.28",0.693943298969072
"4","Chris Mullin","GOS","82","3315","777","1449","0.536","40","133","0.301","513","580","0.884","141","302","443","329","173","63","245","176","2107","2131","1.34","0.71",0.635595776772247
"5","David Robinson","SAN","82","3095","754","1366","0.552","1","7","0.143","592","777","0.762","335","728","1063","208","127","320","270","264","2101","2752","0.77","0.47",0.678836833602585
"5","Dominique Wilkins","ATL","81","3078","770","1640","0.47","85","249","0.341","476","574","0.829","261","471","732","265","123","65","201","156","2101","2117","1.32","0.61",0.682586094866797
"7","Tim Hardaway","GOS","82","3215","739","1551","0.476","97","252","0.385","306","381","0.803","87","245","332","793","214","12","270","228","1881","2075","2.94","0.79",0.5850699844479
"8","Reggie Miller","IND","82","2972","596","1164","0.512","112","322","0.348","551","600","0.918","81","200","281","331","109","13","163","165","1855","1809","2.03","0.67",0.624158815612382
"9","Charles Barkley","PHL","67","2498","665","1167","0.57","44","155","0.284","475","658","0.722","258","422","680","284","110","33","210","173","1849","2061","1.35","0.52",0.740192153722978
"10","Mitch Richmond","GOS","77","3027","703","1424","0.494","40","115","0.348","394","465","0.847","147","305","452","238","126","34","230","207","1840","1668","1.04","0.55",0.60786257020152
"11","Bernard King","WAS","64","2401","713","1511","0.472","8","37","0.216","383","485","0.79","114","205","319","292","56","16","255","187","1817","1345","1.15","0.22",0.75676801332778
"12","Clyde Drexler","POR","82","2852","645","1338","0.482","61","191","0.319","416","524","0.794","212","334","546","493","144","60","232","226","1767","1977","2.13","0.62",0.619565217391304
"12","Hersey Hawkins","PHL","80","3110","590","1251","0.472","108","270","0.4","479","550","0.871","48","262","310","299","178","39","213","182","1767","1648","1.4","0.84",0.568167202572347
"14","Michael Adams","DEN","66","2346","560","1421","0.394","167","564","0.296","465","529","0.879","58","198","256","693","147","6","240","162","1752","1689","2.89","0.61",0.746803069053708
"15","Kevin Johnson","PHX","77","2772","591","1145","0.516","9","44","0.205","519","616","0.843","54","217","271","781","163","11","269","174","1710","2016","2.9","0.61",0.616883116883117
"16","Tony Campbell","MIN","77","2893","652","1502","0.434","16","61","0.262","358","446","0.803","161","185","346","214","121","48","190","204","1678","1279","1.13","0.64",0.580020739716557
"17","James Worthy","LAL","78","3008","716","1455","0.492","26","90","0.289","212","266","0.797","107","249","356","275","104","35","127","117","1670","1520","2.17","0.82",0.555186170212766
"18","Brad Daugherty","CLE","76","2946","605","1155","0.524","0","3","0","435","579","0.751","177","653","830","253","74","46","211","191","1645","1943","1.2","0.35",0.558384249830278
"19","Joe Dumars","DET","80","3046","622","1292","0.481","14","45","0.311","371","417","0.89","62","125","187","443","89","7","189","135","1629","1450","2.34","0.47",0.534799737360473
"20","Ricky Pierce","SEA","78","2167","561","1156","0.485","46","116","0.397","430","471","0.913","67","124","191","168","60","13","147","170","1598","1247","1.14","0.41",0.737425011536687
"21","Rolando Blackman","DAL","80","2965","634","1316","0.482","40","114","0.351","282","326","0.865","63","193","256","301","69","19","159","153","1590","1350","1.89","0.43",0.536256323777403
"22","Antoine Carr","SAC","77","2527","628","1228","0.511","0","3","0","295","389","0.758","163","257","420","191","45","101","171","315","1551","1443","1.12","0.26",0.613771270280966
"23","Larry Nance","CLE","80","2927","635","1211","0.524","2","8","0.25","265","330","0.803","201","485","686","237","66","200","131","219","1537","1954","1.81","0.5",0.525111035189614
