"RANK","PLAYER","TEAM","GP","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS","EFF","AST_TOV","STL_TOV","PPG"
"24","Magic Johnson","LAL","79","2933","466","976","0.477","80","250","0.32","519","573","0.906","105","446","551","989","102","17","314","150","1531","2312","3.15","0.33",0.52199113535629
"25","Derek Harper","DAL","77","2879","572","1226","0.467","89","246","0.362","286","391","0.731","59","174","233","548","147","14","177","222","1519","1525","3.1","0.83",0.527613754775964
"26","Tom Chambers","PHX","76","2475","556","1271","0.437","20","73","0.274","379","459","0.826","104","386","490","194","65","52","177","235","1511","1340","1.1","0.37",0.610505050505051
"27","Reggie Theus","NJN","81","2955","583","1247","0.468","52","144","0.361","292","343","0.851","69","160","229","378","85","35","252","231","1510","1270","1.5","0.34",0.510998307952623
"28","Charles Smith","LAC","74","2703","548","1168","0.469","0","7","0","384","484","0.793","216","392","608","134","81","145","165","267","1480","1563","0.81","0.49",0.547539770625231
"29","Reggie Lewis","BOS","79","2878","598","1219","0.491","1","13","0.077","281","340","0.826","119","291","410","201","98","85","147","234","1478","1445","1.37","0.67",0.513551077136901
"30","Chuck Person","IND","80","2566","620","1231","0.504","69","203","0.34","165","229","0.721","121","296","417","238","56","17","184","221","1474","1343","1.29","0.3",0.574434918160561
"31","Tyrone Corbin","MIN","82","3196","587","1311","0.448","2","10","0.2","296","371","0.798","185","404","589","347","162","53","209","257","1472","1615","1.66","0.78",0.460575719649562
"32","Scottie Pippen","CHI","82","3014","600","1153","0.52","21","68","0.309","240","340","0.706","163","432","595","511","193","93","232","270","1461","1968","2.2","0.83",0.484737889847379
"33","Otis Thorpe","HOU","82","3039","549","988","0.556","3","7","0.429","334","480","0.696","287","559","846","197","73","20","217","278","1435","1769","0.91","0.34",0.472194800921356
"34","Lionel Simmons","SAC","79","2978","549","1301","0.422","3","11","0.273","320","435","0.736","193","504","697","315","113","85","230","249","1421","1534","1.37","0.49",0.477165883143049
"35","John Stockton","UTH","82","3103","496","978","0.507","58","168","0.345","363","434","0.836","46","191","237","1164","234","16","298","233","1413","2213","3.91","0.79",0.455365775056397
"36","Harvey Grant","WAS","77","2842","609","1224","0.498","2","15","0.133","185","249","0.743","179","378","557","204","91","61","125","232","1405","1514","1.63","0.73",0.494370161857847
"37","Pooh Richardson","MIN","82","3154","635","1350","0.47","42","128","0.328","89","165","0.539","82","204","286","734","131","13","174","114","1401","1600","4.22","0.75",0.444197844007609
"38","Vernon Maxwell","HOU","82","2870","504","1247","0.404","172","510","0.337","217","296","0.733","41","197","238","303","127","15","171","179","1397","1087","1.77","0.74",0.486759581881533
"39","Terry Porter","POR","81","2665","486","944","0.515","130","313","0.415","279","339","0.823","52","230","282","649","158","12","189","151","1381","1775","3.43","0.84",0.518198874296435
"40","Kenny Smith","HOU","78","2699","522","1003","0.52","49","135","0.363","287","340","0.844","36","127","163","554","106","11","237","131","1380","1443","2.34","0.45",0.511300481659874
"41","Xavier McDaniel","PHX","81","2634","590","1186","0.497","0","8","0","193","267","0.723","173","384","557","187","76","46","184","264","1373","1385","1.02","0.41",0.521260440394837
"42","Johnny Newman","CHH","81","2477","478","1017","0.47","30","84","0.357","385","476","0.809","94","160","254","188","100","17","189","278","1371","1111","1","0.53",0.553492127573678
"43","Derrick Coleman","NJN","74","2602","514","1100","0.467","13","38","0.342","323","442","0.731","269","490","759","163","71","99","217","217","1364","1534","0.75","0.33",0.524212144504227
"44","Scott Skiles","ORL","79","2714","462","1039","0.445","93","228","0.408","340","377","0.902","57","213","270","660","89","4","252","192","1357","1514","2.62","0.35",0.5
"45","Eddie Johnson","SEA","81","2085","543","1122","0.484","39","120","0.325","229","257","0.891","107","164","271","111","58","9","122","181","1354","1074","0.91","0.48",0.649400479616307
"46","Sherman Douglas","MIA","73","2562","532","1055","0.504","4","31","0.129","284","414","0.686","78","131","209","624","121","5","270","178","1352","1388","2.31","0.45",0.527712724434036
"47","Jeff Hornacek","PHX","80","2733","544","1051","0.518","61","146","0.418","201","224","0.897","74","247","321","409","111","16","130","185","1350","1547","3.15","0.85",0.493962678375412
"48","Glen Rice","MIA","77","2646","550","1193","0.461","71","184","0.386","171","209","0.818","85","296","381","189","101","26","166","216","1342","1192","1.14","0.61",0.507180650037793
"49","Orlando Woolridge","DEN","53","1823","490","983","0.498","0","4","0","350","439","0.797","141","220","361","119","69","23","152","145","1330","1168","0.78","0.45",0.729566648381788
"50","Detlef Schrempf","IND","82","2632","432","831","0.52","15","40","0.375","441","539","0.818","178","482","660","301","58","22","175","262","1320","1689","1.72","0.33",0.501519756838906
