"RANK","PLAYER","TEAM","GP","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS","EFF","AST_TOV","STL_TOV","PPG"
"20","David Robinson","SAN","68","2564","592","1074","0.551","1","8","0.125","393","561","0.701","261","568","829","181","158","305","182","219","1578","2219","1","0.87",0.615444617784711
"21","Larry Johnson","CHH","82","3047","616","1258","0.49","5","22","0.227","339","409","0.829","323","576","899","292","81","51","160","225","1576","2027","1.83","0.51",0.517230062356416
"22","Brad Daugherty","CLE","73","2643","576","1010","0.57","0","2","0","414","533","0.777","191","569","760","262","65","78","185","190","1566","1993","1.42","0.35",0.592508513053349
"23","Hersey Hawkins","PHL","81","3013","521","1127","0.462","91","229","0.397","403","461","0.874","53","218","271","248","157","43","189","174","1536","1402","1.31","0.83",0.509790906073681
"23","Kevin Johnson","PHX","78","2899","539","1125","0.479","10","46","0.217","448","555","0.807","61","231","292","836","116","23","272","180","1536","1838","3.07","0.43",0.529837875129355
"25","Hakeem Olajuwon","HOU","70","2636","591","1177","0.502","0","1","0","328","428","0.766","246","599","845","157","127","304","187","263","1510","2070","0.84","0.68",0.572837632776935
"26","Chuck Person","IND","81","2923","616","1284","0.48","132","354","0.373","133","197","0.675","114","312","426","382","68","18","216","247","1497","1443","1.77","0.32",0.512145056448854
"27","Ron Harper","LAC","82","3144","569","1292","0.44","64","211","0.303","293","398","0.736","120","327","447","417","152","72","252","199","1495","1503","1.66","0.6",0.475508905852417
"28","Terry Porter","POR","82","2784","521","1129","0.461","128","324","0.395","315","368","0.856","51","204","255","477","127","12","188","155","1485","1507","2.54","0.68",0.533405172413793
"29","Kevin Willis","ATL","81","2962","591","1224","0.483","6","37","0.162","292","363","0.804","418","840","1258","173","72","54","197","223","1480","2136","0.88","0.37",0.49966239027684
"30","Reggie Williams","DEN","81","2623","601","1277","0.471","56","156","0.359","216","269","0.803","145","260","405","235","148","68","173","270","1474","1428","1.36","0.86",0.561951963400686
"31","Isiah Thomas","DET","78","2918","564","1264","0.446","25","86","0.291","292","378","0.772","68","179","247","560","118","15","252","194","1445","1347","2.22","0.47",0.495202193283071
"32","Otis Thorpe","HOU","82","3056","558","943","0.592","0","7","0","304","463","0.657","285","577","862","250","52","37","237","307","1420","1840","1.06","0.22",0.464659685863874
"33","Dan Majerle","PHX","82","2853","551","1153","0.478","87","228","0.382","229","303","0.756","148","335","483","274","131","43","102","158","1418","1571","2.69","1.28",0.49702067998598
"34","Michael Adams","WAS","78","2795","485","1233","0.393","125","386","0.324","313","360","0.869","58","252","310","594","145","9","212","162","1408","1459","2.8","0.68",0.503756708407871
"35","Eddie Johnson","SEA","81","2366","534","1164","0.459","27","107","0.252","291","338","0.861","118","174","292","161","55","11","130","199","1386","1098","1.24","0.42",0.585798816568047
"36","Detlef Schrempf","IND","80","2605","496","925","0.536","23","71","0.324","365","441","0.828","202","568","770","312","62","37","191","286","1380","1865","1.63","0.33",0.529750479846449
"37","Larry Nance","CLE","81","2880","556","1032","0.539","0","6","0","263","320","0.822","213","457","670","232","80","243","87","200","1375","1980","2.67","0.92",0.477430555555556
"38","Rolando Blackman","DAL","75","2527","535","1161","0.461","65","169","0.385","239","266","0.898","78","161","239","204","50","22","153","134","1374","1083","1.33","0.33",0.543727740403641
"39","Vernon Maxwell","HOU","80","2700","502","1216","0.413","162","473","0.342","206","267","0.772","37","206","243","326","104","28","178","200","1372","1120","1.83","0.58",0.508148148148148
"40","Armen Gilliam","PHL","81","2771","512","1001","0.511","0","2","0","343","425","0.807","234","426","660","118","51","85","166","176","1367","1544","0.71","0.31",0.493323709852039
"41","Sarunas Marciulionis","GOS","72","2117","491","912","0.538","3","10","0.3","376","477","0.788","68","140","208","243","116","10","193","237","1361","1223","1.26","0.6",0.642890883325461
"42","Pooh Richardson","MIN","82","2922","587","1261","0.466","53","155","0.342","123","178","0.691","91","210","301","685","119","25","204","152","1350","1547","3.36","0.58",0.462012320328542
"43","Sean Elliott","SAN","82","3120","514","1040","0.494","25","82","0.305","285","331","0.861","143","296","439","214","84","29","152","149","1338","1380","1.41","0.55",0.428846153846154
"44","Lionel Simmons","SAC","78","2895","527","1162","0.454","1","5","0.2","281","365","0.77","149","485","634","337","135","132","218","205","1336","1637","1.55","0.62",0.461485319516408
"45","Pervis Ellison","WAS","66","2511","547","1014","0.539","1","3","0.333","227","312","0.728","217","523","740","190","62","177","196","222","1322","1743","0.97","0.32",0.526483472720032
"46","Tony Campbell","MIN","78","2441","527","1137","0.464","13","37","0.351","240","299","0.803","141","145","286","229","84","31","165","206","1307","1103","1.39","0.51",0.535436296599754
"47","John Stockton","UTH","82","3002","453","939","0.482","83","204","0.407","308","366","0.842","68","202","270","1126","244","22","286","234","1297","2129","3.94","0.85",0.432045303131246
"48","Rony Seikaly","MIA","79","2800","463","947","0.489","0","3","0","370","505","0.733","307","627","934","109","40","121","216","278","1296","1665","0.51","0.19",0.462857142857143
"49","Derrick Coleman","NJN","65","2207","483","958","0.504","23","76","0.303","300","393","0.763","203","415","618","205","54","98","248","168","1289","1448","0.83","0.22",0.584050747621205
"50","Moses Malone","MIL","82","2511","440","929","0.474","3","8","0.375","396","504","0.786","320","424","744","93","74","64","150","136","1279","1507","0.62","0.49",0.509358821186778
