"RANK","PLAYER","TEAM","GP","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS","EFF","AST_TOV","STL_TOV","PPG"
"21","Terrell Brandon","CLE","78","2867","575","1313","0.438","101","271","0.373","268","297","0.902","48","253","301","490","138","30","178","177","1519","1533","2.75","0.78",0.529822113707708
"22","Shawn Kemp","SEA","81","2753","526","1032","0.51","12","33","0.364","452","609","0.742","275","532","807","156","125","81","280","320","1516","1742","0.56","0.45",0.550671994188158
"23","Shareef Abdur-Rahim","VAN","80","2804","550","1214","0.453","7","27","0.259","387","519","0.746","216","339","555","175","79","79","225","199","1494","1361","0.78","0.35",0.532810271041369
"24","Joe Smith","GSW","80","3086","587","1293","0.454","12","46","0.261","307","377","0.814","261","418","679","125","74","86","192","244","1493","1489","0.65","0.39",0.483797796500324
"25","Christian Laettner","ATL","82","3134","548","1128","0.486","31","88","0.352","359","440","0.816","212","508","720","223","102","64","218","277","1486","1716","1.02","0.47",0.474154435226548
"26","Chris Webber","WAS","72","2809","604","1167","0.518","60","151","0.397","177","313","0.565","238","505","743","331","122","137","230","258","1445","1849","1.44","0.53",0.514417942328231
"26","Steven Smith","ATL","72","2822","491","1145","0.429","130","388","0.335","333","393","0.847","90","148","238","305","62","23","176","173","1445","1183","1.73","0.35",0.512048192771084
"28","Kenny Anderson","POR","82","3081","485","1137","0.427","132","366","0.361","334","435","0.768","91","272","363","584","162","15","193","222","1436","1614","3.03","0.84",0.466082440765985
"29","Antoine Walker","BOS","82","2972","576","1354","0.425","52","159","0.327","231","366","0.631","288","453","741","262","105","53","230","271","1435","1453","1.14","0.46",0.482839838492598
"30","Kevin Johnson","PHX","70","2656","441","890","0.496","89","202","0.441","439","515","0.852","54","199","253","653","102","12","217","141","1410","1688","3.01","0.47",0.530873493975904
"30","Rod Strickland","WAS","82","3002","515","1105","0.466","13","77","0.169","367","497","0.738","95","240","335","727","143","14","270","166","1410","1639","2.69","0.53",0.469686875416389
"32","Eddie Jones","LAL","80","3000","473","1081","0.438","152","389","0.391","276","337","0.819","90","236","326","270","189","49","169","226","1374","1370","1.6","1.12",0.458
"33","Dale Ellis","DEN","82","2942","477","1151","0.414","192","528","0.364","215","263","0.817","99","194","293","165","60","7","146","178","1361","1018","1.13","0.41",0.462610469068661
"34","Mookie Blaylock","ATL","78","3056","501","1159","0.432","221","604","0.366","131","174","0.753","114","299","413","463","212","20","185","141","1354","1576","2.5","1.15",0.443062827225131
"35","Antonio McDyess","DEN","74","2565","536","1157","0.463","6","35","0.171","274","387","0.708","155","382","537","106","62","126","199","276","1352","1250","0.53","0.31",0.527095516569201
"36","Kerry Kittles","NJN","82","3015","507","1189","0.426","158","419","0.377","175","227","0.771","106","213","319","249","157","35","127","165","1347","1246","1.96","1.24",0.446766169154229
"37","Shaquille O'Neal","LAL","51","1943","552","991","0.557","0","4","0","232","479","0.484","195","445","640","159","46","147","146","180","1336","1496","1.09","0.32",0.687596500257334
"38","Alonzo Mourning","MIA","66","2320","473","885","0.534","1","9","0.111","363","565","0.642","189","467","656","104","56","189","226","272","1310","1475","0.46","0.25",0.564655172413793
"39","Kevin Garnett","MIN","77","2991","549","1100","0.499","6","21","0.286","205","272","0.754","190","428","618","236","105","163","175","199","1309","1638","1.35","0.6",0.437646272149783
"40","Rony Seikaly","ORL","74","2615","460","907","0.507","0","3","0","357","500","0.714","274","427","701","92","49","107","218","275","1277","1418","0.42","0.23",0.488336520076482
"41","Michael Finley","DAL","83","2789","475","1071","0.444","101","280","0.361","198","245","0.808","88","284","372","224","68","24","164","138","1249","1130","1.37","0.42",0.447830763714593
"42","David Wesley","BOS","74","2992","456","974","0.468","103","286","0.36","225","288","0.781","67","197","264","537","162","13","211","221","1240","1424","2.55","0.77",0.414438502673797
"43","Jim Jackson","NJN","77","2830","444","1029","0.431","86","247","0.348","252","310","0.813","132","279","411","316","86","32","208","194","1226","1220","1.52","0.41",0.43321554770318
"44","Clifford Robinson","POR","81","3078","444","1043","0.426","121","350","0.346","215","309","0.696","90","231","321","261","99","66","172","251","1224","1106","1.52","0.58",0.39766081871345
"45","Isaiah Rider","POR","76","2565","456","983","0.464","99","257","0.385","212","261","0.812","94","210","304","198","45","19","212","199","1223","1001","0.93","0.21",0.476803118908382
"46","Loy Vaught","LAC","82","2834","542","1084","0.5","2","12","0.167","134","191","0.702","222","595","817","110","85","25","137","241","1220","1521","0.8","0.62",0.430486944248412
"47","Bryant Reeves","VAN","75","2775","498","1025","0.486","1","11","0.091","216","307","0.704","174","436","610","160","29","67","175","270","1213","1286","0.91","0.17",0.437117117117117
"48","Anfernee Hardaway","ORL","59","2222","421","941","0.447","85","267","0.318","283","345","0.82","82","181","263","332","93","35","145","123","1210","1206","2.29","0.64",0.544554455445545
"49","Nick Van Exel","LAL","79","2948","432","1075","0.402","177","468","0.378","165","200","0.825","44","182","226","672","75","10","212","110","1206","1299","3.17","0.35",0.409090909090909
"50","LaPhonso Ellis","DEN","55","2003","445","1014","0.439","95","259","0.367","218","282","0.773","107","279","386","131","44","41","117","181","1203","1055","1.12","0.38",0.600599101347978
