"RANK","PLAYER","TEAM","GP","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS","EFF","AST_TOV","STL_TOV","PPG"
"1","Michael Jordan","CHI","82","3109","920","1892","0.486","111","297","0.374","480","576","0.833","113","369","482","352","140","44","166","156","2431","2215","2.12","0.84",0.781923448054037
"2","Karl Malone","UTA","82","2998","864","1571","0.55","0","13","0","521","690","0.755","193","616","809","368","113","48","233","217","2249","2478","1.58","0.49",0.750166777851901
"3","Glen Rice","CHH","79","3359","722","1513","0.477","207","440","0.47","464","535","0.867","67","251","318","160","72","26","177","190","2115","1652","0.9","0.41",0.629651682048229
"4","Mitch Richmond","SAC","81","3115","717","1578","0.454","204","477","0.428","457","531","0.861","59","260","319","338","118","24","237","211","2095","1722","1.43","0.5",0.672552166934189
"5","Latrell Sprewell","GSW","80","3350","649","1444","0.449","147","415","0.354","493","585","0.843","58","308","366","507","132","45","322","153","1938","1779","1.58","0.41",0.578507462686567
"6","Hakeem Olajuwon","HOU","78","2851","727","1426","0.51","5","16","0.313","351","446","0.787","173","543","716","236","117","173","281","249","1810","1977","0.84","0.42",0.634864959663276
"7","Kendall Gill","NJN","82","3200","644","1453","0.443","74","220","0.336","427","536","0.797","183","316","499","326","154","46","218","225","1789","1678","1.5","0.71",0.5590625
"8","Allen Iverson","PHI","76","3041","625","1504","0.416","155","455","0.341","382","544","0.702","115","197","312","567","157","24","337","233","1787","1469","1.68","0.47",0.587635646169023
"9","Gary Payton","SEA","82","3214","706","1482","0.476","119","380","0.313","254","355","0.715","106","272","378","583","197","13","215","208","1785","1864","2.71","0.92",0.555382700684505
"10","Patrick Ewing","NYK","78","2887","655","1342","0.488","2","9","0.222","439","582","0.754","175","659","834","156","69","189","269","250","1751","1900","0.58","0.26",0.606511950121233
"10","Reggie Miller","IND","81","2967","552","1244","0.444","229","536","0.427","418","475","0.88","53","233","286","273","75","25","166","172","1751","1495","1.65","0.45",0.590158409167509
"12","Grant Hill","DET","80","3147","625","1259","0.496","10","33","0.303","450","633","0.711","123","598","721","583","144","48","259","186","1710","2130","2.25","0.56",0.543374642516683
"13","Glenn Robinson","MIL","80","3110","669","1438","0.465","63","180","0.35","288","364","0.791","130","372","502","248","103","68","269","225","1689","1496","0.92","0.38",0.543086816720257
"14","Jerry Stackhouse","PHI","81","3169","533","1308","0.407","102","342","0.298","511","667","0.766","156","182","338","253","93","63","316","219","1679","1179","0.8","0.29",0.529820132533922
"15","Tom Gugliotta","MIN","81","3132","592","1339","0.442","24","93","0.258","464","566","0.82","187","515","702","335","130","89","293","237","1672","1786","1.14","0.44",0.533844189016603
"16","Scottie Pippen","CHI","82","3094","648","1366","0.474","156","424","0.368","204","291","0.701","160","371","531","467","154","45","214","213","1656","1834","2.18","0.72",0.535229476405947
"17","Tim Hardaway","MIA","81","3139","575","1384","0.415","203","590","0.344","291","364","0.799","49","228","277","695","151","9","230","165","1644","1664","3.02","0.66",0.523733673144314
"18","Vin Baker","MIL","78","3156","632","1251","0.505","15","54","0.278","358","521","0.687","267","537","804","211","81","112","245","275","1637","1818","0.86","0.33",0.518694550063371
"19","Damon Stoudamire","TOR","81","3314","564","1407","0.401","176","496","0.355","330","401","0.823","86","244","330","709","123","13","288","162","1634","1607","2.46","0.43",0.493059746529873
"20","Juwan Howard","WAS","82","3318","638","1313","0.486","0","2","0","294","389","0.756","202","450","652","311","93","23","246","259","1570","1633","1.26","0.38",0.473176612417119
