"RANK","PLAYER","TEAM","GP","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS","EFF","AST_TOV","STL_TOV","PPG"
"1","Michael Jordan","CHI","82","3197","1034","1964","0.526","92","245","0.376","593","699","0.848","143","422","565","519","227","54","247","241","2753","2835","2.1","0.92",0.861119799812324
"2","Karl Malone","UTH","82","3122","914","1627","0.562","16","43","0.372","696","913","0.762","232","679","911","226","121","50","304","259","2540","2614","0.74","0.4",0.813581037796284
"3","Patrick Ewing","NYK","82","3165","922","1673","0.551","1","4","0.25","502","648","0.775","235","658","893","182","78","327","278","325","2347","2652","0.66","0.28",0.741548183254344
"4","Tom Chambers","PHX","81","3046","810","1617","0.501","24","86","0.279","557","647","0.861","121","450","571","190","88","47","218","260","2201","1982","0.87","0.4",0.722586999343401
"5","Dominique Wilkins","ATL","80","2888","810","1672","0.484","59","183","0.322","459","569","0.807","217","304","521","200","126","47","174","141","2138","1886","1.15","0.72",0.740304709141274
"6","Reggie Miller","IND","82","3192","661","1287","0.514","150","362","0.414","544","627","0.868","95","200","295","311","110","18","222","175","2016","1819","1.4","0.5",0.631578947368421
"7","Hakeem Olajuwon","HOU","82","3124","806","1609","0.501","1","6","0.167","382","536","0.713","299","850","1149","234","174","376","316","314","1995","2655","0.74","0.55",0.638604353393086
"8","David Robinson","SAN","82","3002","690","1300","0.531","0","2","0","613","837","0.732","303","680","983","164","138","319","257","259","1993","2506","0.64","0.54",0.663890739506995
"9","Charles Barkley","PHL","79","3085","706","1177","0.6","20","92","0.217","557","744","0.749","361","548","909","307","148","50","243","250","1989","2502","1.26","0.61",0.644732576985413
"10","Chris Mullin","GOS","78","2830","682","1272","0.536","87","234","0.372","505","568","0.889","130","333","463","319","123","45","239","142","1956","2014","1.34","0.52",0.691166077738516
"11","Tony Campbell","MIN","82","3164","723","1581","0.457","9","54","0.167","448","569","0.787","209","242","451","213","111","31","251","260","1903","1479","0.85","0.44",0.601453855878635
"12","Bernard King","WAS","82","2687","711","1459","0.487","3","23","0.13","412","513","0.803","129","275","404","376","51","7","248","230","1837","1578","1.52","0.21",0.683662076665426
"13","Jeff Malone","WAS","75","2567","781","1592","0.491","1","6","0.167","257","293","0.877","54","152","206","243","48","6","125","116","1820","1351","1.94","0.38",0.708998831320608
"13","Larry Bird","BOS","75","2944","718","1517","0.473","65","195","0.333","319","343","0.93","90","622","712","562","106","61","243","173","1820","2195","2.31","0.44",0.61820652173913
"15","Terry Cummings","SAN","81","2821","728","1532","0.475","19","59","0.322","343","440","0.78","226","451","677","219","110","52","202","286","1818","1773","1.08","0.55",0.644452321871677
"16","Magic Johnson","LAL","79","2937","546","1138","0.48","106","276","0.384","567","637","0.89","128","394","522","907","132","34","289","167","1765","2409","3.14","0.46",0.600953353762342
"17","Wayman Tisdale","SAC","79","2937","726","1383","0.525","0","6","0","306","391","0.783","185","410","595","108","54","54","153","251","1758","1674","0.71","0.35",0.598569969356486
"18","Mitch Richmond","GOS","78","2799","640","1287","0.497","34","95","0.358","406","469","0.866","98","262","360","223","98","24","201","210","1720","1514","1.11","0.49",0.614505180421579
"19","Kevin McHale","BOS","82","2722","648","1181","0.549","23","69","0.333","393","440","0.893","201","476","677","172","30","157","183","250","1712","1985","0.94","0.16",0.628949301983835
"20","Clyde Drexler","POR","73","2683","670","1357","0.494","30","106","0.283","333","430","0.774","208","299","507","432","145","51","191","222","1703","1863","2.26","0.76",0.634737234439061
"21","James Worthy","LAL","80","2960","711","1298","0.548","15","49","0.306","248","317","0.782","160","318","478","288","99","49","160","190","1685","1783","1.8","0.62",0.569256756756757
"22","Kevin Johnson","PHX","74","2782","578","1159","0.499","8","41","0.195","501","598","0.838","42","228","270","846","95","14","263","143","1665","1949","3.22","0.36",0.598490294751977
"23","Charles Smith","LAC","78","2732","595","1145","0.52","1","12","0.083","454","572","0.794","177","347","524","114","86","119","162","294","1645","1658","0.7","0.53",0.60212298682284
"24","Rolando Blackman","DAL","80","2934","626","1256","0.498","13","43","0.302","287","340","0.844","88","192","280","289","77","21","174","128","1552","1362","1.66","0.44",0.528970688479891
"25","Moses Malone","ATL","81","2735","517","1077","0.48","1","9","0.111","493","631","0.781","364","448","812","130","47","84","232","158","1528","1671","0.56","0.2",0.558683729433272
"26","Chuck Person","IND","77","2714","605","1242","0.487","94","253","0.372","211","270","0.781","126","319","445","230","53","20","170","217","1515","1397","1.35","0.31",0.558216654384672
"26","Hersey Hawkins","PHL","82","2856","522","1136","0.46","84","200","0.42","387","436","0.888","85","219","304","261","130","28","185","217","1515","1390","1.41","0.7",0.53046218487395
"28","Isiah Thomas","DET","81","2993","579","1322","0.438","42","136","0.309","292","377","0.775","74","234","308","765","139","19","322","206","1492","1573","2.38","0.43",0.498496491814233
"29","Derek Harper","DAL","82","3007","567","1161","0.488","89","240","0.371","250","315","0.794","54","190","244","609","187","26","207","224","1473","1673","2.94","0.9",0.489857000332557
"30","Xavier McDaniel","SEA","69","2432","611","1233","0.496","5","17","0.294","244","333","0.733","165","282","447","171","73","36","187","231","1471","1300","0.91","0.39",0.604851973684211
"31","Lafayette Lever","DEN","79","2832","568","1283","0.443","36","87","0.414","271","337","0.804","230","504","734","517","168","13","156","172","1443","1938","3.31","1.08",0.509533898305085
"32","Reggie Theus","ORL","76","2350","517","1178","0.439","26","105","0.248","378","443","0.853","75","146","221","407","60","12","226","194","1438","1186","1.8","0.27",0.611914893617021
"33","Terry Catledge","ORL","74","2462","546","1152","0.474","2","8","0.25","341","486","0.702","271","292","563","72","36","17","181","201","1435","1191","0.4","0.2",0.582859463850528
"34","Alex English","DEN","80","2211","635","1293","0.491","2","5","0.4","161","183","0.88","119","167","286","225","51","23","93","130","1433","1245","2.42","0.55",0.64812302125735
"35","Mark Price","CLE","73","2706","489","1066","0.459","152","374","0.406","300","338","0.888","66","185","251","666","114","5","214","89","1430","1637","3.11","0.53",0.528455284552846
"36","Terry Porter","POR","80","2781","448","969","0.462","89","238","0.374","421","472","0.892","59","213","272","726","151","4","245","150","1406","1742","2.96","0.62",0.505573534699748
"37","Otis Thorpe","HOU","82","2947","547","998","0.548","0","10","0","307","446","0.688","258","476","734","261","66","24","229","270","1401","1667","1.14","0.29",0.475398710553105
"38","Hot Rod Williams","CLE","82","2776","528","1070","0.493","0","0","0","325","440","0.739","220","443","663","168","86","167","143","214","1381","1665","1.18","0.6",0.497478386167147
"39","Ricky Pierce","MIL","59","1709","503","987","0.51","46","133","0.346","307","366","0.839","64","103","167","133","50","7","129","158","1359","1044","1.03","0.39",0.795201872440023
"40","Rodney McCray","SAC","82","3238","537","1043","0.515","11","42","0.262","273","348","0.784","192","477","669","377","60","70","174","176","1358","1779","2.17","0.35",0.419394688079061
"41","Scottie Pippen","CHI","82","3148","562","1150","0.489","28","112","0.25","199","295","0.675","150","397","547","444","211","101","278","298","1351","1692","1.6","0.76",0.429161372299873
"42","John Stockton","UTH","78","2915","472","918","0.514","47","113","0.416","354","432","0.819","57","149","206","1134","207","18","272","233","1345","2114","4.17","0.76",0.461406518010292
"43","Danny Ainge","SAC","75","2727","506","1154","0.438","108","289","0.374","222","267","0.831","69","257","326","453","113","18","185","238","1342","1374","2.45","0.61",0.492115878254492
"44","Reggie Lewis","BOS","79","2522","540","1089","0.496","4","15","0.267","256","317","0.808","109","238","347","225","88","63","120","216","1340","1333","1.88","0.73",0.531324345757335
"45","Joe Dumars","DET","75","2578","508","1058","0.48","22","55","0.4","297","330","0.9","60","152","212","368","63","2","145","129","1335","1252","2.54","0.43",0.517843289371606
"46","Kevin Duckworth","POR","82","2462","548","1146","0.478","0","0","0","231","312","0.74","184","325","509","91","36","34","171","271","1327","1147","0.53","0.21",0.538992688870837
"47","Terry Teagle","GOS","82","2376","538","1122","0.48","3","14","0.214","244","294","0.83","114","253","367","155","91","15","144","231","1323","1173","1.08","0.63",0.556818181818182
"48","Jerome Kersey","POR","82","2843","519","1085","0.478","3","20","0.15","269","390","0.69","251","439","690","188","121","63","144","304","1310","1541","1.31","0.84",0.460780865283152
"49","Dale Ellis","SEA","55","2033","502","1011","0.497","96","256","0.375","193","236","0.818","90","148","238","110","59","7","119","124","1293","1036","0.92","0.5",0.636005902606985
"50","Willie Anderson","SAN","82","2788","532","1082","0.492","7","26","0.269","217","290","0.748","115","257","372","364","111","58","198","252","1288","1372","1.84","0.56",0.461979913916786
