"RANK","PLAYER","TEAM","GP","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS","EFF","AST_TOV","STL_TOV","PPG"
"39","Mark Price","CLE","80","2626","493","974","0.506","72","148","0.486","221","252","0.877","54","126","180","480","99","12","184","119","1279","1354","2.61","0.54",0.487052551408987
"41","Walter Berry","SAN","73","1922","540","960","0.563","0","0","0","192","320","0.6","176","219","395","110","55","63","162","207","1272","1185","0.68","0.34",0.661810613943809
"42","Danny Ainge","BOS","81","3018","482","982","0.491","148","357","0.415","158","180","0.878","59","190","249","503","115","17","153","203","1270","1479","3.29","0.75",0.420808482438701
"43","Wayman Tisdale","IND","79","2378","511","998","0.512","0","2","0","246","314","0.783","168","323","491","103","54","34","145","274","1268","1250","0.71","0.37",0.533221194280908
"44","Kevin Duckworth","POR","78","2223","450","907","0.496","0","0","0","331","430","0.77","224","352","576","66","31","32","177","280","1231","1203","0.37","0.18",0.553756185335133
"45","Terry Porter","POR","82","2991","462","890","0.519","24","69","0.348","274","324","0.846","65","313","378","831","150","16","244","204","1222","1875","3.41","0.62",0.408559010364427
"46","Walter Davis","PHX","68","1951","488","1031","0.473","36","96","0.375","205","231","0.887","32","127","159","278","86","3","126","131","1217","1048","2.21","0.68",0.623782675551
"47","Chris Mullin","GOS","60","2033","470","926","0.508","34","97","0.351","239","270","0.885","58","147","205","290","113","32","156","136","1213","1210","1.86","0.72",0.596655189375307
"48","John Stockton","UTH","82","2842","454","791","0.574","24","67","0.358","272","324","0.84","54","183","237","1128","242","16","262","247","1204","2176","4.31","0.92",0.423645320197044
"49","Bernard King","WAS","69","2044","470","938","0.501","1","6","0.167","247","324","0.762","86","194","280","192","49","10","211","202","1188","963","0.91","0.23",0.581213307240705
"50","Cliff T. Robinson","PHL","62","2110","483","1041","0.464","2","9","0.222","210","293","0.717","116","289","405","131","79","39","161","192","1178","1030","0.81","0.49",0.558293838862559
