"RANK","PLAYER","TEAM","GP","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS","EFF","AST_TOV","STL_TOV"
"1","Jack Sikma","SEA","82","2993","576","1155","0.499","0","2","0","411","480","0.856","225","686","911","327","95","92","236","301","1563","2104","1.39","0.4"
"2","Bill Laimbeer","DET","82","2864","553","1044","0.53","0","11","0","316","365","0.866","329","674","1003","149","49","84","151","273","1422","2016","0.99","0.33"
"3","Jeff Ruland","WAS","75","3082","599","1035","0.579","1","7","0.143","466","636","0.733","265","657","922","296","68","72","342","285","1665","2075","0.87","0.2"
"4","Buck Williams","NJN","81","3003","495","926","0.535","0","4","0","284","498","0.57","355","645","1000","130","81","125","237","298","1274","1728","0.55","0.34"
"5","Ralph Sampson","HOU","82","2693","716","1369","0.523","1","4","0.25","287","434","0.661","293","620","913","163","70","197","294","339","1720","1969","0.55","0.24"
"6","Larry Bird","BOS","79","3028","758","1542","0.492","18","73","0.247","374","421","0.888","181","615","796","520","144","69","237","197","1908","2369","2.19","0.61"
"7","Robert Parish","BOS","80","2867","623","1140","0.546","0","0","0","274","368","0.745","243","614","857","139","55","116","184","266","1520","1892","0.76","0.3"
"8","Moses Malone","PHL","71","2613","532","1101","0.483","0","4","0","545","727","0.75","352","598","950","96","71","110","250","188","1609","1835","0.38","0.28"
"9","Cliff T. Robinson","CLE","73","2402","533","1185","0.45","1","2","0.5","234","334","0.701","156","597","753","185","51","32","187","195","1301","1383","0.99","0.27"
"10","David Greenwood","CHI","78","2718","369","753","0.49","0","1","0","213","289","0.737","214","572","786","139","67","72","149","265","951","1406","0.93","0.45"
"11","Rick Mahorn","WAS","82","2701","307","605","0.507","0","0","0","125","192","0.651","169","569","738","131","62","123","142","358","739","1286","0.92","0.44"
"12","Maurice Lucas","PHX","75","2309","451","908","0.497","0","5","0","293","383","0.765","208","517","725","203","55","39","177","235","1195","1493","1.15","0.31"
"13","Dan Roundfield","ATL","73","2610","503","1038","0.485","0","11","0","374","486","0.77","206","515","721","184","61","74","205","221","1380","1568","0.9","0.3"
"14","Pat Cummings","DAL","80","2492","452","915","0.494","0","2","0","141","190","0.742","151","507","658","158","64","23","146","282","1045","1290","1.08","0.44"
"15","Clark Kellogg","IND","79","2676","619","1193","0.519","7","21","0.333","261","340","0.768","230","489","719","234","121","28","218","242","1506","1737","1.07","0.56"
"16","James Donaldson","SDC","82","2525","360","604","0.596","0","0","0","249","327","0.761","165","484","649","90","40","139","171","214","969","1394","0.53","0.23"
"17","Bill Cartwright","NYK","77","2487","453","808","0.561","0","1","0","404","502","0.805","195","454","649","107","44","97","200","262","1310","1554","0.54","0.22"
"17","Terry Cummings","SDC","81","2907","737","1491","0.494","0","3","0","380","528","0.72","323","454","777","139","92","57","218","298","1854","1799","0.64","0.42"
"19","Mychal Thompson","POR","79","2648","487","929","0.524","0","2","0","266","399","0.667","235","453","688","308","84","108","235","237","1240","1618","1.31","0.36"
"20","Larry Nance","PHX","82","2899","601","1044","0.576","0","7","0","249","352","0.707","227","451","678","214","86","174","177","274","1451","1880","1.21","0.49"
"21","Artis Gilmore","SAN","64","2034","351","556","0.631","0","3","0","280","390","0.718","213","449","662","70","36","132","149","229","982","1418","0.47","0.24"
"21","LaSalle Thompson","KCK","80","1915","333","637","0.523","0","0","0","160","223","0.717","260","449","709","86","71","145","168","327","826","1302","0.51","0.42"
