"RANK","PLAYER","TEAM","GP","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS","EFF","AST_TOV","STL_TOV"
"1","Bill Laimbeer","DET","82","2891","545","1107","0.492","4","14","0.286","266","319","0.834","305","770","1075","146","59","65","133","291","1360","1957","1.1","0.44"
"2","Charles Barkley","PHL","80","2952","595","1041","0.572","17","75","0.227","396","578","0.685","354","672","1026","312","173","125","350","333","1603","2261","0.89","0.49"
"3","Buck Williams","NJN","82","3070","500","956","0.523","0","2","0","301","445","0.676","329","657","986","131","73","96","244","294","1301","1743","0.54","0.3"
"4","James Donaldson","DAL","83","2682","256","459","0.558","0","0","0","204","254","0.803","171","624","795","96","28","139","123","189","716","1398","0.78","0.23"
"5","Ralph Sampson","HOU","79","2864","624","1280","0.488","2","15","0.133","241","376","0.641","258","621","879","283","99","129","285","308","1491","1805","0.99","0.35"
"6","Larry Bird","BOS","82","3113","796","1606","0.496","82","194","0.423","441","492","0.896","190","615","805","557","166","51","266","182","2115","2567","2.09","0.62"
"7","Jack Sikma","SEA","80","2790","508","1100","0.462","0","13","0","355","411","0.864","146","602","748","301","92","73","214","293","1371","1723","1.41","0.43"
"8","Karl Malone","UTH","81","2475","504","1016","0.496","0","2","0","195","405","0.481","174","544","718","236","105","44","279","295","1203","1305","0.85","0.38"
"9","Herb Williams","IND","78","2770","627","1275","0.492","1","12","0.083","294","403","0.73","172","538","710","174","50","184","210","244","1549","1700","0.83","0.24"
"10","Moses Malone","PHL","74","2706","571","1246","0.458","0","1","0","617","784","0.787","339","533","872","90","67","71","261","194","1759","1756","0.35","0.26"
"11","Robert Parish","BOS","81","2567","530","966","0.549","0","0","0","245","335","0.731","246","524","770","145","65","116","187","215","1305","1688","0.78","0.35"
"12","LaSalle Thompson","SAC","80","2377","411","794","0.518","0","1","0","202","276","0.732","252","518","770","168","71","109","184","295","1024","1501","0.91","0.39"
"13","Mark Eaton","UTH","80","2551","277","589","0.47","0","0","0","122","202","0.604","172","503","675","101","33","369","157","282","676","1305","0.64","0.21"
"14","Cliff T. Robinson","WAS","78","2563","595","1255","0.474","1","3","0.333","269","353","0.762","180","500","680","186","98","44","206","217","1460","1518","0.9","0.48"
