"RANK","PLAYER","TEAM","GP","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS","EFF","AST_TOV","STL_TOV"
"1","Kevin Garnett","MIN","82","3121","683","1360","0.502","6","25","0.24","445","549","0.811","247","861","1108","466","121","112","222","207","1817","2621","2.1","0.55"
"2","Shawn Marion","PHX","81","3147","613","1289","0.476","114","341","0.334","229","275","0.833","235","680","915","154","163","119","125","199","1569","2073","1.23","1.3"
"3","Dirk Nowitzki","DAL","78","3020","663","1445","0.459","91","228","0.399","615","708","0.869","96","661","757","240","97","119","176","219","2032","2194","1.36","0.55"
"3","Kurt Thomas","NYK","80","2855","424","901","0.471","2","4","0.5","66","84","0.786","170","661","831","160","70","79","99","310","916","1462","1.62","0.71"
"5","Ben Wallace","DET","74","2671","295","651","0.453","1","9","0.111","130","304","0.428","292","610","902","123","106","176","82","159","721","1416","1.5","1.29"
"6","Drew Gooden","CLE","82","2523","464","943","0.492","5","28","0.179","251","310","0.81","207","546","753","130","77","76","133","233","1184","1549","0.98","0.58"
"7","Dwight Howard","ORL","82","2671","352","677","0.52","0","2","0","277","413","0.671","287","536","823","75","77","136","165","232","981","1466","0.46","0.47"
"8","Marcus Camby","DEN","66","2015","279","600","0.465","0","4","0","125","173","0.723","131","530","661","152","61","199","103","177","683","1284","1.48","0.59"
"8","Tim Duncan","SAS","66","2203","517","1042","0.496","3","9","0.333","305","455","0.67","202","530","732","179","45","174","127","144","1342","1670","1.41","0.35"
"10","Chris Bosh","TOR","81","3015","473","1005","0.471","3","10","0.3","412","542","0.76","194","524","718","153","76","113","187","226","1361","1572","0.82","0.41"
"11","Emeka Okafor","CHA","73","2598","448","1003","0.447","0","1","0","209","343","0.609","275","520","795","64","62","125","125","214","1105","1337","0.51","0.5"
"12","Lamar Odom","LAL","64","2320","366","774","0.473","36","117","0.308","207","298","0.695","134","519","653","238","42","65","161","211","975","1313","1.48","0.26"
"13","Tyson Chandler","CHI","80","2189","207","419","0.494","0","2","0","226","336","0.673","261","514","775","65","69","141","118","268","640","1250","0.55","0.59"
"14","Antoine Walker","BOS","77","2955","581","1377","0.422","110","341","0.323","201","373","0.539","182","513","695","265","89","58","253","217","1473","1359","1.05","0.35"
"15","Shaquille O'Neal","MIA","73","2490","658","1095","0.601","0","0","0","353","765","0.461","253","507","760","200","36","171","203","262","1669","1784","0.99","0.18"
"16","Troy Murphy","GSW","70","2375","392","947","0.414","59","148","0.399","233","319","0.73","251","505","756","97","53","33","108","190","1076","1266","0.9","0.49"
"17","Amar'e Stoudemire","PHX","80","2886","747","1336","0.559","3","16","0.188","583","795","0.733","219","494","713","131","77","130","189","278","2080","2141","0.69","0.41"
"18","Udonis Haslem","MIA","80","2675","346","641","0.54","0","4","0","178","225","0.791","239","487","726","108","63","41","113","260","870","1353","0.96","0.56"
"19","Chris Webber","PHI","67","2371","555","1283","0.433","15","44","0.341","181","228","0.794","130","482","612","318","94","53","182","214","1306","1426","1.75","0.52"
"19","Reggie Evans","SEA","79","1880","131","275","0.476","0","2","0","125","234","0.534","254","482","736","58","58","15","104","202","387","897","0.56","0.56"
"21","LeBron James","CLE","80","3388","795","1684","0.472","108","308","0.351","477","636","0.75","111","477","588","577","177","52","262","146","2175","2259","2.2","0.68"
"22","Elton Brand","LAC","81","3002","629","1251","0.503","0","3","0","364","484","0.752","296","474","770","208","62","169","183","240","1622","1906","1.14","0.34"
"23","P.J. Brown","NOH","82","2817","338","758","0.446","0","0","0","210","243","0.864","266","471","737","178","74","50","101","233","886","1371","1.76","0.73"
"24","Rasheed Wallace","DET","79","2687","467","1062","0.44","75","236","0.318","136","195","0.697","174","470","644","142","65","115","127","236","1145","1330","1.12","0.51"
"25","Paul Pierce","BOS","82","2960","556","1223","0.455","108","292","0.37","549","668","0.822","78","461","539","348","133","39","230","255","1769","1812","1.51","0.58"
"25","Yao Ming","HOU","80","2447","538","975","0.552","0","0","0","389","497","0.783","208","461","669","61","34","160","196","298","1465","1648","0.31","0.17"
"27","Lorenzen Wright","MEM","80","2289","320","683","0.469","0","3","0","131","198","0.662","177","436","613","87","58","69","100","251","771","1068","0.87","0.58"
"28","Mehmet Okur","UTA","82","2304","354","756","0.468","17","63","0.27","329","387","0.85","194","422","616","166","32","68","141","227","1054","1335","1.18","0.23"
"29","Dan Gadzuric","MIL","81","1784","243","451","0.539","0","0","0","107","199","0.538","261","413","674","30","47","106","81","224","593","1069","0.37","0.58"
"29","Tracy McGrady","HOU","78","3182","715","1660","0.431","142","435","0.326","431","557","0.774","71","413","484","448","135","52","201","167","2003","1850","2.23","0.67"
"31","Joel Przybilla","POR","76","1857","199","333","0.598","0","0","0","90","174","0.517","178","410","588","74","24","163","98","239","488","1021","0.76","0.25"
"32","Raef LaFrentz","BOS","80","2199","341","688","0.496","82","225","0.364","120","148","0.811","154","399","553","98","42","99","70","262","884","1231","1.4","0.6"
"33","Jason Kidd","NJN","66","2435","340","855","0.398","129","358","0.36","142","192","0.74","94","394","488","545","123","9","167","110","951","1384","3.26","0.74"
"34","Quentin Richardson","PHX","79","2839","407","1045","0.389","226","631","0.358","136","184","0.739","91","388","479","158","96","27","102","197","1176","1148","1.55","0.94"
"35","Brad Miller","SAC","56","2089","319","609","0.524","5","19","0.263","233","287","0.812","139","382","521","220","69","68","82","181","876","1328","2.68","0.84"
"36","Andre Iguodala","PHI","82","2688","269","546","0.493","47","142","0.331","156","210","0.743","89","375","464","246","138","48","139","204","741","1167","1.77","0.99"
"37","Zydrunas Ilgauskas","CLE","78","2615","458","979","0.468","2","7","0.286","402","503","0.799","299","373","672","100","53","165","191","313","1320","1497","0.52","0.28"
"38","Eddie Jones","MIA","80","2840","351","820","0.428","142","382","0.372","174","216","0.806","38","367","405","212","86","38","99","251","1018","1149","2.14","0.87"
"39","Kenyon Martin","DEN","70","2275","444","907","0.49","0","12","0","199","308","0.646","146","365","511","170","100","78","149","228","1087","1225","1.14","0.67"
"40","Joe Smith","MIL","74","2265","319","621","0.514","0","1","0","175","228","0.768","179","362","541","67","43","38","79","222","813","1068","0.85","0.54"
"41","Antawn Jamison","WAS","68","2605","519","1189","0.437","71","208","0.341","225","296","0.76","160","359","519","154","55","16","118","151","1334","1219","1.31","0.47"
"42","Samuel Dalembert","PHI","72","1785","250","477","0.524","0","0","0","89","148","0.601","187","355","542","35","46","121","114","241","589","933","0.31","0.4"
"43","Kenny Thomas","SAC","73","2166","367","781","0.47","1","5","0.2","173","227","0.762","184","351","535","152","67","17","131","227","908","1080","1.16","0.51"
"44","Jeff Foster","IND","61","1592","168","324","0.519","0","5","0","90","142","0.634","205","345","550","43","46","12","55","186","426","814","0.78","0.84"
