"RANK","PLAYER","TEAM","GP","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS","EFF","AST_TOV","STL_TOV"
"1","Dwight Howard","ORL","82","3088","583","974","0.599","0","4","0","529","897","0.59","279","882","1161","110","74","176","263","274","1695","2194","0.42","0.28"
"2","Marcus Camby","DEN","79","2758","286","635","0.45","6","20","0.3","143","202","0.708","230","807","1037","259","85","285","118","216","721","1861","2.2","0.72"
"3","Carlos Boozer","UTA","81","2827","709","1297","0.547","0","1","0","290","393","0.738","197","647","844","233","100","41","210","293","1708","2025","1.11","0.48"
"4","Tim Duncan","SAS","78","2651","585","1178","0.497","0","4","0","338","463","0.73","237","644","881","218","56","152","178","185","1508","1919","1.23","0.32"
"5","Lamar Odom","LAL","77","2921","417","795","0.525","31","113","0.274","229","328","0.698","197","622","819","273","75","72","156","222","1094","1700","1.75","0.48"
"6","Emeka Okafor","CHA","82","2718","460","860","0.535","0","0","0","213","374","0.57","255","621","876","70","62","138","164","241","1133","1554","0.43","0.38"
"7","Tyson Chandler","NOH","79","2783","377","605","0.623","0","1","0","175","295","0.593","322","606","928","81","45","84","136","243","929","1583","0.6","0.33"
"8","Al Jefferson","MIN","82","2919","721","1441","0.5","0","5","0","284","394","0.721","308","603","911","117","74","119","167","222","1726","1950","0.7","0.44"
"9","Antawn Jamison","WAS","79","3061","618","1417","0.436","120","354","0.339","333","438","0.76","215","591","806","120","106","34","113","195","1689","1738","1.06","0.94"
"10","Dirk Nowitzki","DAL","77","2769","630","1314","0.479","79","220","0.359","478","544","0.879","95","564","659","266","51","71","160","198","1817","1954","1.66","0.32"
"11","Samuel Dalembert","PHI","82","2724","339","661","0.513","0","1","0","186","263","0.707","304","545","849","45","40","192","155","269","864","1436","0.29","0.26"
"12","Amar'e Stoudemire","PHX","79","2677","714","1211","0.59","5","31","0.161","556","691","0.805","178","541","719","118","64","163","174","294","1989","2247","0.68","0.37"
"13","Chris Kaman","LAC","56","2083","338","700","0.483","0","4","0","202","265","0.762","173","538","711","107","33","155","164","179","878","1295","0.65","0.2"
"14","Al Horford","ATL","81","2540","333","668","0.499","0","5","0","155","212","0.731","248","537","785","124","60","76","137","267","821","1337","0.91","0.44"
"15","Zach Randolph","NYK","69","2244","486","1058","0.459","22","80","0.275","223","289","0.772","184","526","710","140","59","16","186","194","1217","1318","0.75","0.32"
"16","Kevin Garnett","BOS","71","2328","534","990","0.539","0","11","0","269","336","0.801","135","520","655","244","100","89","138","163","1337","1764","1.77","0.73"
"17","Andrew Bogut","MIL","78","2720","465","910","0.511","0","7","0","189","322","0.587","245","518","763","199","64","135","172","254","1119","1530","1.16","0.37"
"18","Brad Miller","SAC","72","2513","337","728","0.463","28","90","0.311","262","309","0.848","167","514","681","264","69","74","164","247","964","1450","1.61","0.42"
"19","Shawn Marion","MIA","63","2315","400","787","0.508","66","198","0.333","106","150","0.707","136","507","643","138","125","85","86","150","972","1446","1.61","1.45"
"20","Jason Kidd","DAL","80","2906","305","793","0.385","119","312","0.381","135","165","0.818","94","506","600","806","136","26","266","165","864","1648","3.03","0.51"
"20","Josh Smith","ATL","81","2873","518","1133","0.457","25","99","0.253","333","469","0.71","161","506","667","272","123","227","245","269","1394","1687","1.11","0.5"
"22","David West","NOH","76","2870","629","1305","0.482","6","25","0.24","300","353","0.85","180","495","675","177","62","99","165","208","1564","1683","1.07","0.38"
"23","Andris Biedrins","GSW","76","2078","340","543","0.626","0","0","0","116","187","0.62","256","488","744","75","56","94","85","262","796","1406","0.88","0.66"
"24","David Lee","NYK","81","2356","341","618","0.552","0","2","0","194","237","0.819","242","482","724","95","55","29","97","210","876","1362","0.98","0.57"
"25","Nick Collison","SEA","78","2223","322","641","0.502","0","2","0","123","167","0.737","254","476","730","113","47","60","118","250","767","1236","0.96","0.4"
