"RANK","PLAYER","TEAM","GP","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS","EFF","AST_TOV","STL_TOV"
"1","Kevin Garnett","MIN","76","2995","638","1341","0.476","12","56","0.214","416","498","0.835","183","792","975","313","89","126","205","184","1704","2217","1.53","0.43"
"2","Dwight Howard","ORL","82","3023","526","873","0.603","1","2","0.5","390","666","0.586","283","725","1008","158","70","156","317","245","1443","1895","0.5","0.22"
"3","Marcus Camby","DEN","70","2369","312","659","0.473","0","2","0","161","221","0.729","164","652","816","223","87","231","122","183","785","1613","1.83","0.71"
"4","Tim Duncan","SAS","80","2726","618","1131","0.546","1","9","0.111","362","568","0.637","213","633","846","273","66","190","224","203","1599","2031","1.22","0.3"
"5","Carlos Boozer","UTA","74","2557","647","1154","0.561","0","0","0","255","372","0.685","235","632","867","221","70","21","194","217","1549","1910","1.14","0.36"
"6","Shawn Marion","PHX","80","3010","561","1071","0.524","80","252","0.317","201","248","0.81","172","613","785","134","156","122","114","216","1403","1929","1.18","1.37"
"7","Tyson Chandler","NOK","73","2525","292","468","0.624","0","1","0","106","201","0.527","320","584","904","66","37","129","126","244","690","1429","0.52","0.29"
"8","Dirk Nowitzki","DAL","78","2820","673","1341","0.502","72","173","0.416","498","551","0.904","122","571","693","263","52","62","167","171","1916","2098","1.58","0.31"
"9","Amar'e Stoudemire","PHX","82","2689","607","1055","0.575","0","3","0","457","585","0.781","222","564","786","84","78","110","232","295","1671","1921","0.36","0.34"
"10","Chris Bosh","TOR","69","2658","543","1094","0.496","12","35","0.343","463","590","0.785","186","555","741","175","39","90","179","163","1561","1749","0.98","0.22"
"11","Jason Kidd","NJN","80","2933","369","908","0.406","124","361","0.343","179","230","0.778","135","520","655","736","127","23","213","146","1041","1779","3.46","0.6"
"12","Al Jefferson","BOS","69","2319","453","882","0.514","0","1","0","201","295","0.681","237","519","756","88","48","106","136","232","1107","1446","0.65","0.35"
"13","Ben Wallace","CHI","77","2697","192","424","0.453","1","5","0.2","109","267","0.408","303","518","821","186","111","156","101","153","494","1277","1.84","1.1"
"14","Andris Biedrins","GSW","82","2382","348","581","0.599","0","0","0","87","167","0.521","251","511","762","88","67","136","119","304","783","1404","0.74","0.56"
"15","Jermaine O'Neal","IND","69","2459","498","1141","0.436","0","7","0","343","447","0.767","153","508","661","167","50","182","203","232","1339","1449","0.82","0.25"
"16","Emeka Okafor","CHA","67","2329","394","740","0.532","0","0","0","175","295","0.593","258","499","757","80","57","172","111","210","963","1452","0.72","0.51"
"17","Samuel Dalembert","PHI","82","2535","356","658","0.541","0","2","0","167","224","0.746","239","494","733","64","47","159","161","287","879","1362","0.4","0.29"
"18","Zach Randolph","POR","68","2425","600","1286","0.467","14","48","0.292","394","481","0.819","199","489","688","147","53","15","215","184","1608","1523","0.68","0.25"
"19","Elton Brand","LAC","80","3077","645","1211","0.533","1","1","1","351","461","0.761","268","476","744","235","77","179","202","238","1642","1999","1.16","0.38"
"20","Udonis Haslem","MIA","79","2483","353","717","0.492","0","4","0","138","203","0.68","188","466","654","97","49","26","110","236","844","1131","0.88","0.45"
"21","Josh Smith","ATL","72","2647","436","993","0.439","38","152","0.25","268","387","0.693","165","456","621","236","101","207","227","241","1178","1440","1.04","0.45"
"22","Rasheed Wallace","DET","75","2419","357","843","0.423","104","296","0.351","108","137","0.788","90","453","543","127","75","118","94","225","926","1180","1.35","0.8"
"23","Chris Wilcox","SEA","82","2586","433","819","0.529","0","6","0","240","351","0.684","178","451","629","82","70","38","127","248","1106","1301","0.65","0.55"
"24","Lamar Odom","LAL","56","2202","319","681","0.468","54","182","0.297","198","283","0.7","102","445","547","270","53","32","163","182","890","1182","1.66","0.33"
"25","LeBron James","CLE","78","3190","772","1621","0.476","99","310","0.319","489","701","0.698","83","443","526","470","125","55","250","171","2132","1997","1.88","0.5"
"26","Nick Collison","SEA","82","2378","318","636","0.5","0","2","0","154","199","0.774","229","437","666","82","48","66","123","289","790","1166","0.67","0.39"
"27","Pau Gasol","MEM","59","2133","462","858","0.538","3","11","0.273","299","400","0.748","149","432","581","201","29","126","162","137","1226","1504","1.24","0.18"
"28","Luol Deng","CHI","82","3071","630","1218","0.517","1","7","0.143","279","359","0.777","148","431","579","204","97","48","153","167","1540","1647","1.33","0.63"
"29","Antawn Jamison","WAS","70","2662","512","1139","0.45","138","379","0.364","226","307","0.736","134","428","562","136","80","36","104","194","1388","1390","1.31","0.77"
"29","Chris Kaman","LAC","75","2176","294","652","0.451","0","1","0","166","224","0.741","160","428","588","79","41","116","147","251","754","1015","0.54","0.28"
"31","Mehmet Okur","UTA","80","2664","490","1061","0.462","129","336","0.384","296","387","0.765","160","419","579","156","36","38","125","257","1405","1427","1.25","0.29"
"32","Drew Gooden","CLE","80","2238","371","784","0.473","1","6","0.167","142","199","0.714","263","418","681","88","70","28","115","210","885","1167","0.77","0.61"
"33","Andrew Bogut","MIL","66","2258","348","629","0.553","1","5","0.2","112","194","0.577","168","416","584","198","49","35","150","216","809","1162","1.32","0.33"
"34","David Lee","NYK","58","1731","240","400","0.6","0","0","0","141","173","0.815","196","406","602","104","48","23","92","155","621","1114","1.13","0.52"
"35","Vince Carter","NJN","82","3126","726","1598","0.454","156","437","0.357","462","576","0.802","114","378","492","393","82","30","217","266","2070","1864","1.81","0.38"
"36","Eddy Curry","NYK","81","2849","585","1016","0.576","1","1","1","405","659","0.615","195","376","571","68","34","40","295","265","1576","1309","0.23","0.12"
"36","Gerald Wallace","CHA","72","2640","478","952","0.502","39","120","0.325","309","447","0.691","142","376","518","185","144","69","160","209","1304","1448","1.16","0.9"
"38","Mark Blount","MIN","82","2544","427","839","0.509","9","31","0.29","147","195","0.754","136","369","505","67","43","58","159","239","1010","1064","0.42","0.27"
"39","Kobe Bryant","LAL","77","3140","813","1757","0.463","137","398","0.344","667","768","0.868","75","364","439","413","111","36","255","205","2430","2129","1.62","0.44"
"40","Andre Iguodala","PHI","76","3062","443","991","0.447","48","155","0.31","452","551","0.82","77","357","434","432","152","33","261","200","1386","1529","1.66","0.58"
"40","Zydrunas Ilgauskas","CLE","78","2130","385","793","0.485","0","1","0","155","192","0.807","242","357","599","123","48","98","141","257","925","1207","0.87","0.34"
"42","Jeff Foster","IND","75","1740","122","260","0.469","0","1","0","78","122","0.639","253","356","609","57","62","37","70","202","322","835","0.81","0.89"
"43","Anderson Varejao","CLE","81","1932","191","401","0.476","0","9","0","165","268","0.616","191","354","545","75","76","52","67","269","547","915","1.12","1.13"
"44","Corey Maggette","LAC","75","2291","367","808","0.454","13","65","0.2","519","633","0.82","90","352","442","208","65","14","201","244","1266","1239","1.04","0.32"
"44","Metta World Peace","SAC","70","2641","458","1040","0.44","93","260","0.358","307","415","0.74","102","352","454","235","149","43","146","205","1316","1361","1.61","1.02"
"46","Yao Ming","HOU","48","1624","423","819","0.516","0","2","0","356","413","0.862","101","351","452","94","17","94","167","159","1202","1239","0.56","0.1"
"47","Erick Dampier","DAL","76","1915","209","334","0.626","0","0","0","119","191","0.623","217","349","566","44","24","82","107","239","537","949","0.41","0.22"
"48","Mike Dunleavy","IND","82","2581","384","850","0.452","70","224","0.313","211","269","0.784","84","347","431","228","84","22","149","203","1049","1141","1.53","0.56"
"49","Al Harrington","GSW","78","2563","495","1083","0.457","127","293","0.433","168","242","0.694","151","345","496","149","65","24","169","269","1285","1188","0.88","0.39"
"49","Andrew Bynum","LAL","82","1793","247","443","0.558","0","3","0","143","214","0.668","139","345","484","94","12","128","115","249","637","973","0.82","0.1"
