"RANK","PLAYER","TEAM","GP","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS","EFF","AST_TOV","STL_TOV"
"1","Mark Eaton","UTH","82","2813","302","673","0.449","0","0","0","190","267","0.712","207","720","927","124","36","456","206","312","794","1683","0.6","0.18"
"2","Bill Laimbeer","DET","82","2892","595","1177","0.506","4","18","0.222","244","306","0.797","295","718","1013","154","69","71","129","308","1438","1972","1.19","0.54"
"3","Buck Williams","NJN","82","3182","577","1089","0.53","1","4","0.25","336","538","0.625","323","682","1005","167","63","110","238","293","1491","1884","0.7","0.27"
"4","Larry Bird","BOS","80","3161","918","1760","0.522","56","131","0.427","403","457","0.882","164","678","842","531","129","98","248","208","2295","2751","2.14","0.52"
"5","Moses Malone","PHL","79","2957","602","1284","0.469","0","2","0","737","904","0.815","385","646","1031","130","67","123","286","216","1941","2157","0.46","0.23"
"6","Ralph Sampson","HOU","82","3086","753","1499","0.502","0","6","0","303","448","0.676","227","626","853","224","81","168","326","306","1809","1918","0.69","0.25"
"7","Artis Gilmore","SAN","81","2756","532","854","0.623","0","2","0","484","646","0.749","231","615","846","131","40","173","241","306","1548","2013","0.54","0.17"
"8","LaSalle Thompson","KCK","82","2458","369","695","0.531","0","0","0","227","315","0.721","274","580","854","130","98","128","202","328","965","1559","0.64","0.49"
"9","Robert Parish","BOS","79","2850","551","1016","0.542","0","0","0","292","393","0.743","263","577","840","125","56","101","186","223","1394","1764","0.67","0.3"
"10","Jack Sikma","SEA","68","2402","461","943","0.489","2","10","0.2","335","393","0.852","164","559","723","285","83","91","160","239","1259","1741","1.78","0.52"
"11","Hakeem Olajuwon","HOU","82","2914","677","1258","0.538","0","0","0","338","551","0.613","440","534","974","111","99","220","234","344","1692","2068","0.47","0.42"
"12","Jay Vincent","DAL","79","2543","545","1138","0.479","0","4","0","351","420","0.836","185","519","704","169","48","22","170","226","1441","1552","0.99","0.28"
"13","Clark Kellogg","IND","77","2449","562","1112","0.505","7","14","0.5","301","396","0.76","224","500","724","244","86","26","231","247","1432","1636","1.06","0.37"
"13","James Donaldson","LAC","82","2392","351","551","0.637","0","0","0","227","303","0.749","168","500","668","48","28","130","206","217","929","1321","0.23","0.14"
"15","Kevin McHale","BOS","79","2653","605","1062","0.57","0","6","0","355","467","0.76","229","483","712","141","28","120","157","234","1565","1840","0.9","0.18"
"16","Herb Williams","IND","75","2557","575","1211","0.475","1","9","0.111","224","341","0.657","154","480","634","252","54","134","265","218","1375","1431","0.95","0.2"
"17","Steve Stipanovich","IND","82","2315","414","871","0.475","1","11","0.091","297","372","0.798","141","473","614","199","71","78","184","265","1126","1372","1.08","0.39"
"18","Terry Cummings","MIL","79","2722","759","1532","0.495","0","1","0","343","463","0.741","244","472","716","228","117","67","190","264","1861","1906","1.2","0.62"
"19","Larry Smith","GOS","80","2497","366","690","0.53","0","0","0","155","256","0.605","405","464","869","96","78","54","160","285","887","1399","0.6","0.49"
"20","Kareem Abdul-Jabbar","LAL","79","2630","723","1207","0.599","0","1","0","289","395","0.732","162","460","622","249","63","162","197","238","1735","2044","1.26","0.32"
"21","Rick Mahorn","WAS","77","2072","206","413","0.499","0","0","0","71","104","0.683","150","458","608","121","59","104","133","308","483","1002","0.91","0.44"
"22","Sam Bowie","POR","76","2216","299","557","0.537","0","0","0","160","225","0.711","207","449","656","215","55","203","172","278","758","1392","1.25","0.32"
"23","Charles Barkley","PHL","82","2347","427","783","0.545","1","6","0.167","293","400","0.733","266","437","703","155","95","80","209","301","1148","1509","0.74","0.46"
"24","Bill Walton","LAC","67","1647","269","516","0.521","0","2","0","138","203","0.68","168","432","600","156","50","140","174","184","676","1136","0.9","0.29"
"25","Alton Lister","MIL","81","2091","322","598","0.538","0","1","0","154","262","0.588","219","428","647","127","49","167","183","287","798","1221","0.69","0.27"
"26","Maurice Lucas","PHX","63","1670","346","727","0.476","0","4","0","150","200","0.75","138","419","557","145","39","17","151","183","842","1018","0.96","0.26"
"27","Sam Perkins","DAL","82","2317","347","736","0.471","9","36","0.25","200","244","0.82","189","416","605","135","63","63","102","236","903","1234","1.32","0.62"
"28","Tom Chambers","SEA","81","2923","629","1302","0.483","6","22","0.273","475","571","0.832","164","415","579","209","70","57","260","312","1739","1625","0.8","0.27"
"29","Roy Hinson","CLE","76","2344","465","925","0.503","0","3","0","271","376","0.721","186","410","596","68","51","173","171","311","1201","1353","0.4","0.3"
"30","Mychal Thompson","POR","79","2616","572","1111","0.515","0","0","0","307","449","0.684","211","407","618","205","78","104","231","216","1451","1544","0.89","0.34"
"31","Cliff T. Robinson","WAS","60","1870","422","896","0.471","1","2","0.5","158","213","0.742","141","405","546","149","51","47","161","187","1003","1106","0.93","0.32"
"32","Mike Gminski","NJN","81","2418","380","818","0.465","0","1","0","276","328","0.841","229","404","633","158","38","92","136","135","1036","1331","1.16","0.28"
"33","Jerome Whitehead","GOS","79","2536","421","825","0.51","0","0","0","184","235","0.783","219","403","622","53","45","43","141","322","1026","1193","0.38","0.32"
"34","Wayne Cooper","DEN","80","2031","404","856","0.472","0","2","0","161","235","0.685","229","402","631","86","28","197","149","304","969","1236","0.58","0.19"
"35","Calvin Natt","DEN","78","2657","685","1255","0.546","0","3","0","447","564","0.793","209","401","610","238","75","33","190","182","1817","1896","1.25","0.4"
"36","Magic Johnson","LAL","77","2781","504","899","0.561","7","37","0.189","391","464","0.843","90","386","476","968","113","25","305","155","1406","2215","3.17","0.37"
"37","Greg Ballard","WAS","82","2664","469","978","0.48","14","46","0.304","120","151","0.795","150","381","531","208","100","33","106","221","1072","1298","1.96","0.94"
"38","Pat Cummings","NYK","63","2069","410","797","0.514","0","4","0","177","227","0.78","139","379","518","109","50","17","166","247","997","1088","0.66","0.3"
"39","Mark Olberding","KCK","81","2277","265","528","0.502","0","3","0","293","352","0.832","139","374","513","243","56","11","185","298","823","1139","1.31","0.3"
"40","Thurl Bailey","UTH","80","2481","507","1034","0.49","1","1","1","197","234","0.842","153","372","525","138","51","105","152","215","1212","1315","0.91","0.34"
"41","Otis Thorpe","KCK","82","1918","411","685","0.6","0","2","0","230","371","0.62","187","369","556","111","34","37","187","256","1052","1188","0.59","0.18"
"42","Michael Jordan","CHI","82","3144","837","1625","0.515","9","52","0.173","630","746","0.845","167","367","534","481","196","69","291","285","2313","2398","1.65","0.67"
"43","Kurt Rambis","LAL","82","1617","181","327","0.554","0","0","0","68","103","0.66","164","364","528","69","82","47","97","211","430","878","0.71","0.85"
"44","Alvan Adams","PHX","82","2136","476","915","0.52","0","0","0","250","283","0.883","153","347","500","308","115","48","197","254","1202","1504","1.56","0.58"
"45","Kevin Willis","ATL","82","1785","322","690","0.467","2","9","0.222","119","181","0.657","177","345","522","36","31","49","104","226","765","869","0.35","0.3"
"46","James Worthy","LAL","80","2696","610","1066","0.572","0","7","0","190","245","0.776","169","342","511","201","87","67","198","196","1410","1567","1.01","0.44"
"47","Larry Nance","PHX","61","2202","515","877","0.587","1","2","0.5","180","254","0.709","195","341","536","159","88","104","136","185","1211","1526","1.17","0.65"
"48","Rodney McCray","HOU","82","3001","476","890","0.535","0","6","0","231","313","0.738","201","338","539","355","90","75","178","215","1183","1568","1.99","0.51"
"49","Cliff Levingston","ATL","74","2017","291","552","0.527","0","2","0","145","222","0.653","230","336","566","104","70","69","133","231","727","1065","0.78","0.53"
"50","Dominique Wilkins","ATL","81","3023","853","1891","0.451","25","81","0.309","486","603","0.806","226","331","557","200","135","54","225","170","2217","1783","0.89","0.6"
