"RANK","PLAYER","TEAM","GP","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS","EFF","AST_TOV","STL_TOV"
"1","Swen Nater","SDC","81","2860","443","799","0.554","0","2","0","196","273","0.718","352","864","1216","233","45","37","257","259","1082","1923","0.91","0.18"
"2","Wes Unseld","WAS","82","2973","327","637","0.513","1","2","0.5","139","209","0.665","334","760","1094","366","65","61","153","249","794","1847","2.39","0.43"
"3","Caldwell Jones","PHL","80","2771","232","532","0.436","0","2","0","124","178","0.697","219","731","950","164","43","162","218","298","588","1335","0.75","0.2"
"4","Jack Sikma","SEA","82","2793","470","989","0.475","0","1","0","235","292","0.805","198","710","908","279","68","77","202","232","1175","1729","1.38","0.34"
"5","Kareem Abdul-Jabbar","LAL","82","3143","835","1383","0.604","0","1","0","364","476","0.765","190","696","886","371","81","280","297","216","2034","2695","1.25","0.27"
"6","Larry Bird","BOS","82","2955","693","1463","0.474","58","143","0.406","301","360","0.836","216","636","852","370","143","53","263","279","1745","2071","1.41","0.54"
"7","Elvin Hayes","WAS","81","3183","761","1677","0.454","3","13","0.231","334","478","0.699","269","627","896","129","62","189","215","309","1859","1860","0.6","0.29"
"8","Moses Malone","HOU","82","3140","778","1549","0.502","0","6","0","563","783","0.719","573","617","1190","147","80","107","300","210","2119","2352","0.49","0.27"
"9","Truck Robinson","PHX","82","2710","545","1064","0.512","0","0","0","325","487","0.667","213","557","770","142","58","59","251","262","1415","1512","0.57","0.23"
"10","David Greenwood","CHI","82","2791","498","1051","0.474","1","7","0.143","337","416","0.81","223","550","773","182","60","129","210","313","1334","1636","0.87","0.29"
"11","Dan Roundfield","ATL","81","2588","502","1007","0.499","0","4","0","330","465","0.71","293","544","837","184","101","139","233","317","1334","1722","0.79","0.43"
"12","Robert Parish","GOS","72","2119","510","1006","0.507","0","1","0","203","284","0.715","247","536","783","122","58","115","225","248","1223","1499","0.54","0.26"
"13","Bill Cartwright","NYK","82","3150","665","1215","0.547","0","0","0","451","566","0.797","194","532","726","165","48","101","222","279","1781","1934","0.74","0.22"
"14","Kermit Washington","POR","80","2657","421","761","0.553","0","3","0","231","360","0.642","325","517","842","167","73","131","170","307","1073","1647","0.98","0.43"
"14","Larry Kenon","SAN","78","2798","647","1333","0.485","1","9","0.111","270","345","0.783","258","517","775","231","111","18","232","192","1565","1707","1","0.48"
"16","Darryl Dawkins","PHL","80","2541","494","946","0.522","0","6","0","190","291","0.653","197","496","693","149","49","142","230","328","1178","1428","0.65","0.21"
"17","Tree Rollins","ATL","82","2123","287","514","0.558","0","0","0","157","220","0.714","283","491","774","76","54","244","99","322","731","1490","0.77","0.55"
"18","Dan Issel","DEN","82","2938","715","1416","0.505","4","12","0.333","517","667","0.775","236","483","719","198","88","54","163","190","1951","1996","1.22","0.54"
"19","Sam Lacey","KCK","81","2412","303","677","0.448","0","1","0","137","185","0.741","172","473","645","460","111","109","211","307","743","1435","2.18","0.53"
"20","Alvan Adams","PHX","75","2168","465","875","0.531","0","2","0","188","236","0.797","158","451","609","322","108","55","218","237","1118","1536","1.48","0.5"
"21","Ben Poquette","UTH","82","2349","296","566","0.523","0","2","0","139","167","0.832","124","436","560","131","45","162","103","283","731","1228","1.27","0.44"
"22","Dave Robisch","CLE","82","2670","489","940","0.52","0","3","0","277","329","0.842","225","433","658","192","53","53","138","211","1255","1570","1.39","0.38"
"23","Magic Johnson","LAL","77","2795","503","949","0.53","7","31","0.226","374","462","0.81","166","430","596","563","187","41","305","218","1387","1935","1.85","0.61"
"24","Mickey Johnson","IND","82","2647","588","1271","0.463","5","32","0.156","385","482","0.799","258","423","681","344","153","112","286","291","1566","1790","1.2","0.54"
"25","Jim Chones","LAL","82","2394","372","760","0.489","0","2","0","125","169","0.74","143","421","564","151","56","65","175","271","869","1098","0.86","0.32"
"26","Cedric Maxwell","BOS","80","2744","457","750","0.609","0","0","0","436","554","0.787","284","420","704","199","76","61","230","266","1350","1749","0.87","0.33"
"27","George Johnson","NJN","81","2119","248","543","0.457","0","1","0","89","126","0.706","192","410","602","173","53","258","199","312","585","1140","0.87","0.27"
"28","Dave Cowens","BOS","66","2159","422","932","0.453","1","12","0.083","95","122","0.779","126","408","534","206","69","61","108","216","940","1165","1.91","0.64"
"29","James Edwards","IND","82","2314","528","1032","0.512","0","1","0","231","339","0.681","179","399","578","127","55","104","131","324","1287","1408","0.97","0.42"
"29","Terry Tyler","DET","82","2672","430","925","0.465","2","12","0.167","143","187","0.765","228","399","627","129","107","220","175","237","1005","1374","0.74","0.61"
"31","Greg Ballard","WAS","82","2438","545","1101","0.495","16","47","0.34","171","227","0.753","240","398","638","159","90","36","133","197","1277","1455","1.2","0.68"
"32","George Johnson","DEN","75","1938","309","649","0.476","2","9","0.222","148","189","0.783","190","394","584","157","84","67","148","260","768","1131","1.06","0.57"
"33","Kenny Carr","CLE","79","1838","378","768","0.492","0","4","0","173","263","0.658","199","389","588","77","66","52","154","246","929","1078","0.5","0.43"
"34","Micheal Ray Richardson","NYK","82","3060","502","1063","0.472","27","110","0.245","223","338","0.66","151","388","539","832","265","35","359","260","1254","1890","2.32","0.74"
"35","Mike Mitchell","CLE","82","2802","775","1482","0.523","0","6","0","270","343","0.787","206","385","591","93","70","77","172","259","1820","1699","0.54","0.41"
"36","Tom Owens","POR","76","2337","518","1008","0.514","1","2","0.5","213","283","0.753","189","384","573","194","45","53","174","270","1250","1381","1.12","0.26"
"37","Lonnie Shelton","SEA","76","2243","425","802","0.53","1","5","0.2","184","241","0.763","199","383","582","145","92","79","169","292","1035","1330","0.86","0.54"
"38","Reggie King","KCK","82","2052","257","499","0.515","0","1","0","159","219","0.726","184","382","566","106","69","31","100","230","673","1043","1.06","0.69"
"39","Bob McAdoo","DET","58","2097","492","1025","0.48","3","24","0.125","235","322","0.73","100","367","467","200","73","65","238","178","1222","1169","0.84","0.31"
"40","Julius Erving","PHL","78","2812","838","1614","0.519","4","20","0.2","420","534","0.787","215","361","576","355","170","140","284","208","2100","2167","1.25","0.6"
"41","Jamaal Wilkes","LAL","82","3111","726","1358","0.535","3","17","0.176","189","234","0.808","176","349","525","250","129","28","157","220","1644","1742","1.59","0.82"
