"RANK","PLAYER","TEAM","GP","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS","EFF","AST_TOV","STL_TOV"
"1","DeAndre Jordan","LAC","82","2820","379","534","0.71","1","4","0.25","187","471","0.397","397","829","1226","61","81","183","109","245","946","1949","0.56","0.74"
"2","Pau Gasol","CHI","78","2681","570","1153","0.494","12","26","0.462","294","366","0.803","220","699","919","210","25","147","158","147","1446","1934","1.33","0.16"
"3","Andre Drummond","DET","82","2502","494","961","0.514","0","2","0","142","365","0.389","437","667","1104","55","73","153","120","285","1130","1705","0.46","0.61"
"4","Kevin Love","CLE","75","2532","413","952","0.434","144","392","0.367","258","321","0.804","142","589","731","168","51","39","122","140","1228","1493","1.38","0.42"
"5","Nikola Vucevic","ORL","74","2529","631","1206","0.523","2","6","0.333","164","218","0.752","238","572","810","147","54","54","148","220","1428","1716","0.99","0.37"
"6","Tyson Chandler","DAL","75","2286","293","440","0.666","0","0","0","185","257","0.72","294","570","864","84","42","91","105","169","771","1528","0.8","0.4"
"7","DeMarcus Cousins","SAC","59","2013","498","1066","0.467","2","8","0.25","423","541","0.782","185","562","747","210","90","103","254","241","1421","1631","0.83","0.35"
"8","LaMarcus Aldridge","POR","71","2512","659","1415","0.466","37","105","0.352","306","362","0.845","177","549","726","124","48","68","122","125","1661","1693","1.02","0.39"
"9","Marcin Gortat","WAS","82","2453","439","775","0.566","0","3","0","123","175","0.703","180","537","717","97","49","110","100","191","1001","1486","0.97","0.49"
"10","Tim Duncan","SAS","77","2227","419","819","0.512","2","7","0.286","230","311","0.74","170","534","704","230","63","151","131","165","1070","1606","1.76","0.48"
"11","Draymond Green","GSW","79","2490","339","765","0.443","111","329","0.337","132","200","0.66","114","533","647","291","123","99","133","253","921","1454","2.19","0.93"
"12","Anthony Davis","NOP","68","2455","642","1199","0.535","1","12","0.083","371","461","0.805","173","523","696","149","100","200","95","141","1656","2059","1.57","1.05"
"13","Zach Randolph","MEM","71","2304","454","932","0.487","7","20","0.35","228","298","0.765","225","522","747","153","69","14","156","175","1143","1422","0.98","0.44"
"14","Marc Gasol","MEM","81","2687","530","1072","0.494","3","17","0.176","350","440","0.795","115","515","630","307","70","131","176","208","1413","1743","1.74","0.4"
"15","Rudy Gobert","UTA","82","2158","258","427","0.604","0","2","0","170","273","0.623","265","510","775","109","64","189","111","175","686","1440","0.98","0.58"
"16","Omer Asik","NOP","76","1982","213","412","0.517","0","0","0","131","225","0.582","244","504","748","72","29","54","95","144","557","1072","0.76","0.31"
"17","Jonas Valanciunas","TOR","80","2096","373","652","0.572","0","1","0","217","276","0.786","215","478","693","39","33","95","109","222","963","1376","0.36","0.3"
"18","Greg Monroe","DET","69","2137","423","853","0.496","0","0","0","252","336","0.75","229","475","704","142","78","34","149","148","1098","1393","0.95","0.52"
"19","Al Jefferson","CHA","65","1992","486","1010","0.481","2","5","0.4","108","165","0.655","99","449","548","113","47","84","68","139","1082","1225","1.66","0.69"
"20","Giannis Antetokounmpo","MIL","81","2541","383","780","0.491","7","44","0.159","257","347","0.741","100","442","542","207","73","85","173","254","1030","1277","1.2","0.42"
"21","Paul Millsap","ATL","73","2390","443","930","0.476","77","216","0.356","255","337","0.757","139","431","570","223","130","69","166","201","1218","1475","1.34","0.78"
"22","Joakim Noah","CHI","67","2049","190","427","0.445","0","2","0","105","174","0.603","219","427","646","312","48","74","123","203","485","1136","2.54","0.39"
"23","Kenneth Faried","DEN","75","2086","373","736","0.507","1","8","0.125","199","288","0.691","242","426","668","89","62","57","118","211","946","1252","0.75","0.53"
"23","Nerlens Noel","PHI","75","2311","302","653","0.462","0","0","0","140","230","0.609","185","426","611","128","133","142","146","208","744","1171","0.88","0.91"
"25","Al Horford","ATL","76","2318","519","965","0.538","11","36","0.306","107","141","0.759","131","413","544","244","68","98","100","121","1156","1530","2.44","0.68"
"25","Dirk Nowitzki","DAL","77","2282","487","1062","0.459","104","274","0.38","255","289","0.882","44","413","457","143","39","33","82","160","1333","1314","1.74","0.48"
"27","Derrick Favors","UTA","74","2280","482","918","0.525","1","6","0.167","222","332","0.669","196","411","607","112","60","123","121","210","1187","1422","0.93","0.5"
"28","Andrew Bogut","GSW","67","1583","200","355","0.563","0","0","0","22","42","0.524","141","402","543","180","39","113","106","188","422","1016","1.7","0.37"
"29","Markieff Morris","PHX","82","2581","512","1100","0.465","57","179","0.318","177","232","0.763","110","396","506","192","101","39","170","245","1258","1283","1.13","0.59"
"30","Enes Kanter","OKC","75","2136","482","928","0.519","16","45","0.356","183","234","0.782","277","394","671","55","36","29","145","189","1163","1312","0.38","0.25"
"31","Jason Thompson","SAC","81","1991","201","428","0.47","0","1","0","89","143","0.622","139","391","530","85","33","57","84","239","491","831","1.01","0.39"
"32","Luis Scola","IND","81","1659","300","642","0.467","5","20","0.25","158","226","0.699","138","388","526","105","47","18","94","192","763","955","1.12","0.5"
"32","PJ Tucker","PHX","78","2383","261","596","0.438","87","252","0.345","104","143","0.727","114","388","502","122","107","23","96","179","713","997","1.27","1.12"
"32","Timofey Mozgov","CLE","81","2046","314","566","0.555","2","6","0.333","155","216","0.718","203","388","591","55","33","97","116","227","785","1132","0.47","0.28"
"35","Gorgui Dieng","MIN","73","2193","259","512","0.506","1","6","0.167","191","244","0.783","223","386","609","146","71","126","126","188","710","1230","1.16","0.56"
"36","James Harden","HOU","81","2981","647","1470","0.44","208","555","0.375","715","824","0.868","75","384","459","565","154","60","321","208","2217","2202","1.76","0.48"
"36","Roy Hibbert","IND","76","1926","317","710","0.446","0","2","0","168","204","0.824","156","384","540","84","18","125","107","216","802","1033","0.79","0.17"
"38","Tristan Thompson","CLE","82","2194","267","488","0.547","0","0","0","159","248","0.641","274","383","657","39","34","61","83","189","693","1091","0.47","0.41"
"39","Blake Griffin","LAC","67","2356","574","1144","0.502","10","25","0.4","311","427","0.728","126","382","508","354","63","35","152","196","1469","1591","2.33","0.41"
"39","Jordan Hill","LAL","70","1874","357","777","0.459","3","11","0.273","124","168","0.738","174","382","556","103","34","52","106","164","841","1016","0.97","0.32"
