"RANK","PLAYER","TEAM","GP","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS","EFF","AST_TOV","STL_TOV"
"1","DeAndre Jordan","LAC","81","2570","412","577","0.714","0","2","0","205","425","0.482","298","816","1114","96","51","134","115","212","1029","1924","0.84","0.44"
"2","Hassan Whiteside","MIA","77","2513","542","973","0.557","0","0","0","225","358","0.628","293","795","1088","57","57","161","154","226","1309","1954","0.37","0.37"
"3","Andre Drummond","DET","81","2409","483","911","0.53","2","7","0.286","137","355","0.386","345","770","1115","90","124","89","152","237","1105","1725","0.59","0.82"
"4","Russell Westbrook","OKC","81","2802","824","1941","0.425","200","583","0.343","710","840","0.845","137","727","864","840","132","31","438","190","2558","2740","1.92","0.3"
"5","Rudy Gobert","UTA","81","2744","413","625","0.661","0","1","0","311","476","0.653","314","721","1035","97","49","214","147","246","1137","2008","0.66","0.33"
"6","Anthony Davis","NOP","75","2708","770","1526","0.505","40","134","0.299","519","647","0.802","172","712","884","157","94","167","181","168","2099","2336","0.87","0.52"
"7","Karl-Anthony Towns","MIN","82","3030","802","1480","0.542","101","275","0.367","356","428","0.832","296","711","1007","220","56","103","212","241","2061","2485","1.04","0.26"
"8","Dwight Howard","ATL","74","2199","388","613","0.633","0","2","0","226","424","0.533","296","644","940","104","64","92","170","203","1002","1609","0.61","0.38"
"9","DeMarcus Cousins","NOP","72","2465","647","1432","0.452","131","363","0.361","517","670","0.772","152","642","794","332","100","93","269","278","1942","2054","1.23","0.37"
"10","Marcin Gortat","WAS","82","2556","390","674","0.579","0","2","0","103","159","0.648","238","611","849","121","40","61","119","213","883","1495","1.02","0.34"
"11","Nikola Vucevic","ORL","75","2163","483","1031","0.468","23","75","0.307","107","160","0.669","176","603","779","208","76","74","117","180","1096","1515","1.78","0.65"
"12","James Harden","HOU","81","2947","674","1533","0.44","262","756","0.347","746","881","0.847","95","564","659","907","121","38","464","215","2356","2623","1.96","0.26"
"13","Giannis Antetokounmpo","MIL","80","2845","656","1259","0.521","49","180","0.272","471","612","0.77","142","558","700","434","131","151","234","246","1832","2270","1.86","0.56"
"14","LeBron James","CLE","74","2795","736","1344","0.548","124","342","0.363","358","531","0.674","97","542","639","646","92","44","303","134","1954","2291","2.13","0.3"
"15","Jonas Valanciunas","TOR","80","2066","391","702","0.557","1","2","0.5","176","217","0.811","226","533","759","57","37","63","106","216","959","1417","0.54","0.35"
"16","Kevin Love","CLE","60","1885","370","867","0.427","145","389","0.373","257","295","0.871","148","518","666","116","53","21","122","125","1142","1341","0.95","0.43"
