"RANK","PLAYER","TEAM","GP","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS","EFF","AST_TOV","STL_TOV"
"1","Ben Wallace","DET","80","2760","215","439","0.49","1","4","0.25","80","238","0.336","303","749","1052","123","107","186","117","192","511","1480","1.05","0.92"
"2","Tim Duncan","SAS","82","3174","702","1406","0.499","7","27","0.259","409","662","0.618","259","738","997","245","70","192","242","247","1820","2125","1.01","0.29"
"3","Dikembe Mutombo","PHI","75","2591","269","556","0.484","0","0","0","211","291","0.725","307","708","1015","76","29","203","144","204","749","1561","0.53","0.2"
"4","Kevin Garnett","MIN","81","3202","704","1475","0.477","19","66","0.288","357","467","0.764","219","702","921","401","111","145","230","204","1784","2251","1.74","0.48"
"5","Shaquille O'Neal","LAL","74","2924","813","1422","0.572","0","2","0","499","972","0.513","291","649","940","277","47","204","218","256","2125","2293","1.27","0.22"
"6","Dirk Nowitzki","DAL","82","3125","591","1247","0.474","151","390","0.387","451","538","0.838","119","635","754","173","79","101","156","245","1784","1992","1.11","0.51"
"7","Shawn Marion","PHX","79","2857","557","1160","0.48","21","82","0.256","234","289","0.81","220","628","848","160","132","108","129","211","1369","1830","1.24","1.02"
"8","Antonio McDyess","DEN","70","2555","577","1165","0.495","0","0","0","304","434","0.7","240","605","845","146","43","102","162","220","1458","1714","0.9","0.27"
"9","Anthony Mason","MIA","80","3254","460","954","0.482","0","0","0","370","474","0.781","169","601","770","248","80","25","179","231","1290","1636","1.39","0.45"
"10","Charles Oakley","TOR","78","2767","305","786","0.388","11","49","0.224","127","152","0.836","142","599","741","264","76","48","139","258","748","1232","1.9","0.55"
"11","Chris Webber","SAC","70","2836","786","1635","0.481","2","28","0.071","324","461","0.703","179","598","777","294","93","118","195","226","1898","1999","1.51","0.48"
"12","Clar. Weatherspoon","CLE","82","2774","347","692","0.501","0","0","0","230","291","0.79","223","573","796","103","85","105","112","171","924","1495","0.92","0.76"
"13","Antoine Walker","BOS","81","3396","711","1720","0.413","221","603","0.367","249","348","0.716","151","568","719","445","138","49","301","251","1892","1834","1.48","0.46"
"14","Shareef Abdur-Rahim","VAN","81","3241","604","1280","0.472","12","64","0.188","443","531","0.834","175","560","735","250","90","77","231","238","1663","1820","1.08","0.39"
"15","Karl Malone","UTA","81","2895","670","1345","0.498","2","5","0.4","536","676","0.793","114","555","669","361","93","62","244","216","1878","2004","1.48","0.38"
"16","Jermaine O'Neal","IND","81","2641","404","868","0.465","0","5","0","233","388","0.601","249","545","794","98","49","228","161","280","1041","1430","0.61","0.3"
"17","Marcus Camby","NYK","63","2127","304","580","0.524","1","8","0.125","150","225","0.667","196","527","723","52","66","136","63","205","759","1322","0.83","1.05"
"18","Antonio Davis","TOR","78","2729","375","866","0.433","0","1","0","319","423","0.754","274","513","787","106","22","151","135","230","1069","1405","0.79","0.16"
"19","Brian Grant","MIA","82","2771","484","1010","0.479","0","1","0","282","354","0.797","217","501","718","101","60","71","170","293","1250","1432","0.59","0.35"
"20","P.J. Brown","CHH","80","2811","249","561","0.444","0","4","0","178","209","0.852","257","485","742","127","78","92","108","260","676","1264","1.18","0.72"
"21","Jamal Mashburn","CHH","76","2989","573","1388","0.413","103","289","0.356","279","364","0.766","92","484","576","411","85","13","211","185","1528","1502","1.95","0.4"
"22","David Robinson","SAS","80","2371","400","823","0.486","0","1","0","351","470","0.747","208","483","691","116","80","197","122","212","1151","1571","0.95","0.66"
"23","Lamar Odom","LAC","76","2836","481","1046","0.46","80","253","0.316","262","386","0.679","110","482","592","392","74","122","264","236","1304","1531","1.49","0.28"
