"RANK","PLAYER","TEAM","GP","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS","EFF","AST_TOV","STL_TOV"
"1","Andre Drummond","DET","81","2666","552","1060","0.521","2","6","0.333","208","586","0.355","395","803","1198","67","119","112","155","245","1314","1769","0.43","0.77"
"2","DeAndre Jordan","LAC","77","2598","357","508","0.703","0","1","0","266","619","0.43","267","792","1059","90","51","177","107","207","980","1746","0.84","0.48"
"3","Julius Randle","LAL","81","2286","358","835","0.429","10","36","0.278","193","270","0.715","172","657","829","144","53","29","149","242","919","1271","0.97","0.36"
"4","Pau Gasol","CHI","72","2291","467","995","0.469","24","69","0.348","229","289","0.792","155","638","793","294","42","146","164","148","1187","1710","1.79","0.26"
"5","Draymond Green","GSW","81","2808","401","819","0.49","100","258","0.388","229","329","0.696","134","635","769","598","119","113","259","240","1131","1953","2.31","0.46"
"6","Karl-Anthony Towns","MIN","82","2627","625","1153","0.542","30","88","0.341","223","275","0.811","229","629","858","161","58","138","183","245","1503","1955","0.88","0.32"
"7","Hassan Whiteside","MIA","73","2125","413","682","0.606","0","0","0","214","329","0.65","238","627","865","29","44","269","137","201","1040","1726","0.21","0.32"
"8","Kevin Love","CLE","77","2424","409","977","0.419","158","439","0.36","258","314","0.822","149","613","762","185","58","41","142","159","1234","1514","1.3","0.41"
"9","Dwight Howard","HOU","71","2280","372","600","0.62","0","6","0","232","474","0.489","238","597","835","98","69","113","166","219","976","1455","0.59","0.42"
"10","DeMarcus Cousins","SAC","65","2246","601","1332","0.451","70","210","0.333","476","663","0.718","158","589","747","214","101","92","249","236","1748","1735","0.86","0.41"
"11","Kevin Durant","OKC","72","2578","698","1381","0.505","186","481","0.387","447","498","0.898","45","544","589","361","69","85","250","137","2029","2149","1.44","0.28"
"12","Paul Millsap","ATL","81","2647","501","1066","0.47","74","232","0.319","309","408","0.757","198","534","732","265","147","139","191","237","1385","1813","1.39","0.77"
"13","Marcin Gortat","WAS","75","2256","433","764","0.567","0","1","0","146","207","0.705","222","519","741","106","47","96","121","193","1012","1489","0.88","0.39"
"14","Giannis Antetokounmpo","MIL","80","2823","513","1013","0.506","28","109","0.257","296","409","0.724","113","499","612","345","94","113","208","258","1350","1693","1.66","0.45"
"15","Anthony Davis","NOP","61","2164","560","1136","0.493","35","108","0.324","326","430","0.758","130","497","627","116","78","125","121","148","1481","1626","0.96","0.65"
"16","Paul George","IND","81","2819","605","1449","0.418","210","566","0.371","454","528","0.86","79","484","563","329","152","29","265","230","1874","1764","1.24","0.57"
"16","Thaddeus Young","BKN","73","2407","495","963","0.514","7","30","0.233","105","163","0.644","176","484","660","136","112","37","136","182","1102","1385","1","0.82"
"18","Russell Westbrook","OKC","80","2750","656","1444","0.454","101","341","0.296","465","573","0.812","145","481","626","834","163","20","342","200","1878","2283","2.44","0.48"
