"RANK","PLAYER","TEAM","GP","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS","EFF","AST_TOV","STL_TOV"
"1","Brent Barry","SEA","67","1778","198","401","0.494","109","229","0.476","84","103","0.816","33","178","211","225","80","14","86","126","589","811","2.62","0.93"
"2","John Stockton","UTA","82","2397","328","651","0.504","61","132","0.462","227","278","0.817","54","173","227","713","132","21","203","194","944","1460","3.51","0.65"
"3","Shammond Williams","SEA","69","1238","161","368","0.438","61","133","0.459","84","96","0.875","34","98","132","190","31","4","82","83","467","523","2.32","0.38"
"4","Hubert Davis","WAS","66","1692","196","433","0.453","78","171","0.456","54","62","0.871","28","111","139","110","35","1","81","121","524","483","1.36","0.43"
"5","Danny Ferry","SAS","80","1688","178","375","0.475","70","156","0.449","22","30","0.733","55","168","223","71","28","21","50","169","448","536","1.42","0.56"
"6","Toni Kukoc","ATL","65","1597","275","582","0.473","70","157","0.446","101","160","0.631","66","193","259","199","48","11","111","98","721","761","1.79","0.43"
"7","Pat Garrity","ORL","76","1579","223","576","0.387","97","224","0.433","85","98","0.867","51","159","210","51","40","15","68","241","628","510","0.75","0.59"
"8","Ray Allen","MIL","82","3129","628","1309","0.48","202","467","0.433","348","392","0.888","101","327","428","374","124","20","204","192","1806","1823","1.83","0.61"
"9","Rashard Lewis","SEA","78","2720","426","887","0.48","123","285","0.432","176","213","0.826","143","398","541","125","91","45","129","191","1151","1326","0.97","0.71"
"10","Dell Curry","TOR","71","956","162","382","0.424","62","145","0.428","43","51","0.843","16","69","85","75","27","8","39","66","429","357","1.92","0.69"
"11","Sean Elliott","SAS","52","1229","147","339","0.434","55","129","0.426","60","84","0.714","17","153","170","81","23","25","51","80","409","441","1.59","0.45"
"12","Terry Porter","SAS","80","1678","197","440","0.448","87","205","0.424","92","116","0.793","24","177","201","251","52","11","104","88","573","717","2.41","0.5"
"13","Fred Hoiberg","CHI","74","2247","217","495","0.438","103","250","0.412","136","157","0.866","21","287","308","263","98","12","74","155","673","981","3.55","1.32"
"14","Bryon Russell","UTA","78","2473","308","700","0.44","95","230","0.413","222","285","0.779","94","236","330","160","96","20","113","229","933","971","1.42","0.85"
"15","Tim Thomas","MIL","76","2086","326","758","0.43","107","260","0.412","195","253","0.771","79","234","313","138","78","45","114","194","954","924","1.21","0.68"
"16","Greg Anthony","POR","58","856","97","253","0.383","65","159","0.409","23","35","0.657","21","40","61","82","40","3","43","63","282","257","1.91","0.93"
"17","Vince Carter","TOR","75","2979","762","1656","0.46","162","397","0.408","384","502","0.765","176","240","416","291","114","82","167","205","2070","1794","1.74","0.68"
"18","Mike Miller","ORL","82","2390","368","845","0.436","148","364","0.407","91","128","0.711","66","261","327","140","51","19","97","200","975","901","1.44","0.53"
"19","Steve Nash","DAL","70","2387","386","792","0.487","89","219","0.406","231","258","0.895","46","177","223","509","72","5","205","158","1092","1263","2.48","0.35"
"20","Antonio Daniels","SAS","79","2060","275","588","0.468","74","183","0.404","121","156","0.776","26","137","163","304","61","14","109","120","745","830","2.79","0.56"
"21","Eric Piatkowski","LAC","81","2144","291","672","0.433","120","297","0.404","158","181","0.873","54","187","241","96","46","19","76","123","860","782","1.26","0.61"
"22","Matt Bullard","HOU","61","1000","129","305","0.423","86","213","0.404","10","14","0.714","22","108","130","42","10","9","12","76","354","353","3.5","0.83"
"23","Peja Stojakovic","SAC","75","2905","559","1189","0.47","144","360","0.4","267","312","0.856","93","341","434","164","91","13","146","144","1529","1410","1.12","0.62"
"24","Derek Anderson","SAS","82","2859","413","993","0.416","101","253","0.399","342","402","0.851","75","288","363","301","120","14","165","188","1269","1262","1.82","0.73"
"25","Howard Eisley","DAL","82","2426","265","675","0.393","107","269","0.398","104","126","0.825","23","174","197","295","99","12","102","218","741","810","2.89","0.97"
"26","Steve Francis","HOU","80","3194","550","1219","0.451","133","336","0.396","358","438","0.817","190","363","553","517","141","31","265","274","1591","1819","1.95","0.53"
"27","Mike Penberthy","LAL","53","851","92","222","0.414","55","139","0.396","28","31","0.903","10","53","63","71","22","2","34","57","267","258","2.09","0.65"
"28","Walt Williams","HOU","72","1583","202","513","0.394","98","248","0.395","97","126","0.77","31","214","245","97","30","28","73","153","599","586","1.33","0.41"
"29","Jason Terry","ATL","82","3089","596","1367","0.436","124","314","0.395","303","358","0.846","42","227","269","403","104","12","239","204","1619","1342","1.69","0.44"
"30","Rick Fox","LAL","82","2291","287","646","0.444","118","300","0.393","95","122","0.779","80","245","325","262","70","29","136","225","787","951","1.93","0.52"
"31","Anthony Peeler","MIN","75","2126","308","732","0.421","100","256","0.391","75","87","0.862","44","148","192","192","91","18","105","166","791","743","1.83","0.87"
"32","Glen Rice","NYK","75","2212","331","752","0.44","82","211","0.389","155","182","0.852","61","246","307","89","41","13","96","179","899","805","0.93","0.43"
"33","Dirk Nowitzki","DAL","82","3125","591","1247","0.474","151","390","0.387","451","538","0.838","119","635","754","173","79","101","156","245","1784","1992","1.11","0.51"
"34","Voshon Lenard","DEN","80","2331","336","846","0.397","147","382","0.385","153","192","0.797","47","184","231","190","65","18","102","170","972","825","1.86","0.64"
"35","Charlie Ward","NYK","61","1492","155","373","0.416","67","175","0.383","56","70","0.8","32","127","159","273","70","10","112","132","433","601","2.44","0.63"
