"RANK","PLAYER","TEAM","GP","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS","EFF","AST_TOV","STL_TOV"
"1","Jose Calderon","DET","73","2159","312","635","0.491","130","282","0.461","72","80","0.9","20","156","176","518","58","8","126","99","826","1129","4.11","0.46"
"2","Kyle Korver","ATL","74","2259","277","601","0.461","189","414","0.457","67","78","0.859","23","270","293","146","70","37","70","170","810","951","2.09","1"
"3","Stephen Curry","GSW","78","2983","626","1388","0.451","272","600","0.453","262","291","0.9","59","255","314","539","126","12","240","198","1786","1746","2.25","0.53"
"4","Ersan Ilyasova","MIL","73","2012","371","803","0.462","95","214","0.444","125","157","0.796","154","366","520","117","68","36","75","185","962","1164","1.56","0.91"
"5","Steve Nash","LAL","50","1627","236","475","0.497","57","130","0.438","107","116","0.922","26","116","142","333","30","5","126","70","636","772","2.64","0.24"
"6","Shane Battier","MIA","72","1786","152","362","0.42","136","316","0.43","32","38","0.842","37","128","165","72","41","55","34","149","472","555","2.12","1.21"
"7","Danny Green","SAS","80","2201","297","663","0.448","177","413","0.429","67","79","0.848","36","208","244","141","92","54","94","124","838","897","1.5","0.98"
"8","Mike Dunleavy","MIL","75","1943","276","624","0.442","128","299","0.428","105","128","0.82","31","260","291","145","39","35","90","135","785","834","1.61","0.43"
"9","Willie Green","LAC","72","1188","178","386","0.461","71","166","0.428","23","32","0.719","17","80","97","55","29","12","31","96","450","395","1.77","0.94"
"10","Kevin Martin","OKC","77","2136","350","778","0.45","158","371","0.426","219","246","0.89","31","147","178","106","72","8","101","138","1077","885","1.05","0.71"
"11","Steve Novak","NYK","81","1641","178","430","0.414","149","351","0.425","30","33","0.909","17","135","152","35","28","8","12","97","535","491","2.92","2.33"
"12","Martell Webster","WAS","76","2200","281","636","0.442","139","329","0.422","168","198","0.848","53","241","294","143","49","17","90","166","869","897","1.59","0.54"
"13","Chris Copeland","NYK","56","862","182","380","0.479","59","140","0.421","63","83","0.759","34","85","119","27","16","12","50","104","486","392","0.54","0.32"
"14","Steve Blake","LAL","45","1175","114","270","0.422","72","171","0.421","27","35","0.771","21","111","132","173","34","6","62","83","327","446","2.79","0.55"
"15","Ray Allen","MIA","79","2035","292","651","0.449","139","332","0.419","140","158","0.886","40","177","217","135","67","15","103","129","863","817","1.31","0.65"
"16","Thabo Sefolosha","OKC","81","2229","224","466","0.481","108","258","0.419","57","69","0.826","58","259","317","125","103","44","64","177","613","884","1.95","1.61"
"17","Mike Miller","MIA","59","900","100","231","0.433","73","175","0.417","8","11","0.727","18","139","157","99","21","4","35","63","281","393","2.83","0.6"
"18","Jimmer Fredette","SAC","69","967","172","409","0.421","65","156","0.417","85","99","0.859","19","52","71","92","31","3","68","64","494","372","1.35","0.46"
"19","Kevin Durant","OKC","81","3119","731","1433","0.51","139","334","0.416","679","750","0.905","46","594","640","374","116","105","280","143","2280","2462","1.34","0.41"
"20","Roger Mason Jr.","NOH","69","1219","132","305","0.433","66","159","0.415","39","43","0.907","11","121","132","74","26","11","51","104","369","384","1.45","0.51"
"21","Gordon Hayward","UTA","72","2104","336","773","0.435","102","246","0.415","243","294","0.827","51","174","225","213","58","38","120","125","1017","943","1.78","0.48"
"22","Dirk Nowitzki","DAL","53","1661","343","728","0.471","65","157","0.414","166","193","0.86","37","326","363","132","38","37","70","93","917","1005","1.89","0.54"
