"RANK","PLAYER","TEAM","GP","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS","EFF","AST_TOV","STL_TOV"
"1","Fred Hoiberg","MIN","76","1271","139","284","0.489","70","145","0.483","89","102","0.873","32","149","181","85","50","15","20","105","437","590","4.25","2.5"
"2","Joe Johnson","PHX","82","3238","544","1179","0.461","177","370","0.478","135","180","0.75","120","302","422","291","79","24","148","167","1400","1388","1.97","0.53"
"3","Cuttino Mobley","SAC","66","2389","408","932","0.438","150","342","0.439","168","205","0.82","45","184","229","188","74","30","133","152","1134","961","1.41","0.56"
"4","Mike Miller","MEM","76","2280","387","766","0.505","140","323","0.433","108","150","0.72","36","264","300","220","54","23","127","197","1022","1071","1.73","0.43"
"5","Damon Jones","MIA","82","2576","331","726","0.456","225","521","0.432","68","86","0.791","14","217","231","350","44","5","98","121","955","1074","3.57","0.45"
"6","Steve Nash","PHX","75","2573","430","857","0.502","94","218","0.431","211","238","0.887","57","192","249","861","74","6","245","136","1165","1656","3.51","0.3"
"7","Jon Barry","HOU","69","1505","161","368","0.438","71","165","0.43","62","71","0.873","26","133","159","167","60","9","67","95","455","567","2.49","0.9"
"8","Chauncey Billups","DET","80","2866","404","913","0.442","165","387","0.426","343","382","0.898","48","223","271","464","81","9","180","194","1316","1413","2.58","0.45"
"9","Eric Piatkowski","CHI","68","839","111","258","0.43","57","134","0.425","45","56","0.804","15","64","79","51","29","1","37","67","324","289","1.38","0.78"
"10","Jason Terry","DAL","80","2403","372","743","0.501","103","245","0.42","146","173","0.844","38","150","188","429","109","15","147","177","993","1189","2.92","0.74"
"11","Donyell Marshall","TOR","65","1648","262","592","0.443","151","363","0.416","72","91","0.791","95","333","428","81","57","46","42","136","747","968","1.93","1.36"
"12","Jim Jackson","PHX","64","1988","248","582","0.426","122","295","0.414","54","58","0.931","33","236","269","183","35","5","115","153","672","711","1.59","0.3"
"13","Jason Kapono","CHA","81","1494","269","671","0.401","80","194","0.412","70","85","0.824","32","132","164","61","40","6","46","132","688","496","1.33","0.87"
"14","Tim Thomas","NYK","71","1940","315","718","0.439","85","208","0.409","136","173","0.786","45","192","237","110","41","17","113","222","851","703","0.97","0.36"
"15","Beno Udrih","SAS","80","1148","173","390","0.444","58","142","0.408","67","89","0.753","16","67","83","150","41","10","77","96","471","439","1.95","0.53"
"16","Michael Finley","DAL","64","2358","387","907","0.427","116","285","0.407","113","136","0.831","45","217","262","169","48","18","60","123","1003","897","2.82","0.8"
