"RANK","PLAYER","TEAM","GP","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS","EFF","AST_TOV","STL_TOV"
"1","Jason Kapono","MIA","67","1767","278","563","0.494","108","210","0.514","66","74","0.892","26","154","180","81","38","2","70","135","730","668","1.16","0.54"
"2","Steve Nash","PHX","76","2682","517","971","0.532","156","343","0.455","222","247","0.899","30","239","269","884","57","6","287","117","1412","1862","3.08","0.2"
"3","Brent Barry","SAS","75","1631","202","425","0.475","128","287","0.446","103","117","0.88","17","143","160","138","56","12","61","88","635","703","2.26","0.92"
"4","Luther Head","HOU","80","2211","306","700","0.437","177","401","0.441","83","105","0.79","31","221","252","194","76","5","137","133","872","846","1.42","0.56"
"5","Anthony Parker","TOR","73","2437","328","687","0.477","115","261","0.441","132","158","0.835","60","223","283","153","73","11","71","135","903","967","2.16","1.03"
"6","Jason Terry","DAL","81","2846","514","1063","0.484","162","370","0.438","160","199","0.804","41","190","231","422","81","17","152","170","1350","1361","2.78","0.53"
"7","Leandro Barbosa","PHX","80","2613","529","1111","0.476","190","438","0.434","196","232","0.845","22","192","214","317","96","15","146","210","1444","1322","2.17","0.66"
"8","Al Harrington","GSW","78","2563","495","1083","0.457","127","293","0.433","168","242","0.694","151","345","496","149","65","24","169","269","1285","1188","0.88","0.39"
"9","Kyle Korver","PHI","74","2288","372","845","0.44","132","307","0.43","191","209","0.914","30","229","259","105","57","20","117","188","1067","900","0.9","0.49"
"10","Eddie House","NJN","56","946","180","421","0.428","75","175","0.429","33","36","0.917","14","78","92","67","27","3","27","69","468","386","2.48","1"
"11","Bostjan Nachbar","NJN","76","1532","226","495","0.457","112","265","0.423","132","164","0.805","27","226","253","61","30","26","69","183","696","696","0.88","0.44"
"12","Shane Battier","HOU","82","2988","292","654","0.446","157","373","0.421","88","113","0.779","67","271","338","175","79","60","72","190","829","1022","2.43","1.1"
"13","Dirk Nowitzki","DAL","78","2820","673","1341","0.502","72","173","0.416","498","551","0.904","122","571","693","263","52","62","167","171","1916","2098","1.58","0.31"
"14","Matt Carroll","CHA","72","1878","285","658","0.433","111","267","0.416","188","208","0.904","35","172","207","91","53","9","73","176","869","763","1.25","0.73"
"15","Kirk Hinrich","CHI","80","2839","475","1061","0.448","140","337","0.415","237","284","0.835","32","242","274","500","100","23","191","274","1327","1400","2.62","0.52"
"16","Ben Gordon","CHI","82","2704","609","1338","0.455","155","375","0.413","380","440","0.864","35","223","258","296","64","17","249","252","1753","1350","1.19","0.26"
"17","Raja Bell","PHX","78","2917","410","950","0.432","205","496","0.413","118","152","0.776","48","203","251","196","50","22","83","233","1143","1005","2.36","0.6"
"18","Cuttino Mobley","LAC","78","2841","388","882","0.44","101","246","0.411","200","239","0.837","52","215","267","198","92","24","145","186","1077","980","1.37","0.63"
"19","Ime Udoka","POR","75","2144","237","514","0.461","89","219","0.406","66","89","0.742","95","184","279","112","71","17","73","207","629","735","1.53","0.97"
"20","Mike Miller","MEM","70","2740","465","1010","0.46","202","498","0.406","161","203","0.793","52","326","378","298","54","18","179","138","1293","1275","1.67","0.3"
"21","Sasha Pavlovic","CLE","67","1534","222","490","0.453","60","148","0.405","100","126","0.794","23","135","158","105","55","17","102","145","604","543","1.03","0.54"
"22","DeShawn Stevenson","WAS","82","2419","347","753","0.461","74","183","0.404","152","216","0.704","55","161","216","218","65","19","119","155","920","849","1.83","0.55"
