"RANK","PLAYER","TEAM","GP","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS","EFF","AST_TOV","STL_TOV"
"1","Dale Ellis","SEA","79","1939","348","700","0.497","127","274","0.464","111","142","0.782","51","133","184","89","60","5","74","128","934","815","1.2","0.81"
"2","Jeff Hornacek","UTA","80","2460","399","828","0.482","56","127","0.441","285","322","0.885","65","205","270","349","109","15","132","175","1139","1284","2.64","0.83"
"3","Chris Mullin","IND","82","2177","333","692","0.481","107","243","0.44","154","164","0.939","38","211","249","186","95","39","117","186","927","1010","1.59","0.81"
"4","Hubert Davis","DAL","81","2378","350","767","0.456","101","230","0.439","97","116","0.836","34","135","169","157","43","5","88","117","898","748","1.78","0.49"
"5","Steve Kerr","CHI","50","1119","137","302","0.454","57","130","0.438","45","49","0.918","14","63","77","96","26","5","27","71","376","384","3.56","0.96"
"6","Glen Rice","CHH","82","3295","634","1386","0.457","130","300","0.433","428","504","0.849","89","264","353","182","77","22","182","200","1826","1450","1","0.42"
"7","Wesley Person","CLE","82","3198","440","957","0.46","192","447","0.43","132","170","0.776","65","298","363","188","129","49","110","108","1204","1268","1.71","1.17"
"8","Reggie Miller","IND","81","2795","516","1081","0.477","164","382","0.429","382","440","0.868","46","186","232","171","78","11","128","148","1578","1319","1.34","0.61"
"9","Dell Curry","CHH","52","971","194","434","0.447","61","145","0.421","41","52","0.788","26","75","101","69","31","4","54","85","490","390","1.28","0.57"
"10","Eldridge Recasner","ATL","59","1454","206","452","0.456","62","148","0.419","74","79","0.937","32","110","142","117","41","1","91","94","548","507","1.29","0.45"
"11","Kerry Kittles","NJN","77","2814","508","1154","0.44","110","263","0.418","202","250","0.808","132","230","362","176","132","37","106","152","1328","1235","1.66","1.25"
"12","Matt Bullard","HOU","67","1190","175","389","0.45","96","231","0.416","20","27","0.741","25","121","146","60","31","24","39","104","466","467","1.54","0.8"
"13","Steve Nash","PHX","76","1664","268","584","0.459","81","195","0.415","74","86","0.86","32","128","160","262","63","4","98","145","691","754","2.67","0.64"
"14","Hersey Hawkins","SEA","82","2597","280","636","0.44","125","301","0.415","177","204","0.868","71","263","334","221","148","17","102","153","862","1097","2.17","1.45"
"15","Greg Anthony","SEA","80","1021","150","349","0.43","66","159","0.415","53","80","0.663","18","93","111","205","64","3","91","97","419","485","2.25","0.7"
"16","Detlef Schrempf","SEA","78","2742","437","898","0.487","61","147","0.415","297","352","0.844","135","419","554","341","60","19","168","205","1232","1522","2.03","0.36"
"17","Eric Piatkowski","LAC","67","1740","257","568","0.452","106","259","0.409","140","170","0.824","70","166","236","85","51","12","80","137","760","723","1.06","0.64"
"18","Sam Mack","VAN","57","1414","222","559","0.397","110","269","0.409","62","77","0.805","30","103","133","101","41","11","69","117","616","481","1.46","0.59"
"19","Dana Barros","BOS","80","1686","281","609","0.461","100","246","0.407","122","144","0.847","28","125","153","286","83","6","107","124","784","855","2.67","0.78"
