"RANK","PLAYER","TEAM","GP","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS","EFF","AST_TOV","STL_TOV"
"1","Steve Novak","NYK","54","1020","161","337","0.478","133","282","0.472","22","26","0.846","9","95","104","12","16","9","21","59","477","417","0.57","0.76"
"2","Ersan Ilyasova","MIL","60","1655","294","597","0.492","51","112","0.455","143","183","0.781","196","333","529","71","42","44","76","133","782","1049","0.93","0.55"
"3","Stephen Curry","GSW","26","732","145","296","0.49","55","121","0.455","38","47","0.809","15","73","88","138","39","8","65","62","383","431","2.12","0.6"
"4","Mike Miller","MIA","39","752","91","209","0.435","53","117","0.453","2","5","0.4","22","106","128","42","14","6","30","58","237","276","1.4","0.47"
"4","Ray Allen","BOS","46","1565","226","493","0.458","106","234","0.453","97","106","0.915","14","128","142","109","49","8","68","83","655","619","1.6","0.72"
"6","Brandon Rush","GSW","65","1717","235","469","0.501","99","219","0.452","65","82","0.793","33","218","251","88","35","58","68","64","634","747","1.29","0.52"
"7","Willie Green","ATL","53","922","153","325","0.471","50","113","0.442","48","56","0.857","15","65","80","40","23","6","33","74","404","340","1.21","0.7"
"8","Jordan Farmar","NJN","39","831","147","315","0.467","55","125","0.44","57","63","0.905","7","54","61","129","24","2","68","49","406","380","1.9","0.35"
"9","Danny Green","SAS","66","1522","211","477","0.442","102","234","0.436","79","100","0.79","54","174","228","86","58","46","67","107","603","667","1.28","0.87"
"10","Kyle Korver","CHI","65","1469","178","412","0.432","118","271","0.435","55","66","0.833","26","133","159","112","36","15","53","110","529","553","2.11","0.68"
"11","Ben Gordon","DET","52","1398","234","530","0.442","63","147","0.429","117","136","0.86","14","107","121","127","34","11","115","114","648","511","1.1","0.3"
"12","Chris Duhon","ORL","63","1226","85","203","0.419","50","119","0.42","17","21","0.81","14","88","102","151","35","9","81","71","237","331","1.86","0.43"
"13","Richard Jefferson","GSW","63","1748","203","488","0.416","113","269","0.42","59","85","0.694","26","193","219","88","37","19","50","121","578","580","1.76","0.74"
"14","Matt Bonner","SAS","65","1326","154","350","0.44","105","250","0.42","16","21","0.762","29","185","214","61","15","21","14","68","429","525","4.36","1.07"
"15","Gary Neal","SAS","56","1206","212","486","0.436","83","198","0.419","50","64","0.781","12","106","118","117","27","2","60","75","557","473","1.95","0.45"
"16","JJ Redick","ORL","65","1765","248","584","0.425","112","268","0.418","143","157","0.911","18","132","150","164","27","6","68","92","751","680","2.41","0.4"
"17","Klay Thompson","GSW","66","1608","318","718","0.443","111","268","0.414","79","91","0.868","24","137","161","133","49","20","103","155","826","674","1.29","0.48"
"18","Manu Ginobili","SAS","34","792","150","285","0.526","52","126","0.413","88","101","0.871","18","98","116","151","24","12","64","56","440","531","2.36","0.38"
"19","James Jones","MIA","51","666","57","150","0.38","46","114","0.404","25","30","0.833","6","43","49","19","17","9","10","45","185","171","1.9","1.7"
"20","Chase Budinger","HOU","58","1298","208","471","0.442","88","219","0.402","54","70","0.771","38","179","217","74","29","7","55","65","558","551","1.35","0.53"
"21","Courtney Lee","HOU","58","1757","251","580","0.433","87","217","0.401","71","86","0.826","26","133","159","88","68","22","64","106","660","589","1.38","1.06"
"22","Mike Dunleavy","MIL","55","1445","239","504","0.474","83","208","0.399","116","143","0.811","29","175","204","117","28","8","58","87","677","684","2.02","0.48"
"23","Kyrie Irving","CLE","51","1558","350","747","0.469","73","183","0.399","171","196","0.872","44","147","191","275","54","20","160","110","944","902","1.72","0.34"
"24","Arron Afflalo","DEN","62","2086","329","699","0.471","88","221","0.398","197","247","0.798","40","157","197","149","36","13","85","134","943","833","1.75","0.42"
"25","Daniel Gibson","CLE","35","916","87","248","0.351","55","139","0.396","34","43","0.791","11","90","101","76","26","16","45","69","263","267","1.69","0.58"
"26","Andre Iguodala","PHI","62","2209","287","632","0.454","76","193","0.394","121","196","0.617","56","325","381","339","107","30","115","92","771","1093","2.95","0.93"
