"RANK","PLAYER","TEAM","GP","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS","EFF","AST_TOV","STL_TOV"
"1","Glen Rice","CHH","79","3359","722","1513","0.477","207","440","0.47","464","535","0.867","67","251","318","160","72","26","177","190","2115","1652","0.9","0.41"
"2","Steve Kerr","CHI","82","1858","249","467","0.533","110","237","0.464","54","67","0.806","29","101","130","175","67","3","43","98","662","763","4.07","1.56"
"3","Kevin Johnson","PHX","70","2656","441","890","0.496","89","202","0.441","439","515","0.852","54","199","253","653","102","12","217","141","1410","1688","3.01","0.47"
"4","Kenny Smith","DEN","48","762","101","239","0.423","59","135","0.437","39","45","0.867","4","40","44","116","19","0","71","30","300","264","1.63","0.27"
"5","Joe Dumars","DET","79","2925","385","875","0.44","166","384","0.432","223","258","0.864","38","153","191","318","57","1","128","97","1159","1073","2.48","0.45"
"6","Mitch Richmond","SAC","81","3115","717","1578","0.454","204","477","0.428","457","531","0.861","59","260","319","338","118","24","237","211","2095","1722","1.43","0.5"
"7","Reggie Miller","IND","81","2967","552","1244","0.444","229","536","0.427","418","475","0.88","53","233","286","273","75","25","166","172","1751","1495","1.65","0.45"
"8","Dell Curry","CHH","68","2081","384","836","0.459","126","296","0.426","114","142","0.803","40","171","211","118","60","14","93","147","1008","838","1.27","0.65"
"9","John Stockton","UTA","82","2894","416","759","0.548","76","180","0.422","275","325","0.846","45","183","228","860","166","15","248","194","1183","1811","3.47","0.67"
"10","Terry Mills","DET","79","1999","312","702","0.444","175","415","0.422","58","70","0.829","68","309","377","99","35","27","85","161","857","908","1.17","0.41"
"11","Henry James","ATL","53","949","125","306","0.408","76","181","0.42","30","36","0.833","27","54","81","21","11","1","29","98","356","254","0.72","0.38"
"12","Mario Elie","HOU","78","2688","291","585","0.497","120","286","0.42","207","231","0.896","60","175","235","310","92","12","135","200","909","1105","2.3","0.68"
"13","Anthony Goldwire","DEN","60","1194","131","330","0.397","64","153","0.418","61","78","0.782","12","72","84","219","33","2","76","104","387","433","2.88","0.43"
"14","Muggsy Bogues","CHH","65","1877","204","443","0.46","60","144","0.417","54","64","0.844","25","116","141","469","82","2","108","114","522","859","4.34","0.76"
"15","Eldridge Recasner","ATL","71","1202","148","350","0.423","58","140","0.414","51","58","0.879","35","80","115","94","38","4","65","97","405","382","1.45","0.59"
"16","Voshon Lenard","MIA","73","2113","314","684","0.459","183","442","0.414","86","105","0.819","38","179","217","161","50","18","109","168","897","845","1.48","0.46"
"17","Wesley Person","PHX","80","2331","409","903","0.453","171","414","0.413","91","114","0.798","68","224","292","123","86","20","76","102","1080","1008","1.62","1.13"
"18","Chris Mullin","GSW","79","2742","438","792","0.553","83","202","0.411","184","213","0.864","75","242","317","322","130","33","192","155","1143","1370","1.68","0.68"
"19","Bryon Russell","UTA","81","2532","297","620","0.479","108","264","0.409","171","244","0.701","79","252","331","123","129","27","94","237","873","993","1.31","1.37"
"20","Matt Maloney","HOU","82","2387","271","615","0.441","154","381","0.404","71","93","0.763","19","141","160","303","82","1","122","125","767","825","2.48","0.67"
"21","Hersey Hawkins","SEA","82","2758","369","795","0.464","143","355","0.403","258","295","0.875","92","228","320","250","159","12","130","146","1139","1287","1.92","1.22"
"22","Danny Ferry","CLE","82","2632","341","794","0.429","114","284","0.401","74","87","0.851","82","255","337","151","56","32","94","245","870","886","1.61","0.6"
"23","Keith Askins","MIA","78","1769","138","319","0.433","69","172","0.401","39","58","0.672","86","185","271","75","53","19","59","196","384","543","1.27","0.9"
"24","Walt Williams","TOR","73","2649","419","982","0.427","175","437","0.4","186","243","0.765","103","264","367","197","97","62","174","282","1199","1128","1.13","0.56"
"25","Brooks Thompson","DEN","67","1056","162","406","0.399","97","244","0.398","24","38","0.632","18","78","96","180","55","2","87","126","445","433","2.07","0.63"
"26","Chris Webber","WAS","72","2809","604","1167","0.518","60","151","0.397","177","313","0.565","238","505","743","331","122","137","230","258","1445","1849","1.44","0.53"
"27","Mark Price","GSW","70","1873","263","589","0.447","112","283","0.396","155","171","0.906","36","143","179","342","67","3","161","100","793","881","2.12","0.42"
"28","Sam Perkins","SEA","81","1976","290","661","0.439","122","309","0.395","187","229","0.817","74","226","300","103","69","49","77","134","889","920","1.34","0.9"
"29","Dennis Scott","ORL","66","2166","298","749","0.398","147","373","0.394","80","101","0.792","40","163","203","139","74","19","81","138","823","705","1.72","0.91"
