"RANK","PLAYER","TEAM","GP","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS","EFF","AST_TOV","STL_TOV"
"1","Bruce Bowen","SAS","82","2566","223","479","0.466","101","229","0.441","36","89","0.404","59","180","239","113","66","42","72","195","583","662","1.57","0.92"
"2","Michael Redd","MIL","82","2316","455","971","0.469","182","416","0.438","149","185","0.805","98","273","371","117","100","13","74","143","1241","1216","1.58","1.35"
"3","Wesley Person","MEM","66","1941","274","601","0.456","100","231","0.433","79","97","0.814","24","168","192","112","42","19","56","64","727","691","2","0.75"
"4","David Wesley","NOH","73","2710","449","1037","0.433","134","316","0.424","185","237","0.781","38","137","175","251","109","9","132","173","1217","989","1.9","0.83"
"5","Wally Szczerbiak","MIN","52","1836","351","729","0.481","61","145","0.421","150","173","0.867","53","188","241","136","44","22","87","123","913","868","1.56","0.51"
"6","Steve Nash","DAL","82","2711","518","1114","0.465","111","269","0.413","308","339","0.909","63","171","234","598","85","6","192","134","1455","1559","3.12","0.44"
"7","Matt Harpring","UTA","78","2557","521","1020","0.511","66","160","0.413","262","331","0.792","190","324","514","133","73","17","160","217","1370","1379","0.83","0.46"
"8","Anthony Peeler","MIN","82","2245","252","609","0.414","87","212","0.41","39","50","0.78","40","201","241","244","72","13","82","161","630","750","2.98","0.88"
"9","Mike Bibby","SAC","55","1835","329","700","0.47","56","137","0.409","161","187","0.861","34","113","147","285","72","8","127","93","875","863","2.24","0.57"
"10","Eddie Jones","MIA","47","1789","291","688","0.423","98","241","0.407","189","230","0.822","35","191","226","173","64","31","85","137","869","840","2.04","0.75"
"11","Jon Barry","DET","80","1473","191","424","0.45","87","214","0.407","86","100","0.86","33","147","180","206","63","14","81","104","555","690","2.54","0.78"
"12","Brent Barry","SEA","75","2480","264","577","0.458","118","293","0.403","128","161","0.795","48","253","301","384","113","15","142","199","774","1099","2.7","0.8"
"13","Derek Fisher","LAL","82","2829","339","775","0.437","85","212","0.401","100","125","0.8","40","199","239","298","93","15","94","195","863","953","3.17","0.99"
"14","Shane Battier","MEM","78","2383","275","569","0.483","86","216","0.398","120","145","0.828","128","217","345","105","102","88","68","207","756","1009","1.54","1.5"
"15","Eric Piatkowski","LAC","62","1360","210","446","0.471","80","201","0.398","101","122","0.828","44","112","156","70","33","9","56","92","601","556","1.25","0.59"
"16","Glen Rice","HOU","62","1532","196","457","0.429","101","254","0.398","63","83","0.759","28","126","154","65","23","5","55","99","556","467","1.18","0.42"
"17","Pat Garrity","ORL","81","2584","312","744","0.419","161","407","0.396","83","100","0.83","72","234","306","121","62","20","77","255","868","851","1.57","0.81"
"18","Allan Houston","NYK","82","3108","652","1465","0.445","178","450","0.396","363","395","0.919","26","205","231","220","54","7","178","191","1845","1334","1.24","0.3"
"19","Tony Delk","BOS","67","1873","233","560","0.416","120","304","0.395","68","87","0.782","41","191","232","146","72","10","69","124","654","699","2.12","1.04"
"20","Doug Christie","SAC","80","2710","267","557","0.479","73","185","0.395","141","174","0.81","61","281","342","376","180","37","144","186","748","1216","2.61","1.25"
"21","Chauncey Billups","DET","74","2327","366","870","0.421","149","380","0.392","318","362","0.878","38","235","273","287","63","15","134","136","1199","1155","2.14","0.47"
"22","Jamal Mashburn","NOH","82","3321","670","1586","0.422","119","306","0.389","313","369","0.848","66","432","498","462","83","17","230","196","1772","1630","2.01","0.36"
"23","Howard Eisley","NYK","82","2243","262","628","0.417","131","337","0.389","89","105","0.848","24","162","186","444","71","9","149","222","744","923","2.98","0.48"
"24","Erick Strickland","IND","71","1275","163","380","0.429","62","160","0.388","70","87","0.805","23","122","145","209","38","7","98","111","458","525","2.13","0.39"
"25","Shawn Marion","PHX","81","3373","662","1466","0.452","141","364","0.387","251","295","0.851","199","574","773","198","185","95","157","208","1716","1962","1.26","1.18"
"26","Tracy McGrady","ORL","75","2954","829","1813","0.457","173","448","0.386","576","726","0.793","121","367","488","411","124","59","195","156","2407","2160","2.11","0.64"
"27","Kobe Bryant","LAL","82","3401","868","1924","0.451","124","324","0.383","601","713","0.843","106","458","564","481","181","67","288","218","2461","2298","1.67","0.63"
"28","Peja Stojakovic","SAC","72","2450","497","1034","0.481","155","406","0.382","231","264","0.875","61","336","397","141","72","5","101","143","1380","1324","1.4","0.71"
"29","Dirk Nowitzki","DAL","80","3117","690","1489","0.463","148","390","0.379","483","548","0.881","81","710","791","239","111","82","152","206","2011","2218","1.57","0.73"
"30","Bobby Jackson","SAC","59","1676","340","732","0.464","89","235","0.379","126","149","0.846","57","162","219","182","71","3","106","126","895","849","1.72","0.67"
"31","Charlie Ward","NYK","66","1465","165","414","0.399","101","267","0.378","41","53","0.774","25","152","177","306","78","11","95","146","472","688","3.22","0.82"
"32","Nick Van Exel","DAL","73","2026","342","831","0.412","118","312","0.378","110","144","0.764","35","173","208","312","42","4","123","86","912","832","2.54","0.34"
"33","Ray Allen","SEA","76","2880","598","1363","0.439","201","533","0.377","316","345","0.916","94","287","381","334","103","14","198","220","1713","1553","1.69","0.52"
"34","Rick Fox","LAL","76","2181","262","621","0.422","105","280","0.375","52","69","0.754","64","259","323","253","69","14","121","215","681","843","2.09","0.57"
"35","Walt Williams","DAL","66","1161","134","341","0.393","64","171","0.374","31","50","0.62","53","154","207","59","42","26","35","141","363","436","1.69","1.2"
"36","Latrell Sprewell","NYK","74","2859","454","1127","0.403","134","360","0.372","173","218","0.794","45","240","285","332","102","22","172","134","1215","1066","1.93","0.59"
"37","Jason Terry","ATL","81","3081","488","1141","0.428","160","431","0.371","259","292","0.887","37","242","279","600","126","14","249","175","1395","1479","2.41","0.51"
"38","Jalen Rose","CHI","82","3351","642","1583","0.406","133","359","0.37","399","467","0.854","68","283","351","395","72","23","285","271","1816","1363","1.39","0.25"
"39","Michael Finley","DAL","69","2642","507","1193","0.425","119","322","0.37","198","230","0.861","107","295","402","205","76","21","114","105","1331","1203","1.8","0.67"
"40","Keith Van Horn","PHI","74","2337","459","952","0.482","65","176","0.369","193","240","0.804","159","365","524","93","63","30","150","251","1176","1196","0.62","0.42"
"41","Jason Richardson","GSW","82","2698","476","1161","0.41","123","334","0.368","207","271","0.764","111","267","378","247","90","23","179","201","1282","1092","1.38","0.5"
"42","Walter McCarty","BOS","82","1949","173","418","0.414","91","248","0.367","61","98","0.622","64","224","288","106","78","28","67","188","498","649","1.58","1.16"
"43","Tim Thomas","MIL","80","2358","412","930","0.443","97","265","0.366","145","186","0.78","97","292","389","102","70","49","133","257","1066","984","0.77","0.53"
"44","Joe Johnson","PHX","82","2255","316","796","0.397","75","205","0.366","96","124","0.774","57","207","264","210","62","19","108","143","803","742","1.94","0.57"
"45","Voshon Lenard","TOR","63","1929","325","809","0.402","92","252","0.365","156","194","0.804","48","164","212","144","59","21","103","156","898","709","1.4","0.57"
"46","Troy Hudson","MIN","79","2600","409","956","0.428","97","266","0.365","208","231","0.9","42","141","183","452","60","7","182","160","1123","1073","2.48","0.33"
"47","Mike Miller","MEM","65","2186","373","859","0.434","109","300","0.363","156","186","0.839","46","295","341","170","42","21","125","173","1011","944","1.36","0.34"
"48","Ricky Davis","CLE","79","3131","602","1470","0.41","74","204","0.363","348","465","0.748","97","293","390","436","125","36","277","180","1626","1351","1.57","0.45"
